ano,clube,jogos,pontos,gp,gc,sg,pos,dist_g4,ppj,faixa,valor_eur,log_valor,posto_valor,ppj_esperado,rendimento,gols,artilheiro_pct,top3_pct,marcadores,gols_zaga_vol,gols_laterais,pts_apos_derrota,pts_apos_vitoria,maior_seq_sem_vencer,pts_casa,pts_fora,dias_lesao,lesionados,elenco_tm
2026,Atlético-GO,26,40,30.0,25.0,5.0,9,-7,1.5384615384615385,Meio,10550000.0,16.17163641788635,12.0,1.2768902493274128,0.26157128913412575,30.0,33.333333333333336,60.0,11.0,1.0,2.0,1.3333333333333333,1.3,3,1.6923076923076923,1.3846153846153846,35,1,32
2026,Cuiabá,27,39,26.0,21.0,5.0,10,-8,1.4444444444444444,Meio,10850000.0,16.199675637950744,11.0,1.2842603265895347,0.1601841178549097,24.0,16.666666666666668,41.666666666666664,13.0,5.0,2.0,1.5,1.5,5,1.5714285714285714,1.3076923076923077,102,1,34
2026,Náutico,27,37,32.0,30.0,2.0,11,-10,1.3703703703703705,Meio,3300000.0,15.009433026436708,20.0,0.9714064031429039,0.3989639672274665,31.0,19.35483870967742,45.16129032258065,13.0,1.0,3.0,1.2222222222222223,1.5,8,1.7692307692307692,1.0,114,2,30
2026,Athletic,27,37,31.0,30.0,1.0,12,-10,1.3703703703703705,Meio,12375000.0,16.331188866419026,7.0,1.3188284298597566,0.05154194051061389,30.0,16.666666666666668,43.333333333333336,14.0,1.0,1.0,1.1428571428571428,1.0,5,1.5714285714285714,1.1538461538461537,1,1,36
2026,Goiás,27,36,25.0,33.0,-8.0,13,-11,1.3333333333333333,Meio,12500000.0,16.34123920227253,6.0,1.3214701492649503,0.011863184068382937,25.0,28.0,56.0,11.0,1.0,2.0,1.1,1.3,4,1.6923076923076923,1.0,136,1,30
2026,São Bernardo,26,35,36.0,29.0,7.0,14,-12,1.3461538461538463,Meio,7925000.0,15.885532877727618,15.0,1.2016882575782075,0.14446558857563874,35.0,11.428571428571429,31.428571428571427,18.0,10.0,9.0,1.5555555555555556,1.5,8,0.9230769230769231,1.7692307692307692,4,1,35
2026,Botafogo-SP,27,31,30.0,32.0,-2.0,15,-16,1.1481481481481481,Meio,6450000.0,15.679590688771956,16.0,1.14755658627465,0.0005915618734981809,29.0,27.586206896551722,55.172413793103445,11.0,4.0,4.0,1.0,1.375,10,1.3846153846153846,0.9285714285714286,0,0,32
2026,Ceará,26,31,27.0,33.0,-6.0,16,-16,1.1923076923076923,Meio,13525000.0,16.420050382696818,4.0,1.3421855788493735,-0.14987788654168122,25.0,20.0,36.0,15.0,6.0,2.0,1.4545454545454546,1.1428571428571428,7,1.5,0.8333333333333334,137,2,30
2026,Avaí,27,29,28.0,35.0,-7.0,17,-18,1.0740740740740742,Cai,8000000.0,15.89495209964411,14.0,1.2041640893992858,-0.13009001532521158,28.0,10.714285714285714,32.142857142857146,16.0,3.0,3.0,0.7692307692307693,1.375,11,1.3846153846153846,0.7857142857142857,231,2,30
2026,Londrina,26,22,30.0,38.0,-8.0,18,-25,0.8461538461538461,Cai,6100000.0,15.623799329143539,17.0,1.1328918905350394,-0.2867380443811932,33.0,33.333333333333336,45.45454545454545,15.0,6.0,0.0,0.6923076923076923,1.2,10,1.0769230769230769,0.6153846153846154,25,1,43
2026,América-MG,27,17,21.0,46.0,-25.0,19,-30,0.6296296296296297,Cai,5875000.0,15.586216617994497,18.0,1.1230133174416244,-0.4933836878119947,21.0,19.047619047619047,52.38095238095238,11.0,3.0,1.0,0.8888888888888888,0.0,12,0.9230769230769231,0.35714285714285715,69,2,31
2026,Ponte Preta,27,10,16.0,56.0,-40.0,20,-37,0.37037037037037035,Cai,4125000.0,15.232576577750919,19.0,1.0300594330757367,-0.6596890627053663,12.0,25.0,50.0,9.0,1.0,0.0,0.35,1.5,21,0.5,0.23076923076923078,2,2,18
