pos11,jogador,clube,liga,mercado,idade,minutos,contrato,livre,tec_A,fis_A,patamar_A,psv,aderencia
VOL,R. Piris Da Motta,Cerro Porteño,Paraguai,Sul-americano,32.0,1447,2027-12-31,False,44.0,80.0,62.0,28.09,41.7
CA,F. Mejía,9 de Octubre,Equador B,Sul-americano,31.0,1209,2026-12-31,True,62.0,,62.0,,69.1
VOL,T. Banega,Gimnasia y Tiro,Argentina B,Sul-americano,27.0,1022,2026-12-31,True,62.0,,62.0,,51.3
VOL,Léo Naldi,Novorizontino,Brasil B,Série B,25.0,1795,2027-12-31,False,47.0,76.0,62.0,28.03,55.7
ZE,Gabriel Vareta,Al Wasl,Emirados,Exterior,21.0,1007,,True,72.0,53.0,62.0,28.58,81.9
CA,L. Castro,Millonarios,Colombia A,Sul-americano,34.0,1528,2028-12-31,False,65.0,60.0,62.0,29.91,60.2
VOL,Luis Pérez,ADT,Peru,Sul-americano,30.0,1772,2026-12-31,True,61.0,62.0,62.0,27.86,59.0
LE,F. Chaverra,Millonarios,Colombia A,Sul-americano,26.0,1703,2027-06-30,True,78.0,46.0,62.0,29.49,72.5
ZE,Mathías Silvera,Chaco For Ever,Argentina B,Sul-americano,27.0,1498,2026-12-31,True,62.0,,62.0,,58.6
VOL, Jhojan Torres,Santa Fe,Colombia A,Sul-americano,23.0,1167,2027-06-30,True,54.0,70.0,62.0,28.23,58.0
MED,J. Ortiz,Barranquilla,Colombia B,Sul-americano,22.0,1629,,True,62.0,,62.0,,52.4
VOL,A. Rivera,Real Oruro,Bolivia,Sul-americano,30.0,997,,True,61.0,,61.0,,52.7
ZE,A. Sánchez,Juan Pablo II College,Peru,Sul-americano,23.0,1207,2026-12-31,True,61.0,61.0,61.0,28.34,58.3
LE,Marcus Meloni,Al Jazira,Emirados,Exterior,25.0,1359,2030-06-30,False,71.0,51.0,61.0,29.48,71.7
MED,F. Sena,Estudiantes Caseros,Argentina B,Sul-americano,29.0,1879,2026-12-31,True,61.0,,61.0,,57.1
MED,E. Darias,Peñarol,Uruguai,Sul-americano,28.0,901,2027-12-31,False,45.0,77.0,61.0,28.22,34.0
GOL,G. Servio,Guaraní,Paraguai,Sul-americano,34.0,2478,2026-12-31,True,61.0,,61.0,,62.5
GOL,I. Arboleda,Águilas Doradas,Colombia A,Sul-americano,30.0,1218,2027-12-31,False,61.0,,61.0,,60.1
VOL,M. Sierra,Llaneros,Colombia A,Sul-americano,31.0,1159,,True,56.0,66.0,61.0,27.09,54.5
GOL,A. Baroja,Always Ready,Bolivia,Sul-americano,36.0,1201,2027-12-31,False,61.0,,61.0,,58.0
ZE,J.Sanchez,Juan Pablo II College,Peru,Sul-americano,25.0,1207,,True,61.0,,61.0,,58.3
GOL,G. Schiavone,UCV,Venezuela,Sul-americano,32.0,1413,2026-12-31,True,61.0,,61.0,,55.3
CA,J. Lugo,Atlético Vinotinto,Equador B,Sul-americano,33.0,1186,2026-12-31,True,61.0,,61.0,,71.9
CA,J. Cañete,Portuguesa,Venezuela,Sul-americano,30.0,1516,2026-12-31,True,61.0,,61.0,,64.3
CA,L. Parisi,Ferro Carril Oeste,Argentina B,Sul-americano,32.0,1646,2026-12-31,True,61.0,,61.0,,63.2
EE,Jonatas Santos,Al Nasr,Emirados,Exterior,24.0,1092,2028-06-30,False,44.0,78.0,61.0,30.6,51.2
LE,A. Correa,Once Caldas,Colombia A,Sul-americano,32.0,2128,2027-06-30,True,62.0,60.0,61.0,29.56,68.8
GOL,J. Graterol,Academia Puerto Cabello,Venezuela,Sul-americano,29.0,1512,2026-12-31,True,61.0,,61.0,,50.0
LE,Marcelo Hermes,Criciúma,Brasil B,Série B,31.0,2610,2026-12-31,True,70.0,52.0,61.0,29.29,68.5
ED,C. Sánchez,Atlético Vinotinto,Equador B,Sul-americano,25.0,1043,2026-12-31,True,61.0,,61.0,,59.9
VOL,R. Martínez,Deportes Limache,Chile,Sul-americano,30.0,1088,2026-12-31,True,61.0,,61.0,,49.0
LD,Raul Chamorro,Racing Córdoba,Argentina B,Sul-americano,27.0,1506,2026-12-31,True,61.0,,61.0,,57.9
CA,Nicolás Johansen,Coquimbo Unido,Chile,Sul-americano,27.0,1071,2027-12-31,False,73.0,49.0,61.0,28.45,65.3
GOL,G. Gazzaniga,Real Murcia,Espanha C,Exterior,32.0,3117,2027-06-30,True,61.0,,61.0,,49.5
CA,P. Vargas,Atlético Vinotinto,Equador B,Sul-americano,25.0,1152,2026-12-31,True,61.0,,61.0,,68.0
MED,M. Serra,San Miguel,Argentina B,Sul-americano,22.0,1463,2027-12-31,False,61.0,,61.0,,59.4
CA,Zeca,Shandong Taishan,China,Exterior,29.0,1325,2026-12-31,True,75.0,47.0,61.0,29.32,66.7
CA,N. Ulariaga,Godoy Cruz,Argentina B,Sul-americano,24.0,1002,,True,61.0,,61.0,,73.2
CA,L. Martínez,Carabobo,Venezuela,Sul-americano,21.0,1110,,True,61.0,,61.0,,61.0
CA,J. Brea,Cobresal,Chile,Sul-americano,26.0,1667,2026-12-31,True,45.0,77.0,61.0,31.31,37.7
MED,Alejandro Chumacero,ABB,Bolivia,Sul-americano,35.0,1364,2026-12-31,True,61.0,,61.0,,58.2
MED,Robson,A'Ali,Bahrain,Exterior,30.0,1896,,True,61.0,,61.0,,55.7
GOL,M. Campaña,Liverpool,Uruguai,Sul-americano,37.0,1536,2026-12-31,True,61.0,,61.0,,52.3
GOL,W. Chávez,Manta,Equador A,Sul-americano,32.0,907,2026-12-31,True,61.0,,61.0,,55.6
GOL,Gustavo Galil,Sporting Covilhã,Portugal C,Exterior,28.0,2639,2026-06-30,True,61.0,,61.0,,47.3
GOL,A. Santander,Cobresal,Chile,Sul-americano,23.0,1027,,True,61.0,,61.0,,55.0
ED,A. Miró,Patronato,Argentina B,Sul-americano,21.0,1005,2027-12-31,False,61.0,,61.0,,56.1
ZD,Cesinha,CF Os Belenenses,Portugal C,Exterior,24.0,1895,2027-06-30,True,61.0,,61.0,,60.6
ZE,P. Camacho,Deportivo Táchira,Venezuela,Sul-americano,35.0,943,2026-12-31,True,61.0,,61.0,,69.2
ZE,Venicio,Seongnam,Coreia B,Exterior,32.0,1906,,True,61.0,,61.0,,63.0
LD,C. Porras,Patriotas Boyacá,Colombia B,Sul-americano,26.0,1571,,True,61.0,,61.0,,74.5
CA,A. Cuello,San Lorenzo,Argentina A,Sul-americano,26.0,1979,2027-12-31,False,33.0,89.0,61.0,30.56,39.0
ED,Max,Athletic,Brasil B,Série B,24.0,1376,2026-11-30,True,36.0,86.0,61.0,31.72,37.2
ZD,M. Cagua,Técnico Universitario,Equador A,Sul-americano,22.0,932,2026-12-31,True,35.0,87.0,61.0,30.19,40.3
CA,Ian Luccas,Athletic,Brasil B,Série B,23.0,1433,2030-06-30,False,43.0,79.0,61.0,30.0,51.9
ED,R. Angelotti,Seongnam,Coreia B,Exterior,28.0,977,,True,61.0,,61.0,,64.5
ZE,Chico,Hapoel Tel Aviv,Israel,Exterior,27.0,3055,2029-06-30,False,72.0,50.0,61.0,28.45,73.5
GOL,Richard,Ceará,Brasil B,Série B,35.0,1972,2026-12-31,True,61.0,,61.0,,51.1
MED,K. Dubini,Acassuso,Argentina B,Sul-americano,33.0,1221,2026-12-31,True,61.0,,61.0,,51.1
LD,E. Cardozo,Almirante Brown,Argentina B,Sul-americano,20.0,1701,2028-12-31,False,61.0,,61.0,,68.2
CA,A. Ugarriza,Ironi Kiryat Shmona,Israel,Exterior,29.0,2641,2027-06-30,True,61.0,,61.0,,57.9
MED,A. Bolívar,Quilmes,Argentina B,Sul-americano,30.0,1704,2026-12-31,True,61.0,,61.0,,57.2
LE,Vinícius Nogueira,Ludogorets,Bulgaria,Exterior,24.0,1211,2028-12-31,False,61.0,,61.0,,66.1
CA,J. Corozo,LDU Quito,Equador A,Sul-americano,30.0,1260,2028-12-31,False,69.0,51.0,60.0,29.43,70.8
ZE,Wallace,Botafogo-SP,Brasil B,Série B,31.0,1046,2026-11-30,True,66.0,55.0,60.0,28.12,72.5
LD,D. Romero,Independiente del Valle,Equador A,Sul-americano,25.0,1343,,True,71.0,48.0,60.0,30.21,75.0
GOL,A. Sosa,Patronato,Argentina B,Sul-americano,30.0,2349,2027-12-31,False,60.0,,60.0,,47.7
CA,Cris Martínez,Huachipato,Chile,Sul-americano,33.0,923,2026-12-31,True,48.0,71.0,60.0,29.38,44.2
VOL,T. Castro Ponce,Atlanta,Argentina B,Sul-americano,25.0,2190,2027-12-31,False,60.0,,60.0,,45.5
MED,Everton Morelli,Botafogo-SP,Brasil B,Série B,28.0,2420,2028-12-31,False,44.0,75.0,60.0,28.58,44.8
ZD,F. Carabalí,Mushuc Runa,Equador A,Sul-americano,30.0,1135,2026-12-31,True,65.0,54.0,60.0,27.82,69.2
LE,Dalbert,América-MG,Brasil B,Série B,32.0,1423,2026-11-30,True,37.0,82.0,60.0,30.46,35.8
MED,J. Velez,Rayo Zuliano,Venezuela,Sul-americano,20.0,1067,,True,60.0,,60.0,,62.5
MED,Crystopher,CRB,Brasil B,Série B,28.0,2138,2026-12-31,True,70.0,49.0,60.0,27.75,75.0
GOL,Paulo Vítor,Atlético-GO,Brasil B,Série B,37.0,2402,2026-11-30,True,74.0,47.0,60.0,27.76,69.0
ZE,J. Balanta,Fortaleza,Colombia A,Sul-americano,28.0,1829,,True,27.0,92.0,60.0,30.84,46.7
ZD,L. Pollacchi,San Telmo,Argentina B,Sul-americano,23.0,1922,2026-12-31,True,60.0,,60.0,,65.9
ZD,A. Pérez,Agropecuario,Argentina B,Sul-americano,35.0,2099,2026-12-31,True,60.0,,60.0,,65.4
ZD,J. Velázquez,Chacarita Juniors,Argentina B,Sul-americano,35.0,1433,2027-06-30,True,60.0,,60.0,,52.8
ED,M. González,Los Andes,Argentina B,Sul-americano,27.0,1595,,True,60.0,,60.0,,60.9
LE,A. Angulo,El Nacional,Equador B,Sul-americano,21.0,1485,,True,60.0,,60.0,,64.0
VOL,Larry Vásquez,Inter Bogotá,Colombia A,Sul-americano,33.0,2336,2026-12-31,True,68.0,52.0,60.0,27.73,78.4
MED,Yago,América-MG,Brasil B,Série B,20.0,1010,2028-12-31,False,54.0,67.0,60.0,28.41,54.2
ZD,Ricardo Silva,América-MG,Brasil B,Série B,34.0,1252,2026-11-30,True,69.0,51.0,60.0,28.36,76.3
VOL,J. Campuzano,Atlético Nacional,Colombia A,Sul-americano,30.0,1841,2028-06-30,False,77.0,42.0,60.0,27.46,75.9
CA,I. Morales,Argentinos Juniors,Argentina A,Sul-americano,27.0,1079,2027-12-31,False,28.0,91.0,60.0,29.91,30.2
GOL,D. Agudelo,Atlético,Colombia B,Sul-americano,29.0,1498,,True,60.0,,60.0,,43.8
CA,K. Quejada,Estudiantes de Mérida,Venezuela,Sul-americano,23.0,1441,2028-12-31,False,60.0,,60.0,,58.0
LE,F. Quaglio,The Strongest,Bolivia,Sul-americano,23.0,1385,,True,60.0,,60.0,,62.3
MED,J. Barreiro,Orsomarso,Colombia B,Sul-americano,21.0,1508,2026-12-31,True,60.0,,60.0,,46.3
ZD,Jonathan Villagra,Colo Colo,Chile,Sul-americano,25.0,1911,2028-12-31,False,42.0,77.0,60.0,29.31,50.9
ZD,M. Curado,Ascoli,Italia C,Exterior,31.0,3802,2027-06-30,True,60.0,,60.0,,63.0
VOL,F. Soloa,Atlético Rafaela,Argentina B,Sul-americano,29.0,1567,2026-12-31,True,60.0,,60.0,,47.8
VOL,Matheus Palmério,Caldas,Portugal C,Exterior,24.0,1863,,True,60.0,,60.0,,51.3
ZD,Yago Lincoln,Londrina,Brasil B,Série B,23.0,2039,2030-06-30,False,47.0,74.0,60.0,30.27,52.6
MED,N. Sánchez,Tristán Suárez,Argentina B,Sul-americano,34.0,1113,2026-12-31,True,60.0,,60.0,,64.8
CA,T.  Habib,Racing,Uruguai,Sul-americano,24.0,1466,2026-12-31,True,61.0,58.0,60.0,28.4,59.2
LE,J. O'Neill,Boston River,Uruguai,Sul-americano,25.0,1001,,True,40.0,80.0,60.0,30.18,51.4
LE,Agustín Ojeda,Chaco For Ever,Argentina B,Sul-americano,25.0,1206,2027-12-31,False,60.0,,60.0,,73.0
LD,Jeyson Rojas,Colo Colo,Chile,Sul-americano,24.0,1747,2027-12-31,False,66.0,54.0,60.0,29.74,64.7
ZD,L. Souto,Defensa y Justicia,Argentina A,Sul-americano,27.0,1642,2026-12-31,True,30.0,89.0,60.0,29.29,33.5
MED,F. Cairus,Racing,Uruguai,Sul-americano,26.0,1724,2029-06-30,False,71.0,49.0,60.0,27.12,57.2
CA,Juninho,Novorizontino,Brasil B,Série B,25.0,1128,2028-12-31,False,36.0,85.0,60.0,27.76,37.2
ZD,M. Osores,San Martín San Juan,Argentina B,Sul-americano,29.0,1173,2026-12-31,True,60.0,,60.0,,56.1
GOL,A. Quintana,Atlético Bucaramanga,Colombia A,Sul-americano,32.0,902,2028-12-31,False,60.0,,60.0,,60.1
ZE,J. Guasone,Cerro,Uruguai,Sul-americano,25.0,1662,2026-12-31,True,36.0,85.0,60.0,29.04,40.7
ZD,L. Quintana,Cerro Porteño,Paraguai,Sul-americano,21.0,1396,2028-12-31,False,49.0,72.0,60.0,29.13,54.4
ED,Reidiney,Novorizontino,Brasil B,Série B,19.0,1076,,True,54.0,65.0,60.0,29.67,60.2
MED,A. Fariña,2 de Mayo,Paraguai,Sul-americano,21.0,1390,2026-12-31,True,74.0,47.0,60.0,27.76,73.9
EE,A. Luna,Instituto,Argentina A,Sul-americano,22.0,1735,2029-12-31,False,76.0,45.0,60.0,29.7,84.4
EE,F. Molina,Gimnasia Jujuy,Argentina B,Sul-americano,35.0,1699,,True,60.0,,60.0,,83.5
ZD,G. Vargas,Olimpia,Paraguai,Sul-americano,24.0,1315,2026-12-31,True,53.0,66.0,60.0,29.03,62.0
ZD,O. Pacheco,Temperley,Argentina B,Sul-americano,25.0,1563,,True,60.0,,60.0,,62.1
GOL,S. Díaz,San Martín San Juan,Argentina B,Sul-americano,22.0,1755,2028-12-31,False,60.0,,60.0,,48.4
GOL,Tadeu,Goiás,Brasil B,Série B,34.0,1207,2029-12-31,False,60.0,,60.0,,47.8
CA,M. Asenjo,Los Andes,Argentina B,Sul-americano,32.0,1718,2026-12-31,True,60.0,,60.0,,66.5
LE,F. Saavedra,Gimnasia Mendoza,Argentina A,Sul-americano,22.0,1104,2028-12-31,False,57.0,62.0,60.0,29.46,52.3
GOL,B. Obregón Cuero,9 de Octubre,Equador B,Sul-americano,26.0,1192,,True,60.0,,60.0,,43.2
ZE,Adryelson,Al Wasl,Emirados,Exterior,28.0,1933,2028-06-30,False,60.0,61.0,60.0,29.56,67.5
ZE,A. Yovera,Cienciano,Peru,Sul-americano,25.0,901,2026-12-31,True,50.0,70.0,60.0,28.04,65.5
LE,H. Goyes Cortés,Deportivo Pasto,Colombia A,Sul-americano,20.0,1113,,True,59.0,62.0,60.0,29.61,62.9
LD,J. González,Sporting Cristal,Peru,Sul-americano,30.0,966,2026-12-31,True,63.0,56.0,60.0,29.88,79.4
ZE,A. Banguero,Boyacá Chicó,Colombia A,Sul-americano,26.0,1486,,True,35.0,86.0,60.0,28.92,44.7
ZD,Benjamín Gazzolo,Coquimbo Unido,Chile,Sul-americano,29.0,1370,2026-12-31,True,66.0,55.0,60.0,29.0,63.8
VOL,G. González,Academia Puerto Cabello,Venezuela,Sul-americano,30.0,1586,2026-12-31,True,60.0,,60.0,,77.1
GOL,D. Prieto,Alianza Atlético,Peru,Sul-americano,30.0,1409,2026-12-31,True,60.0,,60.0,,59.4
VOL,V. Jaime,Cumbayá,Equador B,Sul-americano,24.0,1009,2026-12-31,True,60.0,,60.0,,52.6
MED,Rodriguinho,Fortaleza,Brasil B,Série B,23.0,1351,2027-12-31,False,67.0,54.0,60.0,29.62,79.4
GOL,R. Rey,Independiente,Argentina A,Sul-americano,35.0,2090,2026-12-31,True,60.0,,60.0,,42.5
ZD,M. Amondarain,Cienciano,Peru,Sul-americano,33.0,1139,2026-12-31,True,59.0,61.0,60.0,29.29,71.0
ED,L. Macías,Pontevedra,Espanha C,Exterior,21.0,1430,,True,60.0,,60.0,,53.9
ZE,E. Calderón,Central Norte,Argentina B,Sul-americano,25.0,1757,2026-12-31,True,60.0,,60.0,,50.4
LE,I. Galván,Atlético Tucumán,Argentina A,Sul-americano,23.0,1354,2026-12-31,True,67.0,52.0,60.0,29.15,67.0
EE,Kadu,Goiás,Brasil B,Série B,24.0,1348,2026-12-15,True,59.0,61.0,60.0,30.51,72.1
MEI,Bruno Nazário,Henan,China,Exterior,31.0,1127,2026-12-31,True,81.0,39.0,60.0,27.45,80.9
MEI,Caleb,Atlético CP,Portugal C,Exterior,33.0,1349,2026-06-30,True,60.0,,60.0,,78.0
VOL,Rodrigo Yuri,Al Riffa,Bahrain,Exterior,32.0,1958,,True,60.0,,60.0,,58.3
CA,F. Torres,Los Chankas,Peru,Sul-americano,29.0,1837,2026-12-31,True,51.0,67.0,59.0,30.26,40.9
LE,B. Calderara,Chacarita Juniors,Argentina B,Sul-americano,28.0,1048,2026-12-31,True,59.0,,59.0,,75.3
CA,A. Carabalí,Deportes Quindío,Colombia B,Sul-americano,28.0,1888,,True,59.0,,59.0,,64.4
ZE,G. Tegüé,Real Cartagena,Colombia B,Sul-americano,26.0,2013,,True,59.0,,59.0,,57.0
LE,M. Flores,Deportes Limache,Chile,Sul-americano,24.0,1547,,True,45.0,73.0,59.0,30.0,52.6
ZE,G. de los Santos,Defensor Sporting,Uruguai,Sul-americano,35.0,1390,2026-12-31,True,70.0,48.0,59.0,29.7,67.1
GOL,Felipe Scheibig,Felgueiras 1932,Portugal B,Exterior,26.0,1329,2026-06-30,True,59.0,,59.0,,52.2
ZD,J. Castaño,Once Caldas,Colombia A,Sul-americano,27.0,1290,2028-12-31,False,30.0,88.0,59.0,30.55,39.4
LD,E. Aguirre,Agropecuario,Argentina B,Sul-americano,23.0,964,2026-12-31,True,59.0,,59.0,,57.7
LE,Zé Ricardo,Feirense,Portugal B,Exterior,27.0,2328,2026-06-30,True,42.0,76.0,59.0,29.77,49.0
GOL,Diego Callai,Sporting CP II,Portugal B,Exterior,21.0,2444,2027-06-30,True,59.0,,59.0,,50.0
GOL,S. Pérez,Palestino,Chile,Sul-americano,35.0,1805,2026-12-31,True,59.0,,59.0,,63.3
ZE,A. Baldi,Tristán Suárez,Argentina B,Sul-americano,24.0,2128,2026-12-31,True,59.0,,59.0,,49.6
CA,F. Ferrari,Salernitana,Italia C,Exterior,30.0,2339,2027-06-30,True,59.0,,59.0,,62.3
LE,M. Llano,Casertana,Italia C,Exterior,26.0,2546,2026-06-30,True,59.0,,59.0,,59.2
CA,F. Toloza,Deportivo Morón,Argentina B,Sul-americano,32.0,903,2026-12-31,True,59.0,,59.0,,69.6
ED,S. Palacios,Levadiakos,Grecia,Exterior,34.0,2496,2026-06-30,True,55.0,63.0,59.0,30.0,57.2
ED,M. Gerez,Club Atlético Güemes,Argentina B,Sul-americano,28.0,1722,,True,59.0,,59.0,,52.9
CA,N. Reniero,Lugo,Espanha C,Exterior,31.0,1943,2027-06-30,True,59.0,,59.0,,68.3
LD,J. Motroni,San Telmo,Argentina B,Sul-americano,27.0,1495,2026-12-31,True,59.0,,59.0,,56.9
MED,L. Miranda,Llaneros,Colombia A,Sul-americano,28.0,1095,,True,73.0,45.0,59.0,28.33,72.1
GOL,F. Mosquera,Jaguares de Córdoba,Colombia A,Sul-americano,27.0,1166,,True,59.0,,59.0,,56.2
LE,F. Ferrari,Club Atlético Mitre,Argentina B,Sul-americano,34.0,1744,2026-12-31,True,59.0,,59.0,,72.6
LD,C. Rodríguez,Always Ready,Bolivia,Sul-americano,21.0,989,,True,59.0,,59.0,,60.1
ZE,Juan Pérez,Real Santander,Colombia B,Sul-americano,23.0,963,,True,59.0,,59.0,,60.4
GOL,C. Fiermarín,Defensa y Justicia,Argentina A,Sul-americano,28.0,1578,2028-12-31,False,59.0,,59.0,,37.9
ED,J. Meza,Deportivo La Guaira,Venezuela,Sul-americano,35.0,1037,2027-12-31,False,59.0,,59.0,,59.1
GOL,J. Ledesma,Club Atlético Mitre,Argentina B,Sul-americano,37.0,1245,,True,59.0,,59.0,,41.2
CA,B. Blando,Agropecuario,Argentina B,Sul-americano,31.0,1537,2026-12-31,True,59.0,,59.0,,62.9
CA,J. Riascos,9 de Octubre,Equador B,Sul-americano,27.0,955,2026-12-31,True,59.0,,59.0,,67.3
MED,Jhojan Amaya,Real Soacha Cundinamarca,Colombia B,Sul-americano,20.0,1093,2026-12-31,True,59.0,,59.0,,46.3
ED,J. Salas,Patronato,Argentina B,Sul-americano,28.0,1141,2026-12-31,True,59.0,,59.0,,54.7
LD,Mikael Doka,Operário-PR,Brasil B,Série B,26.0,1877,2027-12-31,False,67.0,51.0,59.0,29.98,67.7
GOL,M. Ortega,Tolima,Colombia A,Sul-americano,31.0,1871,,True,59.0,,59.0,,51.0
LD,J. Galetto,Gimnasia y Tiro,Argentina B,Sul-americano,29.0,1112,2026-12-31,True,59.0,,59.0,,55.1
LE,A. Spörle,Belgrano,Argentina A,Sul-americano,31.0,1665,2026-12-31,True,55.0,63.0,59.0,29.27,54.3
MEI,S. Costa,Albion,Uruguai,Sul-americano,26.0,1159,2026-12-31,True,38.0,80.0,59.0,28.61,24.3
LD,F. Malagueño,Colegiales,Argentina B,Sul-americano,27.0,2209,2026-12-31,True,59.0,,59.0,,63.0
ZE,J. Mina,LDU Portoviejo,Equador B,Sul-americano,25.0,1145,2026-12-31,True,59.0,,59.0,,56.2
MED,J. Rodríguez,Real Cartagena,Colombia B,Sul-americano,33.0,1034,,True,59.0,,59.0,,58.9
LD,Raúl Cáceres,Olimpia,Paraguai,Sul-americano,34.0,1970,2026-12-31,True,70.0,48.0,59.0,28.88,68.8
EE,J. Rodríguez,Envigado,Colombia B,Sul-americano,30.0,1306,2027-06-30,True,59.0,,59.0,,62.1
EE,I. Rodríguez,Atlanta,Argentina B,Sul-americano,21.0,1397,2028-12-31,False,59.0,,59.0,,72.1
VOL,A. Medina,Lanús,Argentina A,Sul-americano,19.0,984,2028-12-31,False,58.0,59.0,58.0,27.2,48.4
LD,M. Vallejos,Quilmes,Argentina B,Sul-americano,25.0,1922,2026-12-31,True,58.0,,58.0,,63.8
ZD,S. Strasorier,Liverpool,Uruguai,Sul-americano,26.0,1884,2028-12-31,False,47.0,70.0,58.0,29.19,49.8
CA,M. Estrada,LDU Quito,Equador A,Sul-americano,30.0,1133,2027-06-30,True,95.0,22.0,58.0,29.96,94.3
CA,Daniel Lima,Zalaegerszegi TE,Hungria,Exterior,21.0,1175,2026-12-31,True,58.0,,58.0,,47.8
ZD,M. Di Cesare,Racing Club,Argentina A,Sul-americano,24.0,1488,2027-12-31,False,53.0,62.0,58.0,28.27,53.1
MED,R. Castro,Agropecuario,Argentina B,Sul-americano,33.0,1880,2026-12-31,True,58.0,,58.0,,55.2
CA,Cadu,Goiás,Brasil B,Série B,22.0,1235,2027-12-31,False,27.0,90.0,58.0,29.76,29.0
MED,B. Berríos,Everton,Chile,Sul-americano,28.0,1483,2028-12-31,False,72.0,45.0,58.0,27.05,53.2
CA,F. Pedrozo,Levadiakos,Grecia,Exterior,33.0,1570,2026-06-30,True,66.0,49.0,58.0,28.11,67.8
ED,R. Martínez,Quilmes,Argentina B,Sul-americano,22.0,1260,2027-12-31,False,58.0,,58.0,,55.9
ZD,J. Hurtado,Patriotas Boyacá,Colombia B,Sul-americano,28.0,939,2026-12-31,True,58.0,,58.0,,62.9
LD,K. Coronel Alarcón,Argentinos Juniors,Argentina A,Sul-americano,22.0,1004,2029-12-31,False,64.0,53.0,58.0,29.0,53.7
LE,S. Tormo,Deportivo Maldonado,Uruguai,Sul-americano,25.0,962,,True,55.0,61.0,58.0,29.22,67.6
LD,U. Abreliano,Almirante Brown,Argentina B,Sul-americano,28.0,1566,2028-12-31,False,58.0,,58.0,,49.4
MED,I. Cárdenas,Real Potosí,Bolivia,Sul-americano,26.0,1137,,True,58.0,,58.0,,50.0
ZD,L. Spatz,Villarreal B,Espanha C,Exterior,24.0,3057,2027-06-30,True,58.0,,58.0,,67.7
CA,Kauan Cristtyan,Cuiabá,Brasil B,Série B,20.0,1285,2026-11-30,True,44.0,71.0,58.0,29.07,47.7
LE,Gianluca Muniz,Al Bataeh,Emirados,Exterior,25.0,991,2027-06-30,True,52.0,65.0,58.0,29.36,56.1
MED,M. Gatani,Atlético Vinotinto,Equador B,Sul-americano,23.0,1105,2026-12-31,True,58.0,,58.0,,63.0
LD,L. Agazzi,Defensor Sporting,Uruguai,Sul-americano,21.0,2219,2027-12-31,False,67.0,48.0,58.0,28.19,57.4
ZD,K. Jappert,Barracas Central,Argentina A,Sul-americano,22.0,1063,2026-12-31,True,62.0,53.0,58.0,28.71,61.7
LE,S. Portocarrero,Leones del Norte,Equador A,Sul-americano,29.0,1303,2026-12-31,True,65.0,50.0,58.0,30.42,72.6
MED,Cristhofer Mesías,Univ. Concepción,Chile,Sul-americano,28.0,1100,2027-12-31,False,66.0,49.0,58.0,27.48,40.4
MEI,A. Medina,Everton,Chile,Sul-americano,28.0,1857,2028-12-31,False,53.0,62.0,58.0,27.85,49.0
LD,Gustavo Cascardo,Arda,Bulgaria,Exterior,29.0,2230,2026-06-30,True,58.0,,58.0,,60.1
MED,Á. Cuello,Chacarita Juniors,Argentina B,Sul-americano,32.0,1729,2026-12-31,True,58.0,,58.0,,55.1
MED,F. Jara,Nacional Asunción,Paraguai,Sul-americano,23.0,1817,2026-12-31,True,88.0,28.0,58.0,27.16,81.2
CA,N. Toloza,Colegiales,Argentina B,Sul-americano,28.0,1323,2026-12-31,True,58.0,,58.0,,65.9
MED,F. Pizzichillo,Torque,Uruguai,Sul-americano,30.0,1373,2026-12-31,True,86.0,29.0,58.0,27.22,68.4
CA,Brandão,Ponte Preta,Brasil B,Série B,22.0,1020,2026-12-31,True,30.0,85.0,58.0,30.03,34.1
ZD,F. Coronel,All Boys,Argentina B,Sul-americano,24.0,1412,2026-12-31,True,58.0,,58.0,,53.5
MEI,Guilherme Marques,Atlético-GO,Brasil B,Série B,35.0,956,2026-11-30,True,58.0,,58.0,,62.6
ZD,A. Moralez,Llaneros,Colombia A,Sul-americano,25.0,1509,2026-12-31,True,41.0,76.0,58.0,29.86,49.0
CA,Eduardo,CF Os Belenenses,Portugal C,Exterior,27.0,1558,2027-06-30,True,58.0,,58.0,,65.0
LE,Cristiano,Sporting Cristal,Peru,Sul-americano,32.0,1911,2026-12-31,True,38.0,78.0,58.0,31.21,50.3
VOL,J. Echeverri,Envigado,Colombia B,Sul-americano,20.0,1537,,True,58.0,,58.0,,65.5
ED,L. Comas,Sportivo Luqueño,Paraguai,Sul-americano,31.0,1210,2026-12-31,True,59.0,56.0,58.0,29.43,66.2
LE,E. Zúñiga,Delfin,Equador A,Sul-americano,23.0,902,,True,40.0,77.0,58.0,29.76,45.0
ZE,Matheus Costa,Leixões,Portugal B,Exterior,31.0,1127,,True,23.0,94.0,58.0,29.8,26.3
CA,A. López,Albion,Uruguai,Sul-americano,28.0,1528,2027-12-31,False,69.0,48.0,58.0,28.3,72.7
CA,André Luis,Vila Nova,Brasil B,Série B,29.0,1319,2026-11-30,True,43.0,74.0,58.0,30.8,54.0
ZE,E. Martínez,Gimnasia La Plata,Argentina A,Sul-americano,28.0,1912,2028-12-31,False,84.0,33.0,58.0,27.49,75.0
CA,A. Álvarez,Sportivo San Lorenzo,Paraguai,Sul-americano,29.0,1276,2026-12-31,True,58.0,58.0,58.0,29.35,51.2
LE,S. Vargas,Nacional Asunción,Paraguai,Sul-americano,24.0,1397,2026-12-31,True,46.0,70.0,58.0,29.89,57.5
