pos11,jogador,clube,liga,mercado,idade,minutos,contrato,livre,tec_A,fis_A,patamar_A,psv,aderencia
VOL,J. Gómez,Rayo Zuliano,Venezuela,Sul-americano,29.0,1279,,True,32.0,,32.0,,43.4
LE,M. Ramos,Agropecuario,Argentina B,Sul-americano,32.0,2028,2026-12-31,True,32.0,,32.0,,36.4
ZD,T. Lecanda,Agropecuario,Argentina B,Sul-americano,24.0,2060,2026-12-31,True,32.0,,32.0,,27.5
ZD,Bressan,CRB,Brasil B,Série B,33.0,1499,2027-11-30,False,43.0,20.0,32.0,27.17,47.7
EE,F. Vedoya,Central Norte,Argentina B,Sul-americano,25.0,1190,2026-12-31,True,31.0,,31.0,,63.8
CA,Marcelo Dos Santos,Antequera,Espanha C,Exterior,28.0,1196,2027-06-30,True,31.0,,31.0,,42.1
ZE,V. De Marco,Panserraikos,Grecia,Exterior,33.0,2503,2027-06-30,True,53.0,9.0,31.0,27.27,61.6
ZD,S. Moreno,Real Soacha Cundinamarca,Colombia B,Sul-americano,23.0,1399,2027-06-30,True,31.0,,31.0,,35.5
LE,J. Estrada,Atletico FC,Equador B,Sul-americano,24.0,988,2026-12-31,True,31.0,,31.0,,44.7
ZD,L. Pioli,Acassuso,Argentina B,Sul-americano,25.0,1046,,True,31.0,,31.0,,28.3
LD,J. Alarcón,Sport Boys,Peru,Sul-americano,24.0,1141,2027-12-31,False,54.0,8.0,31.0,27.2,61.5
CA,M. Echeverría,Temperley,Argentina B,Sul-americano,23.0,1201,2026-12-31,True,31.0,,31.0,,35.3
ZE,José Villegas,Alianza Atlético,Peru,Sul-americano,30.0,957,2026-12-31,True,31.0,,31.0,,42.8
LD,D. Valda,ABB,Bolivia,Sul-americano,29.0,908,,True,31.0,,31.0,,38.3
ED,D. Valencia,Envigado,Colombia B,Sul-americano,27.0,1019,,True,31.0,,31.0,,33.0
ED,Í. Montano,Fortaleza,Colombia A,Sul-americano,27.0,1075,2027-12-31,False,49.0,13.0,31.0,27.52,48.6
CA,H. Sandoval,Bogotá,Colombia B,Sul-americano,25.0,1377,,True,31.0,,31.0,,36.4
ED,Saymon Cabral,Dibba Al Fujairah,Emirados,Exterior,24.0,1841,2026-06-30,True,36.0,26.0,31.0,28.41,46.5
CA,Gabriel Lima,Ansan Greeners,Coreia B,Exterior,28.0,1728,,True,31.0,,31.0,,37.5
ZE,H. Riojas,Sport Boys,Peru,Sul-americano,34.0,1743,2027-12-31,False,39.0,23.0,31.0,27.35,49.0
LD,Bryan,Ceará,Brasil B,Série B,30.0,1329,2027-12-31,False,31.0,,31.0,,43.8
ZD,L. Caicedo,Estudiantes de Mérida,Venezuela,Sul-americano,34.0,927,2026-12-31,True,31.0,,31.0,,46.7
ED,V. Branda,Libertad,Equador A,Sul-americano,24.0,1776,2026-12-31,True,31.0,,31.0,,30.1
LE,L. Montoya,Gimnasia y Tiro,Argentina B,Sul-americano,31.0,1504,,True,31.0,,31.0,,45.1
MED,Lucas Rodrigues,Goiás,Brasil B,Série B,18.0,1069,2029-12-31,False,31.0,,31.0,,39.4
CA,K. Arce,9 de Octubre,Equador B,Sul-americano,26.0,1117,2026-12-31,True,31.0,,31.0,,47.6
ZD,E. Brítez,Fortaleza,Brasil B,Série B,34.0,1208,2027-12-31,False,44.0,18.0,31.0,27.99,46.9
MEI,N. Cainelli,Atlético Rafaela,Argentina B,Sul-americano,31.0,1476,2026-12-31,True,31.0,,31.0,,40.1
ZD,C. Pimienta,Los Chankas,Peru,Sul-americano,34.0,2075,2026-12-31,True,42.0,20.0,31.0,28.34,59.4
ZD,C. Gruezo,Libertad,Equador A,Sul-americano,26.0,991,2026-12-31,True,49.0,13.0,31.0,27.57,55.5
GOL,Marcelo Carné,Cuiabá,Brasil B,Série B,36.0,2110,2026-11-30,True,31.0,,31.0,,23.9
LD,A. Murillo,San Martín San Juan,Argentina B,Sul-americano,29.0,1429,2026-12-31,True,31.0,,31.0,,32.6
ZD,I. Vázquez,Platense,Argentina A,Sul-americano,29.0,1569,2028-12-31,False,46.0,14.0,30.0,27.42,52.9
ZD,A. Deneumostier,Melgar,Peru,Sul-americano,27.0,1061,2026-12-31,True,41.0,18.0,30.0,28.34,54.3
ZE,F. Grillo,Concepción,Chile,Sul-americano,33.0,1356,2026-12-31,True,51.0,8.0,30.0,27.46,44.2
ZE,D. Martínez,Defensa y Justicia,Argentina A,Sul-americano,28.0,1299,2026-12-31,True,43.0,16.0,30.0,27.56,47.8
ZE,P. Franco,Alianza,Colombia A,Sul-americano,35.0,2040,,True,40.0,21.0,30.0,28.09,61.7
MED,K. Londoño,Cúcuta Deportivo,Colombia A,Sul-americano,26.0,1256,2026-12-31,True,47.0,14.0,30.0,27.07,40.0
LE,F. Peralta,Ciudad de Bolívar,Argentina B,Sul-americano,24.0,1495,2026-12-31,True,30.0,,30.0,,42.6
LE,Rhyan,DAC,Eslovaquia,Exterior,23.0,956,2026-06-30,True,30.0,,30.0,,32.9
LD,E. Patta,Libertad,Equador A,Sul-americano,35.0,2433,2026-12-31,True,47.0,12.0,30.0,27.83,48.6
CA,P. Germán,Chaco For Ever,Argentina B,Sul-americano,23.0,1500,,True,30.0,,30.0,,38.4
ZE,L. Carrizo,Newell's Old Boys,Argentina A,Sul-americano,29.0,1510,2028-12-31,False,41.0,20.0,30.0,27.73,44.1
ZE,Anderson,Vila Nova,Brasil B,Série B,31.0,946,2026-11-30,True,15.0,45.0,30.0,28.6,30.2
CA,Caio Lucas,Al Sharjah,Emirados,Exterior,32.0,983,2027-06-30,True,25.0,36.0,30.0,28.59,25.0
ED,A. Gómez,2 de Mayo,Paraguai,Sul-americano,23.0,1281,2026-12-31,True,34.0,25.0,30.0,28.55,41.6
ZD,I. Ovando,Rosario Central,Argentina A,Sul-americano,19.0,1885,2027-12-31,False,30.0,30.0,30.0,28.04,31.0
LE,J. Quiceno,Boyacá Chicó,Colombia A,Sul-americano,21.0,1884,,True,36.0,24.0,30.0,28.51,43.1
CA,J. Alman,Manta,Equador A,Sul-americano,31.0,1411,2026-12-31,True,40.0,20.0,30.0,27.84,43.7
LD,R. Rebolledo,Audax Italiano,Chile,Sul-americano,29.0,957,,True,46.0,15.0,30.0,27.95,41.2
EE,Ó. Ruiz,Sportivo Luqueño,Paraguai,Sul-americano,35.0,1238,2026-12-31,True,15.0,45.0,30.0,29.64,27.3
ZE,T. Ferreyra,Deportivo Maipú,Argentina B,Sul-americano,24.0,956,2028-12-31,False,30.0,,30.0,,26.3
LD,M. Garavito,Deportivo Pasto,Colombia A,Sul-americano,25.0,1768,2026-12-31,True,41.0,18.0,30.0,28.84,52.3
ZD,M. Ganoza,UTC Cajamarca,Peru,Sul-americano,27.0,1109,2026-12-31,True,34.0,25.0,30.0,27.94,43.0
ZD,D. Calcaterra,Cúcuta Deportivo,Colombia A,Sul-americano,25.0,1744,2026-12-31,True,35.0,24.0,30.0,27.96,44.0
ZE,Y. Arce,Técnico Universitario,Equador A,Sul-americano,25.0,2105,,True,21.0,40.0,30.0,28.1,40.2
CA,C. Peñate,Barranquilla,Colombia B,Sul-americano,21.0,1662,,True,30.0,,30.0,,32.2
LE,T. Cavanagh,Danubio,Uruguai,Sul-americano,25.0,1668,2026-12-31,True,39.0,22.0,30.0,28.75,41.4
ZE,T. Gutiérrez,Nacional Asunción,Paraguai,Sul-americano,26.0,1996,2026-12-31,True,45.0,14.0,30.0,27.29,51.2
LD,F. Echeguren,Deportivo Recoleta,Paraguai,Sul-americano,22.0,1631,2027-12-31,False,34.0,27.0,30.0,29.13,35.2
LE,G. Paredes,San Telmo,Argentina B,Sul-americano,22.0,922,2026-12-31,True,30.0,,30.0,,46.2
CA,S. Sosa,UCV,Venezuela,Sul-americano,26.0,1116,2026-12-31,True,30.0,,30.0,,39.0
LE,Fabio Agurto,Juan Pablo II College,Peru,Sul-americano,21.0,1174,2026-12-31,True,26.0,34.0,30.0,28.67,40.0
ED,J. Canela,ADT,Peru,Sul-americano,28.0,1177,2027-12-31,False,48.0,12.0,30.0,28.08,63.6
LE,F. Sánchez,Defensores de Belgrano,Argentina B,Sul-americano,24.0,907,,True,30.0,,30.0,,40.4
LD,G. Cotugno,Racing,Uruguai,Sul-americano,31.0,1920,2026-12-31,True,54.0,7.0,30.0,27.38,65.6
ZE,G. Suso,Atlético Tucumán,Argentina A,Sul-americano,35.0,1544,2027-12-31,False,46.0,13.0,30.0,27.83,44.5
LE,L. Zazpe,Wanderers,Uruguai,Sul-americano,32.0,1233,2026-12-31,True,49.0,12.0,30.0,27.41,56.2
ED,Wellington Carvalho,Chaves,Portugal B,Exterior,33.0,961,2026-06-30,True,30.0,30.0,30.0,28.02,27.5
EE,J. Muñoz,Alianza,Colombia A,Sul-americano,24.0,1345,,True,37.0,23.0,30.0,28.7,46.9
ZD,E. Amor,San Lorenzo,Argentina A,Sul-americano,31.0,1720,2026-12-31,True,49.0,12.0,30.0,27.83,46.0
EE,S. Jaurena,San Martín San Juan,Argentina B,Sul-americano,27.0,1280,2026-12-31,True,30.0,,30.0,,61.8
GOL,F. Cristóforo,Sportivo San Lorenzo,Paraguai,Sul-americano,36.0,1434,2026-12-31,True,30.0,,30.0,,29.2
LD,Alex Silva,América-MG,Brasil B,Série B,32.0,1084,2027-11-30,False,38.0,23.0,30.0,28.15,42.4
MED,Sabino,UD Oliveirense,Portugal B,Exterior,27.0,2167,2026-06-30,True,34.0,26.0,30.0,27.12,29.8
LE,M. Llontop,Sport Boys,Peru,Sul-americano,24.0,1612,2026-12-31,True,31.0,29.0,30.0,27.62,50.5
CA,Lithierry,Ajman,Emirados,Exterior,24.0,1550,,True,39.0,22.0,30.0,28.61,42.9
LE,O. Núñez,ADT,Peru,Sul-americano,26.0,1728,2026-12-31,True,18.0,42.0,30.0,29.6,31.6
LE,N. Masskooni,Guabirá,Bolivia,Sul-americano,22.0,974,,True,30.0,,30.0,,40.5
ZE,Francisco Sorondo,Defensor Sporting,Uruguai,Sul-americano,17.0,1087,,True,30.0,,30.0,,34.1
MED,H. Loboa Diaz,Medellín,Colombia A,Sul-americano,20.0,1129,2029-06-30,False,25.0,36.0,30.0,27.74,23.6
ZE,C. Enciso,CD Moquegua,Peru,Sul-americano,35.0,1866,2026-12-31,True,41.0,19.0,30.0,28.05,45.0
EE,M. Abaldo,Independiente,Argentina A,Sul-americano,22.0,1693,2029-12-31,False,24.0,35.0,30.0,28.96,43.4
LD,P. Melgar Valverde,Guabirá,Bolivia,Sul-americano,19.0,913,,True,30.0,,30.0,,29.1
ED,Thauan Lara,Portimonense,Portugal B,Exterior,22.0,1202,2027-06-30,True,35.0,25.0,30.0,29.39,34.4
ZE,B. Rovira,Tolima,Colombia A,Sul-americano,29.0,1250,2026-12-31,True,34.0,26.0,30.0,27.73,44.3
CA,Allyson,Gualaceo,Equador B,Sul-americano,30.0,1111,2026-12-31,True,30.0,,30.0,,49.3
ZE,J. Ontaneda,Aucas,Equador A,Sul-americano,30.0,1655,2029-12-31,False,34.0,27.0,30.0,28.55,46.0
ZD,R. Suárez,Alianza Atlético,Peru,Sul-americano,25.0,1392,,True,50.0,10.0,30.0,27.35,57.5
GOL,S. Razzeto,Técnico Universitario,Equador A,Sul-americano,25.0,1749,2026-12-31,True,30.0,,30.0,,32.3
ZD,W. Juárez,Club Atlético Güemes,Argentina B,Sul-americano,27.0,1242,,True,30.0,,30.0,,24.8
MEI,Lourenço,Goiás,Brasil B,Série B,29.0,1435,2026-11-30,True,22.0,36.0,29.0,29.28,16.6
ZE,S. Laquidaín,Liverpool,Uruguai,Sul-americano,25.0,1685,2026-12-31,True,43.0,15.0,29.0,28.02,49.2
LD,J. Cataño,Atlético,Colombia B,Sul-americano,20.0,1062,,True,29.0,,29.0,,38.2
ZD,Diego Leão,Ponte Preta,Brasil B,Série B,21.0,913,2027-12-31,False,29.0,,29.0,,37.9
LD,L. Morales,Belgrano,Argentina A,Sul-americano,35.0,2051,2027-12-31,False,46.0,12.0,29.0,29.19,38.8
LE,I. Ramirez Mendoza,Metropolitanos,Venezuela,Sul-americano,25.0,1938,2026-12-31,True,29.0,,29.0,,47.9
LE,D. Gutiérrez,Unión La Calera,Chile,Sul-americano,23.0,1709,2026-12-31,True,22.0,36.0,29.0,28.69,31.2
CA,D. Coronel,Libertad,Equador A,Sul-americano,23.0,997,2026-12-31,True,24.0,34.0,29.0,29.13,26.9
LD,H. Acosta,Estudiantes de Mérida,Venezuela,Sul-americano,26.0,1562,2026-12-31,True,29.0,,29.0,,39.2
LE,Á. Martínez,Sportivo Luqueño,Paraguai,Sul-americano,24.0,1015,2026-12-31,True,29.0,,29.0,,49.4
ZE,Kauê Alves,Mafra,Portugal C,Exterior,20.0,2834,2026-06-30,True,29.0,,29.0,,34.9
ED,D. Fernández,Guaraní,Paraguai,Sul-americano,23.0,1768,2026-12-31,True,46.0,12.0,29.0,27.88,41.2
CA,Lincoln,Spartak Subotica,Servia,Exterior,25.0,1093,2027-12-31,False,22.0,36.0,29.0,28.8,24.5
LD,A. Piloso,El Nacional,Equador B,Sul-americano,20.0,1096,2026-12-31,True,29.0,,29.0,,40.9
CA,M. Méndez,Tigre,Argentina A,Sul-americano,27.0,1552,2027-12-31,False,41.0,17.0,29.0,27.38,41.7
CA,L. Contín,Gimnasia y Tiro,Argentina B,Sul-americano,30.0,1247,2026-12-31,True,29.0,,29.0,,31.9
CA,D. Acosta,2 de Mayo,Paraguai,Sul-americano,23.0,954,2028-12-31,False,48.0,10.0,29.0,27.42,43.1
ZD,J. Barreto,Atlético-GO,Brasil B,Série B,28.0,1870,2026-12-31,True,44.0,13.0,28.0,27.95,49.0
ZE,Kayque Campos,Khorfakkan,Emirados,Exterior,23.0,1954,,True,27.0,29.0,28.0,27.69,54.6
ZE,Lucas Possignolo,Zhejiang Professional,China,Exterior,32.0,1082,,True,39.0,17.0,28.0,28.68,48.9
ZE,S. Noreña,Envigado,Colombia B,Sul-americano,28.0,1583,2026-12-31,True,28.0,,28.0,,24.5
LE,L. Lusnig,Deportivo Táchira,Venezuela,Sul-americano,27.0,950,2026-12-31,True,28.0,,28.0,,43.2
ZD,J. Cardona,Once Caldas,Colombia A,Sul-americano,27.0,1974,2026-12-31,True,35.0,21.0,28.0,28.15,47.6
MED,C. Montaña,Portuguesa,Venezuela,Sul-americano,27.0,925,2026-12-31,True,28.0,,28.0,,29.5
LE,D. Zúñiga,Palestino,Chile,Sul-americano,30.0,1307,2028-12-31,False,36.0,20.0,28.0,28.53,52.4
LD,J. Antonini,Estudiantes Río Cuarto,Argentina A,Sul-americano,27.0,960,2026-12-31,True,37.0,20.0,28.0,28.13,29.9
LD,N. Hernández,Deportivo La Guaira,Venezuela,Sul-americano,34.0,1054,2026-12-31,True,28.0,,28.0,,51.7
MED,J. Morocho,Delfin,Equador A,Sul-americano,24.0,1010,2026-12-31,True,28.0,28.0,28.0,27.25,24.3
ED,D. Ovando,Atletico FC,Equador B,Sul-americano,24.0,1050,2026-12-31,True,28.0,,28.0,,25.0
LD,A. Romero,Albion,Uruguai,Sul-americano,28.0,1063,2026-12-31,True,41.0,15.0,28.0,28.28,42.6
EE,Iago Teles,Londrina,Brasil B,Série B,26.0,1103,2027-06-30,True,47.0,10.0,28.0,28.65,74.7
ZE,Ramon Menezes,Goiás,Brasil B,Série B,31.0,1484,2026-12-31,True,54.0,3.0,28.0,27.23,54.3
EE,J. Palacios,América de Cali,Colombia A,Sul-americano,21.0,1350,2028-12-31,False,32.0,23.0,28.0,28.25,43.4
ZE,A. Angulo,Tolima,Colombia A,Sul-americano,30.0,1148,,True,18.0,39.0,28.0,28.94,40.7
LE,J. Ramos,Deportivo Maldonado,Uruguai,Sul-americano,29.0,1273,2026-12-31,True,41.0,14.0,28.0,28.07,48.1
MED,J. Gobetto,Deportivo Maipú,Argentina B,Sul-americano,30.0,1900,,True,28.0,,28.0,,25.1
MEI,Luiz Fernando,Fortaleza,Brasil B,Série B,29.0,1803,2027-12-31,False,38.0,17.0,28.0,28.35,43.9
ED,Rómulo Otero,Criciúma,Brasil B,Série B,33.0,1477,2026-12-31,True,45.0,10.0,28.0,27.91,47.2
CA,L. Sandoval,Tolima,Colombia A,Sul-americano,27.0,1542,2027-12-31,False,39.0,17.0,28.0,28.14,39.8
ZE,M. Piedra,Deportivo Cuenca,Equador A,Sul-americano,26.0,1195,2026-12-31,True,20.0,37.0,28.0,28.44,36.6
CA,I. Sánchez,San Antonio,Equador B,Sul-americano,20.0,945,2027-12-31,False,28.0,,28.0,,46.7
MED,R. Colpa,Jaguares de Córdoba,Colombia A,Sul-americano,31.0,1618,,True,32.0,23.0,28.0,28.09,32.0
ZD,D. Quintero,Manta,Equador A,Sul-americano,26.0,1205,2026-12-31,True,43.0,14.0,28.0,28.26,49.7
CA,A. Velasco,Anzoátegui FC,Venezuela,Sul-americano,27.0,1166,2026-12-31,True,28.0,,28.0,,37.8
EE,E. Mejía,Universidad Católica,Equador A,Sul-americano,26.0,1738,,True,26.0,29.0,28.0,29.26,42.7
GOL,Gustavo,América-MG,Brasil B,Série B,33.0,2107,,True,28.0,,28.0,,28.8
LD,E. Cannavo,Racing Club,Argentina A,Sul-americano,24.0,1696,2026-12-31,True,28.0,28.0,28.0,30.34,27.3
LD,P. Velasco,Orense,Equador A,Sul-americano,33.0,2137,2026-12-31,True,55.0,2.0,28.0,27.47,57.3
MED,G. Mancuso,Central Norte,Argentina B,Sul-americano,28.0,1177,2026-12-31,True,28.0,,28.0,,28.6
ED,A. Dávila,CD Moquegua,Peru,Sul-americano,24.0,1321,,True,19.0,38.0,28.0,29.34,27.8
LD,N. Sansotre,Deportivo Riestra,Argentina A,Sul-americano,32.0,1705,2026-12-31,True,50.0,5.0,28.0,27.25,46.5
CA,C. Tarragona,Unión Santa Fe,Argentina A,Sul-americano,35.0,2163,2026-12-31,True,46.0,10.0,28.0,27.84,47.1
CA,Renato Ibarra,Mushuc Runa,Equador A,Sul-americano,35.0,1429,2026-12-31,True,30.0,26.0,28.0,28.36,33.6
LE,B. Caicedo,Orense,Equador A,Sul-americano,34.0,2388,2026-12-31,True,33.0,23.0,28.0,29.38,45.2
LD,D. Rodríguez,Atlético Grau,Peru,Sul-americano,24.0,1099,2026-12-31,True,43.0,14.0,28.0,27.93,56.5
ZE,Mansur,Atromitos,Grecia,Exterior,33.0,2397,2026-06-30,True,47.0,10.0,28.0,28.18,54.2
LE,J. Quejada Mena,Envigado,Colombia B,Sul-americano,19.0,991,,True,28.0,,28.0,,42.4
LE,R. Alborno,Rubio Ñú,Paraguai,Sul-americano,32.0,982,2026-12-31,True,51.0,6.0,28.0,27.77,70.0
ZD,L. Acevedo,Atlético Grau,Peru,Sul-americano,34.0,1839,2026-12-31,True,37.0,17.0,27.0,27.48,50.0
MED,P. Lima,Academia Puerto Cabello,Venezuela,Sul-americano,35.0,1106,2026-12-31,True,27.0,,27.0,,36.4
MED,Fernando Martínez,Rubio Ñú,Paraguai,Sul-americano,32.0,1820,,True,34.0,20.0,27.0,27.22,22.7
EE,F. Lencioni,Gimnasia Mendoza,Argentina A,Sul-americano,25.0,1935,2028-12-31,False,44.0,10.0,27.0,28.68,54.6
GOL,F. Zambrano,Manta,Equador A,Sul-americano,29.0,1625,2026-12-31,True,27.0,,27.0,,26.4
LE,R. Lagos,Cusco,Peru,Sul-americano,30.0,1695,2026-12-31,True,22.0,32.0,27.0,29.15,28.4
MED,David,Cuiabá,Brasil B,Série B,19.0,1616,2028-12-31,False,27.0,,27.0,,23.5
LE,D. Luque,Atletico FC,Equador B,Sul-americano,20.0,1096,2026-12-31,True,27.0,,27.0,,42.0
LD,D. Ortiz,Cuenca Juniors,Equador B,Sul-americano,21.0,1172,2026-12-31,True,27.0,,27.0,,40.9
ZE,Lucas Gazal,Fortaleza,Brasil B,Série B,27.0,2331,2028-12-31,False,47.0,7.0,27.0,27.98,59.5
EE,L. Estupiñán,Técnico Universitario,Equador A,Sul-americano,27.0,1658,2026-12-31,True,32.0,22.0,27.0,29.03,40.7
CA,J. Torres,Tolima,Colombia A,Sul-americano,22.0,1393,2029-06-30,False,46.0,8.0,27.0,27.77,45.2
ED,E. Purita,All Boys,Argentina B,Sul-americano,29.0,1464,2026-12-31,True,27.0,,27.0,,22.0
ZD,Michel Rocha,A'Ali,Bahrain,Exterior,27.0,1852,,True,27.0,,27.0,,41.0
LE,R. Ayala,San Martín Tucumán,Argentina B,Sul-americano,32.0,1680,2027-12-31,False,27.0,,27.0,,32.4
CA,J. Hernández,Envigado,Colombia B,Sul-americano,33.0,1010,2027-12-31,False,27.0,,27.0,,30.3
LD,E. Herrera,San Lorenzo,Argentina A,Sul-americano,23.0,1750,2027-12-31,False,42.0,12.0,27.0,28.54,35.6
CA,S. Sala,Club Atlético Güemes,Argentina B,Sul-americano,24.0,2124,2027-12-31,False,27.0,,27.0,,27.2
CA,M. Batallini,San Telmo,Argentina B,Sul-americano,34.0,1160,2026-12-31,True,27.0,,27.0,,30.8
GOL,R. Rodríguez,Macará,Equador A,Sul-americano,30.0,2119,2026-12-31,True,27.0,,27.0,,30.2
LE,M. Benítez,Club Atlético Güemes,Argentina B,Sul-americano,35.0,1794,2026-12-31,True,27.0,,27.0,,29.1
LD,A. Medina,Manta,Equador A,Sul-americano,26.0,1671,2026-12-31,True,44.0,10.0,27.0,28.1,49.5
MED,Y. Calleros,Deportivo Madryn,Argentina B,Sul-americano,28.0,1135,2027-12-31,False,27.0,,27.0,,20.9
ZE,G. Bezerra Menezes,Dibba Al Fujairah,Emirados,Exterior,23.0,1004,,True,12.0,42.0,27.0,28.51,24.6
GOL,I. Barrios,UTC Cajamarca,Peru,Sul-americano,33.0,1012,2026-12-31,True,27.0,,27.0,,25.6
EE,N. Luján,Sport Huancayo,Peru,Sul-americano,30.0,1527,2027-12-31,False,52.0,2.0,27.0,27.8,60.8
EE,M. Sanabria,Chacarita Juniors,Argentina B,Sul-americano,24.0,1493,2026-12-31,True,27.0,,27.0,,59.7
LD,R. Barrios,Barracas Central,Argentina A,Sul-americano,33.0,979,2026-12-31,True,29.0,25.0,27.0,27.2,29.9
EE,Victor Andrade,Náutico,Brasil B,Série B,30.0,1054,2026-11-30,True,45.0,9.0,27.0,28.24,57.9
VOL,R. Ibarra,Deportivo La Guaira,Venezuela,Sul-americano,26.0,916,2027-12-31,False,27.0,,27.0,,33.0
CA,A. Constantin Pop,Dinamo Bucureşti,Romenia,Exterior,26.0,1483,2027-06-30,True,27.0,,27.0,,22.5
ZD,R. Giampaoli,Gimnasia La Plata,Argentina A,Sul-americano,26.0,1558,2026-12-31,True,38.0,15.0,26.0,28.12,41.4
MED,Tokinho,Lusitania FC Lourosa,Portugal B,Exterior,29.0,2338,2026-06-30,True,29.0,22.0,26.0,27.06,29.7
MED,G. Gil Romero,Godoy Cruz,Argentina B,Sul-americano,33.0,1628,2026-12-31,True,26.0,,26.0,,22.3
LE,J. Lazarte Laura,Universitario de Vinto,Bolivia,Sul-americano,18.0,1036,,True,26.0,,26.0,,34.5
ZE,D. Oyarzún,Everton,Chile,Sul-americano,33.0,1709,2026-12-31,True,32.0,19.0,26.0,28.19,37.0
ZD,A. Carabalí,Patriotas Boyacá,Colombia B,Sul-americano,22.0,1077,,True,26.0,,26.0,,30.0
ZE,Augusto,São Bernardo,Brasil B,Série B,29.0,1912,2026-11-30,True,45.0,6.0,26.0,27.97,55.2
EE,L. Castillo,Colegiales,Argentina B,Sul-americano,24.0,1357,2028-12-31,False,26.0,,26.0,,40.9
MED,J. Berdecio,Oriente Petrolero,Bolivia,Sul-americano,24.0,1113,,True,26.0,,26.0,,19.1
CA,G. Berterame,Deportivo Morón,Argentina B,Sul-americano,30.0,1298,2026-12-31,True,26.0,,26.0,,23.6
CA,D. Daguerre,Cerro Largo,Uruguai,Sul-americano,21.0,965,,True,26.0,26.0,26.0,27.28,25.0
LD,A. Perleche,CD Moquegua,Peru,Sul-americano,31.0,1721,2026-12-31,True,19.0,34.0,26.0,29.1,24.8
LD,Maicol León,Huachipato,Chile,Sul-americano,23.0,1109,2026-12-31,True,38.0,15.0,26.0,27.6,32.6
LE,Kaio Henrique,Porto II,Portugal B,Exterior,20.0,2475,2029-06-30,False,16.0,37.0,26.0,28.41,17.3
EE,P. Delvalle,2 de Mayo,Paraguai,Sul-americano,32.0,1356,,True,25.0,26.0,26.0,29.46,45.9
ZE,Facundo Mansilla,Central Córdoba SdE,Argentina A,Sul-americano,27.0,1564,2026-12-31,True,50.0,3.0,26.0,27.39,45.1
LE,A. Kinsler,Rayo Zuliano,Venezuela,Sul-americano,21.0,1157,2026-12-31,True,26.0,,26.0,,38.6
VOL,A. Moreno,Anzoátegui FC,Venezuela,Sul-americano,29.0,928,2026-12-31,True,26.0,,26.0,,39.6
CA,Y. Guzmán,América de Cali,Colombia A,Sul-americano,28.0,2055,2028-12-31,False,34.0,18.0,26.0,27.82,32.3
LD,A. Espínola,2 de Mayo,Paraguai,Sul-americano,35.0,1063,2026-12-31,True,46.0,6.0,26.0,28.16,45.5
ZE,C. Gamarra,Cusco,Peru,Sul-americano,26.0,1024,2027-12-31,False,20.0,33.0,26.0,28.12,25.2
MED,André Lima,Ponte Preta,Brasil B,Série B,26.0,1691,2026-11-30,True,22.0,31.0,26.0,27.38,26.5
LE,A. Soto,Rosario Central,Argentina A,Sul-americano,32.0,1123,2026-12-31,True,37.0,16.0,26.0,27.79,36.3
LE,S. Mendoza,Sportivo Trinidense,Paraguai,Sul-americano,32.0,1685,2026-12-31,True,28.0,23.0,26.0,28.45,38.3
LE,J. Perlaza,Barcelona,Equador A,Sul-americano,28.0,1238,2028-12-31,False,38.0,15.0,26.0,28.73,48.3
CA,L. Díaz,Atlético Tucumán,Argentina A,Sul-americano,34.0,1403,2026-12-31,True,49.0,3.0,26.0,27.09,49.7
ZD,J. Randazzo,Deportivo Riestra,Argentina A,Sul-americano,31.0,1021,2026-12-31,True,40.0,11.0,26.0,27.29,30.9
EE,C. Airala,Albion,Uruguai,Sul-americano,23.0,1905,2026-12-31,True,38.0,13.0,26.0,27.87,64.2
LE,P. Grance,Los Andes,Argentina B,Sul-americano,26.0,1787,2026-12-31,True,25.0,,25.0,,25.6
CA,M. Balda,Cumbayá,Equador B,Sul-americano,34.0,1346,,True,25.0,,25.0,,31.8
LE,I. Torres,Sportivo San Lorenzo,Paraguai,Sul-americano,35.0,1829,2026-12-31,True,40.0,10.0,25.0,27.75,61.1
LE,E. Silcan,Almagro,Argentina B,Sul-americano,26.0,1637,2026-12-31,True,25.0,,25.0,,29.8
CA,G. Mastriani,América-MG,Brasil B,Série B,33.0,1408,2026-12-31,True,33.0,17.0,25.0,28.05,34.1
CA,J. Herrera,Sarmiento,Argentina A,Sul-americano,34.0,1371,2027-12-31,False,32.0,18.0,25.0,27.89,36.9
ZD,F. Bechtholdt,Cobresal,Chile,Sul-americano,33.0,1393,2026-12-31,True,25.0,25.0,25.0,28.4,35.0
GOL,D. Enriquez,Sporting Cristal,Peru,Sul-americano,24.0,2199,2027-12-31,False,25.0,,25.0,,25.6
MED,K. Sánchez,Los Chankas,Peru,Sul-americano,27.0,1409,2026-12-31,True,32.0,18.0,25.0,27.17,30.7
ED,Melk,Ceará,Brasil B,Série B,20.0,1761,2028-12-31,False,35.0,15.0,25.0,28.47,42.6
ZD,Kauan Ferreira,Paços de Ferreira,Portugal B,Exterior,23.0,1323,2026-06-30,True,25.0,25.0,25.0,27.44,31.2
ZE,Sebastián Zaracho,Guaraní,Paraguai,Sul-americano,27.0,1891,2027-06-30,True,47.0,3.0,25.0,27.59,61.6
CA,S. Apa,All Boys,Argentina B,Sul-americano,26.0,1627,2026-12-31,True,25.0,,25.0,,29.8
