ano,clube,sid,nome,minutos,titularidades,nota_media,touches,keyPass,bigChanceCreated,bigChanceMissed,goals,goalAssist,expectedGoals,expectedAssists,totalProgression,progressiveBallCarriesCount,ballRecovery,interceptionWon,duelWon,duelLost,aerialWon,aerialLost,topSpeed,kilometersCovered,numberOfSprints,metersCoveredHighSpeedRunningKm,rating_sd,jogos,keyPass_p90,bigChanceCreated_p90,bigChanceMissed_p90,goals_p90,goalAssist_p90,expectedGoals_p90,expectedAssists_p90,totalProgression_p90,progressiveBallCarriesCount_p90,ballRecovery_p90,interceptionWon_p90,kilometersCovered_p90,numberOfSprints_p90,metersCoveredHighSpeedRunningKm_p90,duelos_pct,aereos_pct,chave
2024,Operário-PR,307894,Cássio Gabriel,271.0,3,6.817,173.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2.0,10.0,14.0,1.0,3.0,,0.0,0.0,0.0,0.252,9,4.649,0.0,0.332,0.0,0.0,0.0,0.0,0.0,0.0,4.317,0.664,0.0,0.0,0.0,0.417,0.25,cassio gabriel
2024,Operário-PR,329027,Marcelo Cirino,195.0,3,6.767,57.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,5.0,2.0,2.0,1.0,,0.0,0.0,0.0,,3,0.462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.846,1.385,0.0,0.0,0.0,0.714,0.667,marcelo cirino
2024,Operário-PR,330323,Pacheco,315.0,3,6.85,219.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,8.0,9.0,3.0,4.0,31.85,2.89,3.0,0.13,0.153,6,1.143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.714,0.286,0.826,0.857,0.037,0.471,0.429,pacheco
2024,Operário-PR,343683,Rodrigo Lindoso,1044.0,11,6.842,825.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,13.0,38.0,31.0,10.0,10.0,34.22,45.63,31.0,1.64,0.263,21,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.172,1.121,3.934,2.672,0.141,0.551,0.5,rodrigo lindoso
2024,Operário-PR,351502,Thales Oleques,1386.0,16,6.871,993.0,15.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,34.0,16.0,47.0,34.0,21.0,11.0,34.12,85.62,106.0,3.58,0.311,23,0.974,0.065,0.0,0.0,0.13,0.0,0.0,0.0,0.0,2.208,1.039,5.56,6.883,0.232,0.58,0.656,thales oleques
2024,Operário-PR,358540,Gabriel Boschilia,1171.0,15,7.018,832.0,24.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,58.0,3.0,66.0,81.0,9.0,17.0,33.9,67.05,45.0,3.05,0.552,17,1.845,0.077,0.0,0.307,0.0,0.0,0.0,0.0,0.0,4.458,0.231,5.153,3.459,0.234,0.449,0.346,gabriel boschilia
2024,Operário-PR,387766,Ronaldo Henrique Silva,995.0,11,6.75,318.0,12.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,18.0,2.0,46.0,59.0,18.0,36.0,31.94,43.34,56.0,2.04,0.478,24,1.085,0.09,0.271,0.09,0.09,0.0,0.0,0.0,0.0,1.628,0.181,3.92,5.065,0.185,0.438,0.333,ronaldo henrique silva
2024,Operário-PR,551314,Alemão,1073.0,11,6.907,839.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,6.0,57.0,36.0,40.0,16.0,32.99,40.02,41.0,1.28,0.38,22,0.084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.103,0.503,3.357,3.439,0.107,0.613,0.714,alemao
2024,Operário-PR,552188,Pará,1878.0,21,6.973,1456.0,28.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,87.0,25.0,100.0,96.0,20.0,30.0,34.63,108.73,159.0,4.85,0.508,32,1.342,0.0,0.0,0.048,0.096,0.0,0.0,0.0,0.0,4.169,1.198,5.211,7.62,0.232,0.51,0.4,para
2024,Operário-PR,840279,Rafael Oller,22.0,0,6.7,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,5.0,0.0,1.0,30.85,2.8,7.0,0.2,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.091,4.091,11.455,28.636,0.818,0.286,0.0,rafael oller
2024,Operário-PR,847089,Felipe Augusto,1246.0,14,6.829,521.0,36.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,36.0,4.0,36.0,76.0,7.0,28.0,33.34,83.97,124.0,3.89,0.467,27,2.6,0.072,0.144,0.144,0.072,0.0,0.0,0.0,0.0,2.6,0.289,6.065,8.957,0.281,0.321,0.2,felipe augusto
2024,Operário-PR,880134,Maxwell,1752.0,20,7.096,975.0,27.0,3.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,89.0,6.0,125.0,129.0,14.0,24.0,33.43,50.54,65.0,2.47,0.531,30,1.387,0.154,0.0,0.36,0.0,0.0,0.0,0.0,0.0,4.572,0.308,2.596,3.339,0.127,0.492,0.368,maxwell
2024,Operário-PR,880204,Jacy Maranhão,1763.0,20,6.793,993.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,28.0,164.0,106.0,89.0,24.0,33.5,119.01,148.0,5.17,0.294,34,0.255,0.0,0.051,0.0,0.0,0.0,0.0,0.0,0.0,3.216,1.429,6.075,7.555,0.264,0.607,0.788,jacy maranhao
2024,Operário-PR,914476,Savio,790.0,9,6.725,505.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,30.0,9.0,24.0,16.0,7.0,7.0,31.6,26.23,28.0,1.26,0.311,22,0.456,0.0,0.0,0.0,0.114,0.0,0.0,0.0,0.0,3.418,1.025,2.988,3.19,0.144,0.6,0.5,savio
2024,Operário-PR,923057,Ronald,1510.0,16,6.833,575.0,28.0,4.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,45.0,5.0,98.0,101.0,11.0,34.0,32.25,50.94,65.0,2.15,0.391,32,1.669,0.238,0.119,0.179,0.119,0.0,0.0,0.0,0.0,2.682,0.298,3.036,3.874,0.128,0.492,0.244,ronald
2024,Operário-PR,925871,Willian Machado,3134.0,35,7.143,2665.0,13.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,114.0,30.0,169.0,64.0,102.0,34.0,34.15,119.01,121.0,4.18,0.441,35,0.373,0.029,0.029,0.057,0.029,0.0,0.0,0.0,0.0,3.274,0.862,3.418,3.475,0.12,0.725,0.75,willian machado
2024,Operário-PR,934638,Nathan Fogaça,398.0,3,6.885,175.0,9.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,12.0,4.0,19.0,24.0,3.0,10.0,32.77,33.52,63.0,1.81,,13,2.035,0.226,0.678,0.905,0.0,0.0,0.0,0.0,0.0,2.714,0.905,7.58,14.246,0.409,0.442,0.231,nathan fogaca
2024,Operário-PR,954327,Rodrigo Rodrigues,2012.0,24,6.957,1067.0,36.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,74.0,12.0,100.0,155.0,7.0,36.0,34.95,145.95,157.0,6.05,0.405,28,1.61,0.089,0.045,0.089,0.089,0.0,0.0,0.0,0.0,3.31,0.537,6.529,7.023,0.271,0.392,0.163,rodrigo rodrigues
2024,Operário-PR,981442,Joseph,1775.0,19,6.919,1143.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,12.0,63.0,65.0,23.0,19.0,34.02,69.69,73.0,2.69,0.416,36,0.304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.904,0.608,3.534,3.701,0.136,0.492,0.548,joseph
2024,Operário-PR,981621,Índio,1385.0,18,6.817,931.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,20.0,57.0,48.0,23.0,14.0,35.3,101.59,116.0,4.42,0.29,35,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.289,1.3,6.602,7.538,0.287,0.543,0.622,indio
2024,Operário-PR,984887,Gabriel Mesquita,541.0,6,7.0,208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,1.0,0.0,1.0,0.0,23.95,9.66,0.0,0.05,0.329,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.651,0.0,1.607,0.0,0.008,1.0,1.0,gabriel mesquita
2024,Operário-PR,986884,Lucas Hipólito,801.0,9,6.745,575.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,8.0,50.0,45.0,21.0,8.0,33.77,17.26,16.0,0.47,0.442,26,0.225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.034,0.899,1.939,1.798,0.053,0.526,0.724,lucas hipolito
2024,Operário-PR,987088,Allan,862.0,11,6.982,553.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,16.0,64.0,24.0,24.0,13.0,34.21,51.97,69.0,1.79,0.508,17,0.313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.55,1.671,5.426,7.204,0.187,0.727,0.649,allan
2024,Operário-PR,989386,Marco Antônio,256.0,2,6.655,141.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,9.0,5.0,3.0,1.0,32.61,18.57,16.0,0.68,,23,1.758,0.0,0.0,0.352,0.0,0.0,0.0,0.0,0.0,3.164,0.703,6.529,5.625,0.239,0.643,0.75,marco antonio
2024,Operário-PR,989404,Guilherme Azevedo,79.0,0,6.633,36.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,7.0,9.0,0.0,2.0,29.11,2.55,2.0,0.04,,9,2.278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.696,0.0,2.905,2.278,0.046,0.438,0.0,guilherme azevedo
2024,Operário-PR,989407,Vinicius Mingotti,509.0,8,6.85,159.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,27.0,21.0,10.0,7.0,33.96,33.79,68.0,1.5,0.277,11,0.707,0.0,0.0,0.354,0.0,0.0,0.0,0.0,0.0,0.884,0.0,5.975,12.024,0.265,0.562,0.588,vinicius mingotti
2024,Operário-PR,1003060,Santiago Ocampos,716.0,9,6.845,480.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.0,4.0,25.0,23.0,6.0,8.0,33.66,33.19,50.0,1.46,0.339,21,0.88,0.0,0.0,0.0,0.126,0.0,0.0,0.0,0.0,2.514,0.503,4.172,6.285,0.184,0.521,0.429,santiago ocampos
2024,Operário-PR,1048286,Erik Bessa,191.0,1,6.66,150.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,9.0,9.0,1.0,1.0,32.22,12.19,26.0,0.76,,13,0.471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.241,1.414,5.744,12.251,0.358,0.5,0.5,erik bessa
2024,Operário-PR,1104816,Pedro Lucas,862.0,9,6.778,534.0,13.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,38.0,2.0,35.0,50.0,1.0,12.0,34.85,64.08,91.0,3.04,0.359,23,1.357,0.209,0.0,0.0,0.209,0.0,0.0,0.0,0.0,3.968,0.209,6.69,9.501,0.317,0.412,0.077,pedro lucas
2024,Operário-PR,1105976,Guilherme Pira,299.0,2,6.8,175.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,4.0,28.0,32.0,3.0,8.0,31.13,12.35,20.0,0.67,0.778,11,1.806,0.0,0.0,0.0,0.301,0.0,0.0,0.0,0.0,4.214,1.204,3.717,6.02,0.202,0.467,0.273,guilherme pira
2024,Operário-PR,1109543,Guilherme Borech,154.0,1,6.5,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,6.0,11.0,3.0,2.0,33.22,11.76,16.0,0.45,,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.675,1.753,6.873,9.351,0.263,0.353,0.6,guilherme borech
2024,Operário-PR,1148453,Filipe Claudino,278.0,2,6.722,148.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,4.0,14.0,17.0,1.0,4.0,33.17,33.91,75.0,2.16,,21,2.59,0.0,0.0,0.0,0.324,0.0,0.0,0.0,0.0,3.237,1.295,10.978,24.281,0.699,0.452,0.2,filipe claudino
2024,Operário-PR,1148584,Neto Paraíba,742.0,7,6.744,502.0,13.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,25.0,7.0,45.0,44.0,5.0,3.0,33.1,33.11,23.0,1.37,0.469,31,1.577,0.121,0.121,0.0,0.243,0.0,0.0,0.0,0.0,3.032,0.849,4.016,2.79,0.166,0.506,0.625,neto paraiba
2024,Operário-PR,1175667,Daniel Alves,1446.0,13,6.777,420.0,13.0,2.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,22.0,3.0,75.0,108.0,23.0,59.0,33.31,72.84,107.0,3.33,0.226,34,0.809,0.124,0.124,0.187,0.062,0.0,0.0,0.0,0.0,1.369,0.187,4.534,6.66,0.207,0.41,0.28,daniel alves
2024,Operário-PR,1400848,Arthur Neves,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,1,,,,,,,,,,,,,,,,,arthur neves
2024,Operário-PR,1462653,Igor Ribeiro,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,6,,,,,,,,,,,,,,,,,igor ribeiro
2024,Operário-PR,1463925,Gabriel Feliciano,706.0,8,6.855,557.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,16.0,35.0,33.0,7.0,4.0,33.56,30.5,46.0,1.46,0.11,15,1.402,0.0,0.127,0.0,0.0,0.0,0.0,0.0,0.0,4.844,2.04,3.888,5.864,0.186,0.515,0.636,gabriel feliciano
2024,Operário-PR,1463976,Dudu Scheit,217.0,4,6.625,101.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,11.0,23.0,2.0,6.0,,0.0,0.0,0.0,0.141,6,2.074,0.0,0.0,0.0,0.415,0.0,0.0,0.0,0.0,1.244,0.415,0.0,0.0,0.0,0.324,0.25,dudu scheit
2024,Operário-PR,1589318,Ryan Carvalho,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,1,,,,,,,,,,,,,,,,,ryan carvalho
2024,Operário-PR,1631398,Matheus Galdino Silva,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,1,,,,,,,,,,,,,,,,,matheus galdino silva
2024,Operário-PR,1631401,João Gabriel Rodrigues Botão,23.0,0,6.4,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,33.41,2.65,9.0,0.26,,1,3.913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.913,0.0,10.37,35.217,1.017,0.0,,joao gabriel rodrigues botao
2024,Operário-PR,1652832,Vinicius Diniz,1791.0,21,6.87,1088.0,13.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,79.0,27.0,116.0,112.0,34.0,13.0,35.91,110.12,128.0,4.5,0.364,35,0.653,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0,3.97,1.357,5.534,6.432,0.226,0.509,0.723,vinicius diniz
2024,Operário-PR,1802226,Eduardo Franzon Mosconi,13.0,0,6.8,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.67,1.89,5.0,0.13,,2,6.923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.085,34.615,0.9,1.0,,eduardo franzon mosconi
2024,Operário-PR,1937606,Guilherme Lopes,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,8,,,,,,,,,,,,,,,,,guilherme lopes
2024,Operário-PR,2002808,Zé Pagliarini,3.0,0,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,30.33,0.77,1.0,0.07,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.1,30.0,2.1,0.0,,ze pagliarini
2024,Operário-PR,2002811,Kayo,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,1,,,,,,,,,,,,,,,,,kayo
2024,Ponte Preta,156028,Elvis,2298.0,28,7.166,1411.0,80.0,2.0,2.0,3.0,6.0,0.0,0.0,0.0,0.0,78.0,1.0,57.0,72.0,8.0,15.0,35.73,140.2,92.0,4.24,0.509,35,3.133,0.078,0.078,0.117,0.235,0.0,0.0,0.0,0.0,3.055,0.039,5.491,3.603,0.166,0.442,0.348,elvis
2024,Ponte Preta,220359,Zé Mário,173.0,2,5.725,125.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,10.0,15.0,3.0,4.0,34.03,9.04,19.0,0.43,,14,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.561,1.04,4.703,9.884,0.224,0.4,0.429,ze mario
2024,Ponte Preta,243111,Renato,582.0,5,6.818,208.0,8.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,12.0,3.0,30.0,38.0,12.0,20.0,33.68,47.45,81.0,2.64,0.082,25,1.237,0.0,0.155,0.464,0.0,0.0,0.0,0.0,0.0,1.856,0.464,7.338,12.526,0.408,0.441,0.375,renato
2024,Ponte Preta,244087,Emerson Santos,2116.0,27,6.766,1192.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,30.0,112.0,95.0,37.0,24.0,33.67,104.86,117.0,4.16,0.303,34,0.468,0.0,0.043,0.0,0.0,0.0,0.0,0.0,0.0,4.466,1.276,4.46,4.976,0.177,0.541,0.607,emerson santos
2024,Ponte Preta,254475,Nilson Junior,727.0,7,6.7,409.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,7.0,36.0,16.0,14.0,7.0,34.88,50.82,59.0,1.93,0.342,22,0.124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.228,0.867,6.291,7.304,0.239,0.692,0.667,nilson junior
2024,Ponte Preta,329085,Joilson,1264.0,14,6.727,724.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,28.0,15.0,45.0,49.0,20.0,21.0,33.8,95.93,113.0,3.87,0.377,29,0.142,0.0,0.071,0.071,0.0,0.0,0.0,0.0,0.0,1.994,1.068,6.83,8.046,0.276,0.479,0.488,joilson
2024,Ponte Preta,841878,Iago Dias,1631.0,18,6.597,559.0,13.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,48.0,8.0,54.0,114.0,18.0,39.0,35.34,119.57,215.0,6.06,0.224,36,0.717,0.055,0.11,0.11,0.11,0.0,0.0,0.0,0.0,2.649,0.441,6.598,11.864,0.334,0.321,0.316,iago dias
2024,Ponte Preta,844015,Emerson Santos,1498.0,16,6.62,804.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,45.0,19.0,52.0,80.0,8.0,13.0,31.94,62.9,57.0,2.22,0.275,30,0.36,0.0,0.0,0.06,0.06,0.0,0.0,0.0,0.0,2.704,1.142,3.779,3.425,0.133,0.394,0.381,emerson santos
2024,Ponte Preta,869620,Gabriel Risso Patrón,2012.0,24,6.773,1465.0,22.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,85.0,45.0,49.0,51.0,5.0,17.0,34.87,113.92,189.0,5.07,0.475,31,0.984,0.0,0.0,0.0,0.045,0.0,0.0,0.0,0.0,3.802,2.013,5.096,8.454,0.227,0.49,0.227,gabriel risso patron
2024,Ponte Preta,870270,Dudu Vieira,974.0,10,6.771,518.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,56.0,15.0,30.0,39.0,5.0,11.0,35.2,35.63,63.0,1.77,0.27,17,0.647,0.0,0.0,0.0,0.092,0.0,0.0,0.0,0.0,5.175,1.386,3.292,5.821,0.164,0.435,0.312,dudu vieira
2024,Ponte Preta,870300,Mateus Silva,1732.0,20,6.762,1078.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,59.0,24.0,62.0,50.0,24.0,8.0,32.45,130.38,140.0,4.84,0.371,25,0.26,0.0,0.0,0.052,0.052,0.0,0.0,0.0,0.0,3.066,1.247,6.775,7.275,0.252,0.554,0.75,mateus silva
2024,Ponte Preta,876304,Luis Haquín,540.0,6,6.729,329.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,7.0,17.0,17.0,7.0,5.0,28.23,4.32,2.0,0.13,0.241,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,1.167,0.72,0.333,0.022,0.5,0.583,luis haquin
2024,Ponte Preta,882854,Gabriel Novaes,1994.0,24,7.042,830.0,26.0,3.0,3.0,6.0,3.0,0.0,0.0,0.0,0.0,59.0,6.0,118.0,150.0,32.0,46.0,35.42,137.94,221.0,6.55,0.573,26,1.174,0.135,0.135,0.271,0.135,0.0,0.0,0.0,0.0,2.663,0.271,6.226,9.975,0.296,0.44,0.41,gabriel novaes
2024,Ponte Preta,931580,Luan,450.0,5,7.08,173.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.554,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,0.0,0.0,0.0,0.0,0.5,1.0,luan
2024,Ponte Preta,958169,Ramon,1018.0,12,6.745,601.0,9.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,43.0,7.0,52.0,40.0,10.0,8.0,35.51,68.41,91.0,3.17,0.29,31,0.796,0.088,0.0,0.088,0.088,0.0,0.0,0.0,0.0,3.802,0.619,6.048,8.045,0.28,0.565,0.556,ramon
2024,Ponte Preta,975363,William,90.0,1,6.2,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,,0.0,0.0,0.0,,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,william
2024,Ponte Preta,975553,Sergio Raphael,1861.0,22,6.778,1189.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,79.0,30.0,82.0,62.0,41.0,22.0,35.69,115.13,142.0,4.58,0.423,32,0.145,0.0,0.0,0.048,0.0,0.0,0.0,0.0,0.0,3.821,1.451,5.568,6.867,0.221,0.569,0.651,sergio raphael
2024,Ponte Preta,981623,Jean Carlos,89.0,0,6.6,76.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,8.0,7.0,1.0,2.0,30.52,1.97,2.0,0.11,,7,0.0,0.0,1.011,0.0,0.0,0.0,0.0,0.0,0.0,6.067,1.011,1.992,2.022,0.111,0.533,0.333,jean carlos
2024,Ponte Preta,1018871,Dodô,1800.0,19,6.894,920.0,24.0,3.0,4.0,6.0,1.0,0.0,0.0,0.0,0.0,72.0,13.0,106.0,99.0,7.0,32.0,34.4,152.74,290.0,8.62,0.318,36,1.2,0.15,0.2,0.3,0.05,0.0,0.0,0.0,0.0,3.6,0.65,7.637,14.5,0.431,0.517,0.179,dodo
2024,Ponte Preta,1022300,Guilherme Portuga,66.0,0,6.567,51.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,7.0,10.0,1.0,1.0,32.87,9.14,13.0,0.46,,19,4.091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.818,0.0,12.464,17.727,0.627,0.412,0.5,guilherme portuga
2024,Ponte Preta,1067451,Matheus Régis,1494.0,16,6.847,675.0,17.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,55.0,8.0,83.0,96.0,7.0,22.0,34.29,99.54,178.0,5.71,0.618,33,1.024,0.0,0.0,0.12,0.06,0.0,0.0,0.0,0.0,3.313,0.482,5.996,10.723,0.344,0.464,0.241,matheus regis
2024,Ponte Preta,1093892,Everton,943.0,8,6.678,453.0,13.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,53.0,2.0,45.0,57.0,3.0,9.0,34.45,91.0,153.0,4.96,0.305,23,1.241,0.095,0.0,0.0,0.095,0.0,0.0,0.0,0.0,5.058,0.191,8.685,14.602,0.473,0.441,0.25,everton
2024,Ponte Preta,1101062,Thiago Lopes,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,2,,,,,,,,,,,,,,,,,thiago lopes
2024,Ponte Preta,1111235,Luiz Felipe,906.0,13,6.392,549.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,34.0,10.0,45.0,50.0,5.0,5.0,34.13,58.16,93.0,2.88,0.284,17,0.596,0.099,0.0,0.0,0.099,0.0,0.0,0.0,0.0,3.377,0.993,5.777,9.238,0.286,0.474,0.5,luiz felipe
2024,Ponte Preta,1117180,Thomas Luciano,101.0,1,6.733,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,4.0,0.0,1.0,27.58,1.09,2.0,0.06,,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.347,0.0,0.971,1.782,0.053,0.6,0.0,thomas luciano
2024,Ponte Preta,1145122,Igor Inocencio,2347.0,26,6.826,1624.0,26.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,81.0,25.0,120.0,124.0,43.0,38.0,33.42,174.96,275.0,8.99,0.514,35,0.997,0.077,0.0,0.077,0.077,0.0,0.0,0.0,0.0,3.106,0.959,6.709,10.545,0.345,0.492,0.531,igor inocencio
2024,Ponte Preta,1148373,Hudson,448.0,4,6.73,249.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.0,6.0,19.0,15.0,7.0,2.0,32.55,39.41,52.0,1.84,0.361,19,0.804,0.0,0.0,0.0,0.201,0.0,0.0,0.0,0.0,3.817,1.205,7.917,10.446,0.37,0.559,0.778,hudson
2024,Ponte Preta,1148431,Buchecha,119.0,1,6.45,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,10.0,0.0,1.0,,0.0,0.0,0.0,,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.782,1.513,0.0,0.0,0.0,0.091,0.0,buchecha
