id_jogador,jogador,temporada_tm,lesao,de,ate,dias,jogos_perdidos,dias_2022,dias_2023,dias_2024,dias_2025,dias_2026
225015,Carlos Akapo,21/22,Lesão desconhecida,2021-09-27,2021-10-17,21,1,0,0,0,0,0
225015,Carlos Akapo,20/21,Lesão no joelho,2021-01-17,2021-03-15,58,9,0,0,0,0,0
225015,Carlos Akapo,18/19,Lesão no joelho,2019-02-26,2019-12-03,281,36,0,0,0,0,0
225015,Carlos Akapo,18/19,Lesão no joelho,2019-02-13,2019-02-20,8,1,0,0,0,0,0
225015,Carlos Akapo,18/19,Lesão na coxa,2018-12-02,2018-12-22,21,3,0,0,0,0,0
225015,Carlos Akapo,17/18,Lesão meniscal,2017-12-07,2018-04-19,134,21,0,0,0,0,0
225015,Carlos Akapo,16/17,Problemas físicos,2016-10-10,2016-10-26,17,3,0,0,0,0,0
339760,Nilson Castrillón,22/23,Problemas na anca,2023-04-11,2023-05-07,27,5,0,27,0,0,0
339760,Nilson Castrillón,22/23,Probleme im Fußgewölbe,2023-03-18,2023-03-20,3,1,0,0,0,0,0
339760,Nilson Castrillón,22/23,Probleme im Fußgewölbe,2023-02-24,2023-02-26,3,1,0,0,0,0,0
339760,Nilson Castrillón,22/23,Doente,2023-01-29,2023-01-31,3,1,0,0,0,0,0
339760,Nilson Castrillón,22/23,Lesão no joelho,2022-09-15,2023-01-01,109,17,77,0,0,0,0
339760,Nilson Castrillón,21/22,Problemas na tibiotársica,2022-04-10,2022-04-24,15,4,15,0,0,0,0
339760,Nilson Castrillón,21/22,Problemas na tibiotársica,2022-02-21,2022-03-11,19,2,0,0,0,0,0
339760,Nilson Castrillón,21/22,Lesão desconhecida,2021-12-02,2021-12-22,21,6,0,0,0,0,0
339760,Nilson Castrillón,21/22,Calcanhar de Aquiles,2021-11-08,2021-12-01,24,3,0,0,0,0,0
339760,Nilson Castrillón,21/22,Probleme im Fußgewölbe,2021-11-07,2021-11-09,3,1,0,0,0,0,0
339760,Nilson Castrillón,21/22,Probleme im Fußgewölbe,2021-10-28,2021-10-31,4,1,0,0,0,0,0
339760,Nilson Castrillón,21/22,Lesão muscular,2021-09-19,2021-10-29,41,9,0,0,0,0,0
339760,Nilson Castrillón,21/22,Lesão desconhecida,2021-08-30,2021-09-14,16,2,0,0,0,0,0
339760,Nilson Castrillón,21/22,Lesão no pé,2021-07-31,2021-08-26,27,5,0,0,0,0,0
339760,Nilson Castrillón,20/21,Problemas na anca,2021-05-26,2021-05-31,6,1,0,0,0,0,0
135208,Riza Durmisi,25/26,Doente,2025-07-24,2025-08-06,14,2,0,0,0,14,0
135208,Riza Durmisi,23/24,Doente,2024-03-28,2024-04-03,7,1,0,0,3,0,0
135208,Riza Durmisi,22/23,Rotura do menisco lateral,2023-03-01,2023-05-31,92,13,0,61,0,0,0
135208,Riza Durmisi,20/21,Lesão desconhecida,2021-02-02,2021-02-12,11,2,0,0,0,0,0
135208,Riza Durmisi,19/20,Lesão na coxa,2019-07-13,2019-09-24,74,5,0,0,0,0,0
135208,Riza Durmisi,18/19,Problemas musculares,2019-04-26,2019-05-03,8,1,0,0,0,0,0
135208,Riza Durmisi,18/19,Problemas musculares na coxa,2019-02-16,2019-02-19,4,1,0,0,0,0,0
135208,Riza Durmisi,18/19,Problemas nas costas,2018-12-25,2019-01-07,14,2,0,0,0,0,0
135208,Riza Durmisi,18/19,Lesão no cotovelo,2018-10-04,2018-11-04,32,6,0,0,0,0,0
135208,Riza Durmisi,17/18,Lesão muscular,2017-10-17,2017-11-07,22,4,0,0,0,0,0
135208,Riza Durmisi,16/17,Lesão no joelho,2016-10-17,2016-11-23,38,4,0,0,0,0,0
177562,Diego Zabala,22/23,Lesão muscular,2023-06-10,2023-07-19,40,1,0,40,0,0,0
177562,Diego Zabala,11/12,Fratura da clavícula,2011-08-28,2011-10-30,64,7,0,0,0,0,0
311182,Kevin Ramírez,25/26,Problemas musculares,2026-04-19,2026-05-05,17,4,0,0,0,0,17
311182,Kevin Ramírez,16/17,Lesão no tornozelo,2017-05-25,2017-06-13,20,3,0,0,0,0,0
311182,Kevin Ramírez,16/17,Lesão no tornozelo,2017-03-20,2017-03-31,12,2,0,0,0,0,0
311182,Kevin Ramírez,16/17,Problemas gástricos,2016-10-20,2016-10-25,6,1,0,0,0,0,0
311182,Kevin Ramírez,16/17,Problemas gástricos,2016-09-27,2016-10-04,8,1,0,0,0,0,0
311182,Kevin Ramírez,15/16,Queixas adutores,2016-05-14,2016-06-01,19,4,0,0,0,0,0
311182,Kevin Ramírez,15/16,Queixas adutores,2016-03-18,2016-04-05,19,2,0,0,0,0,0
353211,Vágner Dias,24/25,Lesão desconhecida,2024-08-10,2024-10-16,68,8,0,0,68,0,0
353211,Vágner Dias,20/21,Lesão no tornozelo,2020-09-15,2020-10-19,35,7,0,0,0,0,0
353211,Vágner Dias,19/20,Lesão no tornozelo,2019-11-30,2020-03-31,123,15,0,0,0,0,0
534616,Nicolás Linares,25/26,Muskelkater,2026-03-22,2026-05-11,51,6,0,0,0,0,41
534616,Nicolás Linares,23/24,Problemas na tibiotársica,2023-10-30,2023-12-09,41,3,0,32,0,0,0
534616,Nicolás Linares,23/24,Problemas no Joelho,2023-07-24,2023-08-06,14,2,0,14,0,0,0
534616,Nicolás Linares,20/21,Coronavírus,2020-08-09,2020-08-23,15,0,0,0,0,0,0
421190,Santiago Viera,16/17,Doente,2017-02-23,2017-02-27,5,1,0,0,0,0,0
421190,Santiago Viera,16/17,Lesão meniscal,2016-08-15,2016-11-22,100,17,0,0,0,0,0
193135,Jackson,14/15,Lesão na coxa,2015-06-09,2015-06-30,22,3,0,0,0,0,0
375688,Léo Coelho,22/23,Problemas musculares,2023-04-13,2023-05-07,25,5,0,25,0,0,0
375688,Léo Coelho,22/23,Lesão muscular,2023-03-20,2023-03-27,8,1,0,0,0,0,0
375688,Léo Coelho,22/23,Síndrome gripal,2022-08-19,2022-08-23,5,1,5,0,0,0,0
375688,Léo Coelho,20/21,Lesão no joelho,2021-05-23,2021-07-27,66,7,0,0,0,0,0
150601,Héber,22/23,Lesão muscular,2023-03-09,2023-03-31,23,3,0,0,0,0,0
150601,Héber,20/21,Rotura dos ligamentos cruzados,2020-09-25,2021-09-13,354,35,0,0,0,0,0
150601,Héber,18/19,Lesão muscular,2019-06-28,2019-07-10,13,3,0,0,0,0,0
350766,Maguinho,24/25,Entorse do tornozelo,2024-09-15,2024-11-05,52,5,0,0,52,0,0
54155,Mariano,24/25,Lesão muscular,2024-07-06,2024-07-20,15,3,0,0,15,0,0
54155,Mariano,23/24,Problemas musculares na coxa,2024-06-10,2024-06-20,11,2,0,0,11,0,0
54155,Mariano,23/24,Lesão na panturrilha,2024-02-20,2024-03-29,39,4,0,0,0,0,0
54155,Mariano,22/23,Lesão na coxa,2022-10-02,2022-10-14,13,2,13,0,0,0,0
54155,Mariano,20/21,Lesão na coxa,2020-11-09,2020-12-01,23,4,0,0,0,0,0
54155,Mariano,18/19,Lesão desconhecida,2019-02-02,2019-02-11,10,2,0,0,0,0,0
54155,Mariano,18/19,Lesão desconhecida,2018-07-23,2018-08-09,18,1,0,0,0,0,0
54155,Mariano,17/18,Lesão desconhecida,2018-04-29,2018-05-10,12,1,0,0,0,0,0
54155,Mariano,17/18,Rotura muscular na coxa,2017-12-09,2017-12-27,19,4,0,0,0,0,0
54155,Mariano,16/17,Lesão no joelho,2017-04-28,2017-05-19,22,3,0,0,0,0,0
1095335,Jhonnatan Silva,25/26,Lesão desconhecida,2025-10-25,2025-12-10,47,12,0,0,0,37,0
742025,Guilherme Pato,24/25,Rotura dos ligamentos cruzados,2025-03-05,2025-10-11,221,33,0,0,0,194,0
340531,Ronaldo Tavares,26/27,Rotura dos ligamentos cruzados,2026-04-29,,136,22,0,0,0,0,1
555431,Jefferson Luis,23/24,Fissura da banda,2023-08-02,2024-01-01,153,4,0,121,0,0,0
512127,Fabrício Isidoro,20/21,Lesão desconhecida,2021-01-12,2021-02-18,38,6,0,0,0,0,0
512127,Fabrício Isidoro,19/20,Lesão desconhecida,2020-01-01,2020-02-24,55,5,0,0,0,0,0
512127,Fabrício Isidoro,18/19,Lesão desconhecida,2018-12-01,2018-12-25,25,4,0,0,0,0,0
512127,Fabrício Isidoro,18/19,Lesão desconhecida,2018-10-25,2018-11-12,19,3,0,0,0,0,0
257456,Chico Geraldes,24/25,Meniskuseinriss,2025-04-01,2025-06-30,91,6,0,0,0,91,0
257456,Chico Geraldes,18/19,Traumatismo,2018-12-11,2018-12-17,7,2,0,0,0,0,0
257456,Chico Geraldes,18/19,Recuperação ritmo competitivo,2018-11-09,2018-12-03,25,4,0,0,0,0,0
257456,Chico Geraldes,18/19,Lesão nas costas,2018-09-06,2018-11-09,65,12,0,0,0,0,0
257456,Chico Geraldes,16/17,lesão na perna,2017-03-12,2017-03-20,9,1,0,0,0,0,0
837534,Luiz Filipe,21/22,Lesão do ligamento cruzado,2022-04-28,2022-12-31,248,39,217,0,0,0,0
337670,Alessio Da Cruz,25/26,Lesão muscular,2026-03-09,2026-04-02,25,2,0,0,0,0,2
337670,Alessio Da Cruz,24/25,Operação ao pé,2024-07-01,2024-10-19,111,12,0,0,111,0,0
337670,Alessio Da Cruz,23/24,Lesão desconhecida,2024-02-21,2024-02-29,9,1,0,0,0,0,0
337670,Alessio Da Cruz,23/24,Operação ao tornozelo,2023-09-14,2023-11-19,67,12,0,67,0,0,0
337670,Alessio Da Cruz,22/23,Lesão muscular,2022-07-24,2022-08-11,19,2,19,0,0,0,0
337670,Alessio Da Cruz,21/22,Lesão muscular,2021-10-26,2021-12-01,37,6,0,0,0,0,0
337670,Alessio Da Cruz,20/21,Lesão desconhecida,2020-11-03,2021-01-07,66,7,0,0,0,0,0
337670,Alessio Da Cruz,19/20,Lesão desconhecida,2019-12-13,2019-12-15,3,1,0,0,0,0,0
337670,Alessio Da Cruz,18/19,Lesão nos adutores,2018-03-28,2018-05-15,49,10,0,0,0,0,0
525828,Ezequiel,24/25,Problemas no flexor direito da anca,2024-09-02,2025-04-12,223,19,0,0,90,12,0
525828,Ezequiel,23/24,Lesão na coxa,2024-04-01,2024-06-02,63,13,0,0,63,0,0
525828,Ezequiel,23/24,Queixas adutores,2023-08-07,2023-09-04,29,4,0,29,0,0,0
525828,Ezequiel,21/22,Lesão tornozelo,2022-03-24,2022-07-24,123,26,115,0,0,0,0
415845,Fernando Martínez,23/24,Problemas musculares,2023-11-07,2023-11-20,14,1,0,14,0,0,0
53922,Alan Kardec,23/24,Problemas musculares na coxa,2023-10-23,2023-11-08,17,4,0,17,0,0,0
53922,Alan Kardec,22/23,Hérnia discal,2022-10-30,2023-06-28,242,39,32,89,0,0,0
53922,Alan Kardec,22/23,Problema nos flexores do quadril,2022-08-27,2022-09-16,21,3,21,0,0,0,0
53922,Alan Kardec,21/22,Lesão muscular,2021-07-24,2021-08-07,15,5,0,0,0,0,0
53922,Alan Kardec,14/15,Operado ao joelho,2015-04-01,2015-10-01,184,40,0,0,0,0,0
53922,Alan Kardec,10/11,Problemas no tendão de Aquiles,2010-08-06,2010-09-18,44,6,0,0,0,0,0
743599,Emersonn,24/25,Lesão no tornozelo,2025-02-06,2025-03-04,27,4,0,0,0,0,0
580461,Kevin Viveros,24/25,Traumatismo no joelho,2025-04-15,2025-05-01,17,4,0,0,0,17,0
439108,Lucas Di Yorio,26/27,Fratura no tornozelo,2026-08-10,2026-11-30,113,5,0,0,0,0,113
439108,Lucas Di Yorio,25/26,Gripe,2026-01-17,2026-02-02,17,2,0,0,0,0,0
439108,Lucas Di Yorio,25/26,Operado ao joelho,2025-09-11,2025-09-21,11,2,0,0,0,11,0
439108,Lucas Di Yorio,25/26,Lesão meniscal,2025-07-26,2025-08-07,13,2,0,0,0,13,0
788861,Matheus Babi,24/25,Lesão muscular,2025-04-17,2025-05-17,31,4,0,0,0,31,0
788861,Matheus Babi,24/25,Lesão nos adutores,2025-01-19,2025-02-14,27,7,0,0,0,0,0
788861,Matheus Babi,21/22,Cirurgia Ligamento Cruzado,2021-07-27,2022-03-01,218,52,0,0,0,0,0
883623,Renan Peixoto,25/26,Problemas musculares,2026-01-18,2026-03-14,56,9,0,0,0,0,0
883623,Renan Peixoto,23/24,Problema nos flexores do quadril,2024-04-19,2024-05-24,36,6,0,0,36,0,0
883623,Renan Peixoto,22/23,Lesão na tíbia,2023-01-01,2024-03-08,433,41,0,244,0,0,0
883623,Renan Peixoto,22/23,Lesão na coxa,2022-10-29,2022-11-13,16,2,16,0,0,0,0
883623,Renan Peixoto,21/22,Doente,2022-04-29,2022-05-02,4,1,4,0,0,0,0
869007,Renan Viana,24/25,Rotura dos ligamentos cruzados,2024-10-08,2025-06-15,251,43,0,0,54,76,0
742034,Léo Linck,25/26,Amigdalite,2025-12-01,2026-01-20,51,4,0,0,0,0,0
742034,Léo Linck,25/26,Entorse do tornozelo,2025-08-10,2025-08-29,20,5,0,0,0,20,0
742034,Léo Linck,24/25,Lesão no ombro,2025-05-23,2025-06-14,23,3,0,0,0,23,0
742034,Léo Linck,24/25,Traumatismo craniano,2024-08-30,2024-09-10,12,1,0,0,12,0,0
743586,Mycael,25/26,lesão na perna,2026-05-25,2026-08-02,70,4,0,0,0,0,70
140811,Santos,24/25,Problemas musculares na coxa,2024-08-22,2025-02-01,164,21,0,0,101,0,0
140811,Santos,20/21,Coronavírus,2020-11-24,2020-12-10,17,3,0,0,0,0,0
476362,Dudu,23/24,Problemas no Joelho,2024-06-14,2024-06-25,12,3,0,0,12,0,0
476362,Dudu,23/24,Problemas físicos,2024-02-23,2024-03-12,19,2,0,0,0,0,0
476362,Dudu,22/23,Problemas musculares na coxa,2023-03-06,2023-03-25,20,5,0,0,0,0,0
696719,Gastón Benavídez,26/27,Problemas no Joelho,2026-07-21,2026-07-24,4,1,0,0,0,0,4
696719,Gastón Benavídez,25/26,Problemas musculares na coxa,2026-04-06,2026-04-22,17,2,0,0,0,0,17
696719,Gastón Benavídez,24/25,Entorse do tornozelo,2025-05-09,2025-05-24,16,1,0,0,0,16,0
696719,Gastón Benavídez,24/25,Distensão muscular,2025-03-11,2025-03-20,10,2,0,0,0,0,0
696719,Gastón Benavídez,22/23,Coronavírus,2022-02-09,2022-02-17,9,1,0,0,0,0,0
696719,Gastón Benavídez,22/23,Coronavírus,2021-03-20,2021-04-06,18,3,0,0,0,0,0
582982,Hayen Palacios,23/24,Lesão do ligamento cruzado,2022-08-09,2023-09-15,403,56,114,168,0,0,0
1388409,Kauã Moraes,25/26,Lesão na coxa,2026-02-06,2026-02-23,18,4,0,0,0,0,0
177845,Madson,24/25,Lesão no tornozelo,2024-10-27,2025-06-13,230,38,0,0,35,74,0
177845,Madson,22/23,Fratura da mão,2022-09-20,2022-10-08,19,3,19,0,0,0,0
829969,Lucas Esquivel,26/27,Traumatismo no pé,2026-07-29,2026-09-05,39,7,0,0,0,0,39
829969,Lucas Esquivel,25/26,Lesão na coxa,2026-05-18,2026-05-29,12,1,0,0,0,0,12
829969,Lucas Esquivel,23/24,Pubalgia,2024-02-13,2024-03-15,32,5,0,0,0,0,0
1052819,Léo Derik,26/27,Lesão na coxa,2026-08-14,,29,4,0,0,0,0,1
1052819,Léo Derik,25/26,Lesão no tornozelo,2026-05-19,2026-06-19,32,2,0,0,0,0,32
661270,Fabrizio Peralta,26/27,Lesão do ligamento cruzado,2026-07-02,,72,14,0,0,0,0,1
661270,Fabrizio Peralta,24/25,Recuperação ritmo competitivo,2024-07-19,2024-08-09,22,4,0,0,22,0,0
1007972,Élan Ricardo,25/26,Lesão no joelho,2026-02-07,2026-03-10,32,7,0,0,0,0,0
1007972,Élan Ricardo,24/25,Lesão desconhecida,2025-05-22,2025-06-02,12,2,0,0,0,12,0
1007972,Élan Ricardo,24/25,Rotura muscular na coxa,2025-04-01,2025-05-14,44,7,0,0,0,44,0
711600,Bruno Zapelli,26/27,Entorse do tornozelo,2026-07-21,2026-07-29,9,2,0,0,0,0,9
711600,Bruno Zapelli,24/25,Lesão no tornozelo,2024-09-20,2024-09-25,6,1,0,0,6,0,0
1094387,Chiqueti,25/26,Vírus,2026-03-23,2026-04-18,27,4,0,0,0,0,18
1084667,Isaac,25/26,Estiramento do ligamento colateral interno do joelho,2025-08-17,2026-03-31,227,36,0,0,0,106,0
1084667,Isaac,24/25,Entorse no joelho,2025-05-25,2025-07-26,63,9,0,0,0,63,0
1084667,Isaac,24/25,Lesão na coxa,2024-07-22,2024-08-09,19,5,0,0,19,0,0
1084667,Isaac,23/24,Lesão na coxa,2024-06-18,2024-07-20,33,7,0,0,33,0,0
131101,Stiven Mendoza,25/26,Problemas no Joelho,2026-04-20,2026-04-25,6,1,0,0,0,0,6
131101,Stiven Mendoza,22/23,Problemas musculares na coxa,2023-05-12,2023-05-16,5,1,0,5,0,0,0
131101,Stiven Mendoza,22/23,Problemas musculares,2022-10-24,2022-11-07,15,3,15,0,0,0,0
131101,Stiven Mendoza,16/17,Lesão muscular,2016-09-25,2016-10-10,16,1,0,0,0,0,0
131101,Stiven Mendoza,15/16,Ferimento na musculatura da barriga,2016-06-20,2016-07-27,38,6,0,0,0,0,0
131101,Stiven Mendoza,14/15,Rotura muscular na coxa,2014-11-20,2015-02-04,77,7,0,0,0,0,0
503052,Tomás Cuello,26/27,Lesão na coxa,2026-07-25,2026-07-31,7,1,0,0,0,0,7
503052,Tomás Cuello,25/26,Lesão na panturrilha,2026-04-27,2026-05-09,13,3,0,0,0,0,13
503052,Tomás Cuello,25/26,Rotura de ligamentos do tornozelo,2025-09-18,2025-12-06,80,20,0,0,0,74,0
503052,Tomás Cuello,25/26,Lesão na coxa,2025-07-13,2025-07-23,11,2,0,0,0,11,0
503052,Tomás Cuello,24/25,Lesão na coxa,2025-05-22,2025-07-11,51,4,0,0,0,51,0
503052,Tomás Cuello,23/24,Lesão no joelho,2024-06-23,2024-07-10,18,4,0,0,18,0,0
503052,Tomás Cuello,19/20,Dor de dentes,2019-09-18,2019-10-18,31,3,0,0,0,0,0
479587,Raul,23/24,Entorse do tornozelo,2024-04-25,2024-05-30,36,8,0,0,36,0,0
479587,Raul,22/23,Lesão dos ligamentos laterais do joelho,2023-01-30,2023-09-30,244,43,0,183,0,0,0
649184,Carlos Terán,26/27,Lesão muscular,2026-08-05,2026-08-23,19,3,0,0,0,0,19
649184,Carlos Terán,25/26,Lesão na coxa,2026-05-11,2026-05-29,19,3,0,0,0,0,19
649184,Carlos Terán,25/26,Lesão no tornozelo,2026-04-02,2026-04-18,17,2,0,0,0,0,17
649184,Carlos Terán,25/26,Lesão tornozelo,2026-03-17,2026-03-28,12,2,0,0,0,0,0
649184,Carlos Terán,24/25,Lesão na coxa,2025-04-21,2025-07-25,96,17,0,0,0,96,0
649184,Carlos Terán,24/25,lesão na perna,2025-03-01,2025-03-20,20,3,0,0,0,0,0
649184,Carlos Terán,24/25,lesão na perna,2024-09-16,2024-10-02,17,3,0,0,17,0,0
649184,Carlos Terán,24/25,lesão na perna,2024-07-01,2024-08-15,46,7,0,0,46,0,0
649184,Carlos Terán,23/24,Operado ao joelho,2024-01-29,2024-03-08,40,2,0,0,0,0,0
649184,Carlos Terán,22/23,Lesão na coxa,2023-05-14,2023-06-23,41,9,0,41,0,0,0
649184,Carlos Terán,22/23,Problemas físicos,2023-05-01,2023-05-11,11,2,0,11,0,0,0
649184,Carlos Terán,21/22,Lesão na coxa,2022-02-21,2022-03-31,39,4,0,0,0,0,0
649184,Carlos Terán,21/22,Problemas musculares na coxa,2021-08-23,2021-08-27,5,0,0,0,0,0,0
649184,Carlos Terán,21/22,lesão na perna,2021-06-25,2021-08-03,40,7,0,0,0,0,0
649184,Carlos Terán,20/21,Lesão na coxa,2021-04-30,2021-05-20,21,3,0,0,0,0,0
570521,Juan Felipe Aguirre,24/25,Lesão muscular,2024-10-13,2024-10-23,11,2,0,0,11,0,0
570521,Juan Felipe Aguirre,20/21,Lesão muscular,2021-06-01,2021-06-21,21,3,0,0,0,0,0
403296,Léo,22/23,Problemas musculares na coxa,2022-07-17,2022-07-25,9,2,9,0,0,0,0
403296,Léo,20/21,Coronavírus,2021-03-09,2021-03-22,14,1,0,0,0,0,0
661245,Mateo Gamarra,24/25,Traumatismo no joelho,2024-09-20,2024-09-25,6,1,0,0,6,0,0
661245,Mateo Gamarra,23/24,Lesão na panturrilha,2024-05-06,2024-05-11,6,1,0,0,6,0,0
122077,Tobias Figueiredo,23/24,Lesão na virilha,2024-06-30,2024-07-11,12,2,0,0,12,0,0
122077,Tobias Figueiredo,23/24,Lesão muscular,2024-04-06,2024-05-22,47,4,0,0,47,0,0
122077,Tobias Figueiredo,19/20,Recuperação ritmo competitivo,2020-01-18,2020-01-23,6,2,0,0,0,0,0
122077,Tobias Figueiredo,19/20,Recuperação ritmo competitivo,2019-08-30,2019-09-01,3,1,0,0,0,0,0
122077,Tobias Figueiredo,18/19,Recuperação ritmo competitivo,2019-01-04,2019-01-06,3,1,0,0,0,0,0
122077,Tobias Figueiredo,18/19,Rotura dos ligamentos cruzados,2018-12-25,2019-04-28,125,23,0,0,0,0,0
122077,Tobias Figueiredo,18/19,Recuperação ritmo competitivo,2018-10-29,2018-10-31,3,1,0,0,0,0,0
122077,Tobias Figueiredo,18/19,Recuperação ritmo competitivo,2018-10-19,2018-10-21,3,1,0,0,0,0,0
122077,Tobias Figueiredo,18/19,Recuperação ritmo competitivo,2018-09-14,2018-10-04,21,5,0,0,0,0,0
972864,Lelê,23/24,Lesão do ligamento cruzado,2024-04-11,2025-01-28,293,55,0,0,234,0,0
598974,Anderson,26/27,Lesão desconhecida,2026-07-16,2026-08-01,17,3,0,0,0,0,17
598974,Anderson,25/26,Lesão na panturrilha,2026-02-11,2026-03-27,45,10,0,0,0,0,0
520491,Ruan,24/25,Lesão na virilha,2024-10-04,2025-01-01,90,2,0,0,58,0,0
520491,Ruan,24/25,Problemas na anca,2024-09-05,2024-09-11,7,1,0,0,7,0,0
520491,Ruan,22/23,Lesão na coxa,2023-05-10,2023-06-14,36,6,0,36,0,0,0
520491,Ruan,22/23,Lesão na panturrilha,2023-04-24,2023-05-03,10,1,0,10,0,0,0
520491,Ruan,18/19,Lesão na coxa,2019-02-01,2019-03-06,34,1,0,0,0,0,0
740376,Valdir,22/23,lesão na perna,2023-02-01,2023-02-15,15,2,0,0,0,0,0
514674,Conrado,23/24,Rotura dos ligamentos cruzados,2023-10-02,2024-06-30,273,24,0,60,91,0,0
514674,Conrado,22/23,Lesão desconhecida,2023-02-19,2023-03-20,30,4,0,0,0,0,0
321612,Ezequiel Ham,24/25,Lesão muscular,2025-03-25,2025-03-30,6,1,0,0,0,0,0
321612,Ezequiel Ham,21/22,Lesão muscular,2021-09-22,2022-07-11,293,25,102,0,0,0,0
321612,Ezequiel Ham,15/16,Fratura da tíbia e do perónio,2015-09-19,2016-11-01,410,32,0,0,0,0,0
1051322,Robert Santos,25/26,Rotura dos ligamentos cruzados,2026-02-02,,222,43,0,0,0,0,0
1051322,Robert Santos,23/24,Recuperação ritmo competitivo,2024-03-29,2024-06-10,74,15,0,0,71,0,0
1022058,Luciano Cosentino,25/26,Lesão nos adutores,2026-02-26,2026-06-01,96,15,0,0,0,0,62
1022058,Luciano Cosentino,24/25,Problemas com o tendão rotuliano,2025-02-07,2025-05-07,90,14,0,0,0,37,0
868491,Alejo Cruz,26/27,Fratura do tornozelo,2026-05-17,2026-08-16,92,10,0,0,0,0,92
868491,Alejo Cruz,25/26,Rotura num tendão,2025-08-12,2025-09-15,35,9,0,0,0,35,0
868491,Alejo Cruz,22/23,Muskelbündelriss,2023-06-13,2023-07-04,22,4,0,22,0,0,0
411433,Federico Martínez,26/27,Problemas musculares,2026-08-07,2026-08-12,6,1,0,0,0,0,6
411433,Federico Martínez,22/23,Lesão muscular,2023-02-25,2023-03-17,21,3,0,0,0,0,0
411433,Federico Martínez,22/23,Muskelbündelriss,2023-01-10,2023-01-28,19,0,0,0,0,0,0
1003436,Lucas Ramires,23/24,Lesão desconhecida,2023-09-01,2023-11-01,62,6,0,62,0,0,0
164015,Pedro Henrique,24/25,Lesão na coxa,2024-08-19,2024-09-13,26,2,0,0,26,0,0
164015,Pedro Henrique,23/24,Problemas físicos,2024-06-23,2024-07-23,31,7,0,0,31,0,0
164015,Pedro Henrique,23/24,Lesão na coxa,2024-02-14,2024-03-01,17,4,0,0,0,0,0
164015,Pedro Henrique,21/22,Lesão do ligamento cruzado,2022-09-05,2023-07-01,300,23,87,92,0,0,0
164015,Pedro Henrique,19/20,Lesão desconhecida,2020-06-01,2020-07-02,32,5,0,0,0,0,0
164015,Pedro Henrique,18/19,Lesão muscular,2018-08-01,2018-08-13,13,2,0,0,0,0,0
164015,Pedro Henrique,17/18,Lesão desconhecida,2018-02-19,2018-03-14,24,3,0,0,0,0,0
164015,Pedro Henrique,17/18,Problemas musculares,2017-12-12,2018-01-09,29,5,0,0,0,0,0
164015,Pedro Henrique,17/18,Problemas físicos,2017-09-28,2017-11-12,46,9,0,0,0,0,0
225335,Wallace,21/22,Lesão desconhecida,2022-01-14,2022-01-26,13,1,0,0,0,0,0
225335,Wallace,21/22,Lesão desconhecida,2021-12-26,2022-01-11,17,2,0,0,0,0,0
225335,Wallace,21/22,Ruptura muscular na coxa,2021-11-05,2021-11-26,22,2,0,0,0,0,0
225335,Wallace,21/22,Quarentena,2021-07-10,2021-07-24,15,0,0,0,0,0,0
225335,Wallace,20/21,Ruptura muscular na coxa,2021-04-21,2021-04-26,6,2,0,0,0,0,0
225335,Wallace,20/21,Lesão desconhecida,2020-12-05,2020-12-13,9,2,0,0,0,0,0
225335,Wallace,19/20,Lesão muscular,2020-02-21,2020-07-12,143,11,0,0,0,0,0
225335,Wallace,19/20,Lesão muscular,2019-09-14,2019-10-21,38,6,0,0,0,0,0
225335,Wallace,18/19,Lesão na coxa,2019-01-31,2019-03-17,46,8,0,0,0,0,0
225335,Wallace,18/19,Problemas no Joelho,2019-01-12,2019-01-15,4,1,0,0,0,0,0
225335,Wallace,17/18,Lesão na tíbia,2018-03-28,2018-04-02,6,1,0,0,0,0,0
225335,Wallace,17/18,Lesão na tíbia,2018-02-05,2018-02-08,4,1,0,0,0,0,0
225335,Wallace,17/18,Problemas musculares na coxa,2017-11-29,2017-12-06,8,1,0,0,0,0,0
225335,Wallace,17/18,Ruptura muscular do músculo do perônio,2017-09-11,2017-11-24,75,14,0,0,0,0,0
530032,Quaresma,24/25,Lesão desconhecida,2024-08-20,2024-11-01,74,8,0,0,74,0,0
530032,Quaresma,23/24,Operado ao joelho,2023-08-28,2024-03-04,190,26,0,95,0,0,0
530032,Quaresma,21/22,Lesão desconhecida,2021-09-19,2021-10-03,15,2,0,0,0,0,0
276925,Robert Burbano,16/17,Lesão desconhecida,2017-05-12,2017-06-22,42,8,0,0,0,0,0
276925,Robert Burbano,16/17,Lesão muscular,2017-01-01,2017-03-15,74,7,0,0,0,0,0
276925,Robert Burbano,14/15,Acidente de viação,2015-04-10,2015-05-22,43,10,0,0,0,0,0
276925,Robert Burbano,14/15,Fibra muscular rasgado,2014-10-12,2014-11-20,40,11,0,0,0,0,0
362790,Luiz Fernando,18/19,Lesão no joelho,2018-08-01,2018-08-20,20,3,0,0,0,0,0
362790,Luiz Fernando,17/18,Lesão desconhecida,2018-03-01,2018-03-21,21,3,0,0,0,0,0
546253,Dadá Belmonte,22/23,Pubalgia,2023-04-05,2023-07-01,88,20,0,88,0,0,0
646432,Higor Meritão,23/24,Entorse do tornozelo,2024-02-19,2024-03-08,19,3,0,0,0,0,0
646432,Higor Meritão,22/23,Lesão muscular,2022-09-08,2022-09-23,16,2,16,0,0,0,0
