ano,Equipa,treinador,jogos,pontos,ppj,primeiro,ultimo,xg,xg_sof,dist_rem,dist_rem_sof,ppda,posse,ppj_esperado,posto_valor,pos_final_clube,pos_ao_assumir,pos_ao_sair,rendimento,temporada_inteira,ppj_vs_liga
2022,Ponte Preta,Hélio dos Anjos,38,49,1.2894736842105263,1,38,1.0802631578947368,1.1076315789473685,20.63921052631579,19.87815789473684,6.543947368421052,53.92289473684211,1.4515004965870464,5.0,12.0,,11.0,-0.16202681237652006,True,-0.08052631578947378
2024,CRB,Hélio dos Anjos,11,17,1.5454545454545454,28,38,0.9654545454545453,1.1736363636363636,20.362727272727273,21.05181818181818,7.782727272727272,51.18272727272727,1.3450846766391535,11.0,16.0,18.0,14.0,0.20036986881539187,False,0.1754545454545453
2024,Paysandu,Hélio dos Anjos,25,27,1.08,1,25,1.0272,1.1956,20.1604,19.3072,6.8392,56.378,1.3479521472768123,10.0,12.0,,15.0,-0.26795214727681227,False,-0.29000000000000004
2026,Náutico,Hélio dos Anjos,27,37,1.3703703703703705,1,27,1.7,1.3588888888888888,18.839259259259258,18.904814814814817,6.913333333333333,58.529629629629625,0.9714064031429039,20.0,11.0,,8.0,0.3989639672274665,False,0.00037037037037035425
2019,Cuiabá,Itamar Schulle,26,33,1.2692307692307692,1,26,1.2126923076923077,1.195,20.29423076923077,19.07,7.887307692307692,49.40615384615384,,,,,11.0,,False,-0.10076923076923094
2023,Atlético-GO,Jair Ventura,19,37,1.9473684210526316,20,38,1.4236842105263159,1.2694736842105263,18.526315789473685,20.515263157894736,8.547368421052632,54.71947368421053,1.4986209188703423,2.0,4.0,11.0,3.0,0.4487475021822893,False,0.5773684210526315
2025,Avaí,Jair Ventura,27,37,1.3703703703703705,1,27,1.2677777777777777,1.1444444444444444,19.607777777777777,22.014444444444443,10.366296296296296,47.415925925925926,1.3357923071029427,15.0,8.0,,10.0,0.03457806326742774,False,0.00037037037037035425
2021,Brasil de Pelotas,Jerson Testoni,12,7,0.5833333333333334,27,38,0.895,1.8883333333333334,22.853333333333335,19.336666666666666,11.409166666666666,47.333333333333336,,,,20.0,20.0,,False,-0.7866666666666667
2021,Brusque,Jerson Testoni,23,27,1.173913043478261,1,23,1.1121739130434782,1.2721739130434782,20.46260869565217,20.00521739130435,9.546086956521739,50.75869565217391,,,,,14.0,,False,-0.19608695652173913
2019,Coritiba,Jorginho,15,32,2.1333333333333333,24,38,1.214,1.0453333333333332,19.449333333333335,21.874666666666666,9.806000000000001,46.024,,,,7.0,3.0,,False,0.7633333333333332
2019,Ponte Preta,Jorginho,18,27,1.5,1,18,1.2305555555555554,1.01,20.931666666666665,22.037222222222223,9.161666666666667,53.79777777777778,,,,,5.0,,False,0.1299999999999999
2022,Vasco,Jorginho,10,17,1.7,29,38,1.145,1.4209999999999998,19.061,19.678,10.462,50.259,1.5612626272893104,2.0,4.0,4.0,3.0,0.13873737271068953,False,0.32999999999999985
2024,Coritiba,Jorginho,19,30,1.5789473684210527,18,36,1.2147368421052633,1.2136842105263157,20.876315789473683,19.97947368421053,11.627894736842105,51.08210526315789,1.568960374189456,2.0,13.0,15.0,10.0,0.009986994231596658,False,0.20894736842105255
2020,Figueirense,Jorginho Cantinflas,10,16,1.6,22,31,1.185,1.168,21.114,20.461000000000002,7.726000000000001,47.626999999999995,,,,18.0,16.0,,False,0.22999999999999998
2018,Paysandu,João Brigatti,14,17,1.2142857142857142,25,38,1.2964285714285713,0.79,19.271428571428572,21.474285714285713,8.669285714285715,49.847142857142856,,,,16.0,17.0,,False,-0.15571428571428592
2020,Ponte Preta,João Brigatti,13,21,1.6153846153846154,1,13,1.4200000000000002,1.1961538461538461,19.86076923076923,19.98,7.813846153846153,52.831538461538464,,,,,5.0,,False,0.2453846153846153
2023,Tombense,João Burse,12,11,0.9166666666666666,13,24,1.3525,1.5958333333333332,19.770833333333332,18.449166666666667,12.080833333333333,49.123333333333335,1.1671812846176195,19.0,18.0,18.0,18.0,-0.25051461795095287,False,-0.4533333333333335
2018,Juventude,Julinho Camargo,23,27,1.173913043478261,1,23,0.9582608695652174,1.0443478260869565,20.054782608695653,21.821739130434782,8.955217391304348,45.88565217391304,,,,,12.0,,False,-0.19608695652173913
2018,CRB,Júnior Rocha,12,12,1.0,2,13,1.1933333333333334,1.0075,21.925833333333333,22.3625,8.700000000000001,53.8225,,,,12.0,18.0,,False,-0.3700000000000001
2020,América-MG,Lisca,31,60,1.935483870967742,1,31,1.461290322580645,0.9267741935483871,19.46225806451613,21.608064516129033,10.182903225806452,49.03193548387097,,,,,2.0,,False,0.5654838709677419
2021,Vasco,Lisca,10,13,1.3,14,23,1.2029999999999998,1.3210000000000002,19.516,21.068,7.728,57.283,,,,,10.0,,False,-0.07000000000000006
2024,América-MG,Lisca,14,20,1.4285714285714286,24,37,1.465,1.3264285714285715,18.80785714285714,20.06642857142857,13.197857142857144,52.22071428571429,1.4854345116902712,5.0,7.0,6.0,7.0,-0.05686308311884258,False,0.0585714285714285
2022,Brusque,Luan Carlos,20,21,1.05,8,27,1.0310000000000001,0.9295,21.7585,21.7805,9.818000000000001,51.614,1.045525591917353,19.0,18.0,14.0,16.0,0.004474408082647097,False,-0.32000000000000006
2018,Juventude,Luiz Carlos Winck,15,8,0.5333333333333333,24,38,1.0593333333333335,1.3946666666666665,20.189333333333334,20.389333333333333,9.164666666666667,51.169333333333334,,,,12.0,19.0,,False,-0.8366666666666668
2020,Cruzeiro,Luiz Felipe Scolari,16,28,1.75,17,32,0.9881249999999999,0.9700000000000001,22.375625,19.7525,11.1875,49.319375,,,,13.0,6.0,,False,0.3799999999999999
2021,Confiança,Luizinho Lopes,17,24,1.411764705882353,22,38,1.0223529411764705,1.0905882352941176,20.968235294117648,20.485882352941175,11.007058823529412,44.82235294117647,,,,20.0,19.0,,False,0.041764705882352926
2024,Vila Nova,Luizinho Lopes,26,40,1.5384615384615385,7,32,1.1819230769230769,1.2330769230769232,19.9,19.632692307692306,9.138461538461538,49.33346153846154,1.3123778271541697,13.0,9.0,7.0,6.0,0.22608371130736882,False,0.16846153846153844
2024,Brusque,Luizinho Vieira,19,19,1.0,7,25,1.186842105263158,1.2815789473684212,20.78,19.97421052631579,9.512105263157894,48.775263157894734,1.1872002121561005,20.0,19.0,16.0,19.0,-0.1872002121561005,False,-0.3700000000000001
2020,Sampaio Corrêa,Léo Condé,31,45,1.4516129032258065,1,31,1.2987096774193547,1.2680645161290323,20.745806451612903,20.581290322580646,10.397096774193548,48.792258064516126,,,,,9.0,,False,0.08161290322580639
2022,Sampaio Corrêa,Léo Condé,38,58,1.5263157894736843,1,38,1.2107894736842104,1.3473684210526315,21.655,20.080789473684213,11.337105263157895,43.99921052631579,1.0529302750472498,18.0,5.0,,5.0,0.4733855144264345,True,0.15631578947368419
2023,Vitória,Léo Condé,38,72,1.894736842105263,1,38,1.39,1.1126315789473684,20.029473684210526,20.434473684210527,10.01842105263158,52.015263157894736,1.3517274203389018,9.0,1.0,,1.0,0.5430094217663612,True,0.524736842105263
2024,Ceará,Léo Condé,25,45,1.8,14,38,1.3944,0.8564,19.168799999999997,20.898400000000002,10.1336,49.2896,1.5007557437491474,4.0,4.0,8.0,4.0,0.2992442562508526,False,0.42999999999999994
2018,CSA,Marcelo Cabo,38,62,1.631578947368421,1,38,1.0999999999999999,1.3171052631578946,23.19736842105263,21.34894736842105,9.659210526315789,47.021842105263154,,,,,2.0,,True,0.2615789473684209
2019,CRB,Marcelo Cabo,10,16,1.6,29,38,1.152,1.4010000000000002,21.503,22.544,12.200999999999999,45.769,,,,8.0,7.0,,False,0.22999999999999998
2019,Vila Nova,Marcelo Cabo,17,19,1.1176470588235294,10,26,0.9747058823529412,0.908235294117647,23.31529411764706,20.599999999999998,9.58470588235294,47.33235294117647,,,,15.0,16.0,,False,-0.25235294117647067
2020,CRB,Marcelo Cabo,20,26,1.3,1,20,1.113,1.2825,19.363,21.196,10.5795,50.167,,,,,11.0,,False,-0.07000000000000006
2021,Vasco,Marcelo Cabo,12,18,1.5,1,12,1.1199999999999999,1.0225,19.43166666666667,20.456666666666667,9.9275,49.3525,,,,,9.0,,False,0.1299999999999999
2022,Chapecoense,Marcelo Cabo,10,11,1.1,18,27,1.0699999999999998,0.983,22.65,21.125999999999998,10.239,49.626999999999995,1.348901061189376,9.0,14.0,14.0,15.0,-0.24890106118937583,False,-0.27
2024,Brusque,Marcelo Cabo,13,13,1.0,26,38,0.7923076923076924,1.2807692307692307,22.58923076923077,20.87,12.808461538461538,46.427692307692304,1.1872002121561005,20.0,19.0,19.0,17.0,-0.1872002121561005,False,-0.3700000000000001
2019,CRB,Marcelo Chamusca,28,39,1.3928571428571428,1,28,0.995,1.3857142857142857,21.71892857142857,21.569285714285716,13.14857142857143,47.278571428571425,,,,,8.0,,False,0.022857142857142687
2019,Cuiabá,Marcelo Chamusca,10,16,1.6,28,37,1.607,1.105,21.492,19.463,11.462,44.68,,,,12.0,8.0,,False,0.22999999999999998
2020,Cuiabá,Marcelo Chamusca,20,36,1.8,1,20,1.4285,1.298,19.625,21.0115,9.8435,52.376999999999995,,,,,2.0,,False,0.42999999999999994
2021,Botafogo,Marcelo Chamusca,10,13,1.3,1,10,1.8510000000000002,1.057,19.049,21.345,9.784,50.388,,,,,10.0,,False,-0.07000000000000006
2023,Botafogo-SP,Marcelo Chamusca,23,26,1.1304347826086956,15,37,0.8230434782608695,1.2452173913043478,20.63869565217391,20.64782608695652,10.710869565217392,44.006521739130434,1.223173493450667,16.0,12.0,8.0,12.0,-0.0927387108419715,False,-0.23956521739130454
2023,Tombense,Marcelo Chamusca,10,6,0.6,1,10,1.478,0.842,19.687,19.425,10.312000000000001,55.972,1.1671812846176195,19.0,18.0,,19.0,-0.5671812846176195,False,-0.7700000000000001
2020,Ponte Preta,Marcelo Oliveira,15,19,1.2666666666666666,14,28,1.294,1.0326666666666666,19.269333333333336,21.06,9.580666666666668,54.96666666666667,,,,5.0,8.0,,False,-0.1033333333333335
2023,Ituano,Marcinho,30,35,1.1666666666666667,9,38,1.033,1.1239999999999999,19.96333333333333,20.015,8.136333333333333,50.19233333333333,1.1382236933964398,20.0,14.0,15.0,14.0,0.028442973270226934,False,-0.20333333333333337
2018,Sampaio Corrêa,Marcinho Guerreiro,13,17,1.3076923076923077,26,38,1.366923076923077,1.1815384615384614,21.82384615384615,20.374615384615385,8.320769230769232,51.94923076923077,,,,19.0,18.0,,False,-0.0623076923076924
2024,Sport,Mariano Soso,14,24,1.7142857142857142,1,14,1.32,0.9835714285714285,19.925714285714285,21.747857142857146,8.106428571428571,57.90071428571429,1.457521409022072,6.0,3.0,,3.0,0.25676430526364213,False,0.3442857142857141
2018,Londrina,Marquinhos Santos,12,15,1.25,1,12,1.115,1.3933333333333333,20.999166666666667,21.347499999999997,9.474166666666667,47.48333333333333,,,,,12.0,,False,-0.1200000000000001
2018,São Bento,Marquinhos Santos,24,30,1.25,15,38,1.1545833333333333,1.3170833333333334,20.93166666666667,20.124166666666667,11.159583333333332,46.91458333333333,,,,12.0,13.0,,False,-0.1200000000000001
2019,Paraná,Matheus Costa,38,56,1.4736842105263157,1,38,1.0744736842105262,1.2994736842105261,20.88421052631579,21.765263157894736,9.448684210526316,49.2871052631579,,,,,6.0,,True,0.1036842105263156
2020,Operário-PR,Matheus Costa,14,19,1.3571428571428572,18,31,1.1235714285714287,1.1614285714285715,20.370714285714286,19.66,10.167857142857143,50.222142857142856,,,,12.0,12.0,,False,-0.0128571428571429
2021,Operário-PR,Matheus Costa,27,34,1.2592592592592593,1,27,1.0374074074074073,1.098148148148148,22.392962962962965,20.937407407407406,9.007777777777777,48.98888888888889,,,,,12.0,,False,-0.1107407407407408
2022,Operário-PR,Matheus Costa,16,13,0.8125,21,36,0.86625,1.351875,21.65375,19.728125,9.66625,49.306875,1.2860710033362661,13.0,19.0,,18.0,-0.4735710033362661,False,-0.5575000000000001
2026,Juventude,Maurício Barbieri,24,43,1.7916666666666667,1,27,1.2345833333333334,1.0329166666666667,18.395833333333332,21.160416666666666,9.705833333333333,50.20875,1.3859460188275188,3.0,1.0,,1.0,0.40572064783914796,False,0.42166666666666663
2018,Criciúma,Mazola Júnior,33,47,1.4242424242424243,6,38,1.0560606060606061,1.2384848484848483,20.10272727272727,21.15939393939394,9.321818181818182,46.581818181818186,,,,19.0,13.0,,False,0.0542424242424242
2022,Ituano,Mazola Júnior,17,18,1.0588235294117647,1,17,1.3288235294117647,1.0594117647058823,19.39470588235294,21.585882352941177,10.37,40.78294117647059,1.149586317351445,17.0,6.0,,14.0,-0.09076278793968018,False,-0.3111764705882354
2022,Novorizontino,Mazola Júnior,10,11,1.1,29,38,1.7149999999999999,1.177,19.432,20.675,11.747,41.093,1.2949418857807853,11.0,15.0,13.0,14.0,-0.1949418857807852,False,-0.27
2018,Figueirense,Milton Cruz,26,38,1.4615384615384615,1,26,1.1065384615384615,1.7265384615384616,20.083076923076923,21.169615384615383,9.267307692307693,51.51461538461539,,,,,7.0,,False,0.09153846153846135
2019,São Bento,Milton Mendes,12,10,0.8333333333333334,21,32,0.9516666666666667,1.39,23.028333333333332,18.385,8.330833333333333,50.30583333333333,,,,19.0,20.0,,False,-0.5366666666666667
2023,Tombense,Moacir Júnior,14,17,1.2142857142857142,25,38,0.9457142857142857,1.092857142857143,20.675,20.99642857142857,12.293571428571429,48.615,1.1671812846176195,19.0,18.0,18.0,18.0,0.047104429668094694,False,-0.15571428571428592
2020,CSA,Mozart,22,41,1.8636363636363635,10,31,1.3072727272727274,1.0777272727272729,19.41,20.96318181818182,10.688636363636364,51.63863636363636,,,,19.0,5.0,,False,0.49363636363636343
2021,CSA,Mozart,17,34,2.0,22,38,1.3811764705882352,0.9958823529411764,19.894117647058824,20.31529411764706,8.625294117647059,52.89823529411765,,,,11.0,5.0,,False,0.6299999999999999
2021,Cruzeiro,Mozart,13,13,1.0,3,15,0.9746153846153847,1.0769230769230769,22.931538461538462,21.253846153846155,8.672307692307692,53.66615384615385,,,,20.0,15.0,,False,-0.3700000000000001
2022,CSA,Mozart,12,13,1.0833333333333333,1,12,1.0483333333333333,1.25,20.12333333333333,20.2375,7.9425,54.13333333333333,1.3465223221646054,10.0,17.0,,14.0,-0.2631889888312722,False,-0.28666666666666685
2022,Guarani,Mozart,23,38,1.6521739130434783,16,38,1.0930434782608696,1.1,19.84913043478261,20.88391304347826,10.402608695652173,50.90521739130435,1.2884659982049644,12.0,10.0,19.0,9.0,0.36370791483851383,False,0.28217391304347816
2023,Mirassol,Mozart,35,57,1.6285714285714286,4,38,1.3977142857142857,0.8885714285714286,19.236,20.84742857142857,8.243142857142857,55.62342857142857,1.3676349711705669,7.0,7.0,7.0,5.0,0.2609364574008617,False,0.25857142857142845
2024,Mirassol,Mozart,38,67,1.763157894736842,1,38,1.1863157894736842,0.9413157894736843,18.426578947368423,21.59236842105263,13.168421052631578,51.485,1.401905327660523,9.0,2.0,,2.0,0.36125256707631914,True,0.39315789473684193
2025,Coritiba,Mozart,38,68,1.7894736842105263,1,38,1.073157894736842,0.9099999999999999,19.07184210526316,21.158947368421053,10.540263157894737,52.265,1.4873992214016623,4.0,1.0,,1.0,0.3020744628088641,True,0.4194736842105262
2026,Ceará,Mozart,11,13,1.1818181818181819,1,11,1.3727272727272728,1.5618181818181818,17.981818181818184,19.277272727272727,9.607272727272727,51.53454545454545,1.3421855788493735,4.0,16.0,,13.0,-0.16036739703119163,False,-0.18818181818181823
2026,Goiás,Mozart,13,18,1.3846153846153846,15,27,1.1384615384615384,1.143076923076923,19.314615384615387,20.716923076923077,14.012307692307692,51.29769230769231,1.3214701492649503,6.0,13.0,12.0,10.0,0.06314523535043426,False,0.014615384615384475
2021,Londrina,Márcio Fernandes,27,37,1.3703703703703705,12,38,0.9622222222222222,1.301111111111111,21.994074074074074,20.51037037037037,8.005925925925926,46.02851851851852,,,,,16.0,,False,0.00037037037037035425
2023,Sampaio Corrêa,Márcio Fernandes,22,23,1.0454545454545454,6,27,0.9572727272727272,1.1636363636363638,22.36181818181818,18.89363636363636,8.875,50.17045454545455,1.2200992026352449,17.0,17.0,12.0,16.0,-0.17464465718069944,False,-0.3245454545454547
2024,Paysandu,Márcio Fernandes,13,23,1.7692307692307692,26,38,1.1584615384615384,1.2953846153846154,21.826923076923077,19.963076923076922,9.78076923076923,53.816153846153846,1.3479521472768123,10.0,12.0,15.0,11.0,0.4212786219539568,False,0.39923076923076906
2025,Paysandu,Márcio Fernandes,10,6,0.6,26,35,1.17,1.29,21.181,21.008000000000003,10.28,49.995,1.3531292842928124,13.0,20.0,,20.0,-0.7531292842928125,False,-0.7700000000000001
2026,Sport,Márcio Goiano,14,24,1.7142857142857142,2,15,1.7285714285714284,1.3121428571428573,18.039285714285715,18.45642857142857,10.490714285714287,52.73571428571428,1.4887936483765438,2.0,8.0,8.0,4.0,0.22549206590917037,False,0.3442857142857141
2024,Botafogo-SP,Márcio Zanardi,10,13,1.3,29,38,1.03,1.417,22.442,19.130000000000003,13.281,45.088,1.2500255339508977,18.0,14.0,13.0,13.0,0.049974466049102384,False,-0.07000000000000006
2024,Goiás,Márcio Zanardi,18,25,1.3888888888888888,1,18,1.2422222222222221,1.093888888888889,20.179444444444446,19.956666666666667,12.283333333333333,51.95333333333333,1.540399369630597,3.0,6.0,,9.0,-0.15151048074170825,False,0.018888888888888733
2025,Amazonas,Márcio Zanardi,19,18,0.9473684210526315,16,34,0.9957894736842107,1.2489473684210526,20.827894736842108,20.69,10.717368421052631,46.76315789473684,1.3858637371338416,12.0,18.0,18.0,19.0,-0.43849531608121006,False,-0.4226315789473686
2026,Ponte Preta,Márcio Zanardi,12,2,0.16666666666666666,13,24,1.0533333333333335,2.2758333333333334,20.735,17.479166666666668,11.652500000000002,42.299166666666665,1.0300594330757367,19.0,20.0,18.0,20.0,-0.86339276640907,False,-1.2033333333333334
2024,Ponte Preta,Nelsinho Baptista,25,29,1.16,8,32,1.2152,1.4676,20.2536,18.8168,10.2592,46.8608,1.200024651592523,19.0,17.0,15.0,17.0,-0.04002465159252311,False,-0.2100000000000002
2018,Goiás,Ney Franco,34,59,1.7352941176470589,5,38,1.6129411764705883,1.0770588235294116,20.759705882352943,21.72941176470588,8.715588235294117,52.050000000000004,,,,18.0,4.0,,False,0.36529411764705877
2021,CSA,Ney Franco,12,17,1.4166666666666667,10,21,0.8500000000000001,1.1658333333333333,22.126666666666665,21.268333333333334,10.112499999999999,48.97666666666667,,,,12.0,11.0,,False,0.046666666666666634
2018,Boa,Ney da Matta,18,20,1.1111111111111112,13,30,1.2627777777777778,1.1372222222222221,20.615555555555556,21.452222222222222,7.931111111111111,46.68222222222222,,,,20.0,20.0,,False,-0.25888888888888895
2025,Athletico-PR,Odair Hellmann,30,55,1.8333333333333333,9,38,1.4073333333333333,0.9533333333333334,19.625999999999998,21.25766666666667,10.337,50.669666666666664,1.6884714864290196,1.0,2.0,13.0,2.0,0.1448618469043137,False,0.46333333333333315
2019,Vitória,Osmar Loss,10,8,0.8,5,14,0.982,1.0210000000000001,21.737000000000002,21.563,7.565,51.541,,,,17.0,19.0,,False,-0.5700000000000001
2024,Botafogo-SP,Paulo Gomes,28,32,1.1428571428571428,1,28,1.0353571428571429,1.205,19.975714285714286,19.521071428571428,11.988214285714287,46.50714285714286,1.2500255339508977,18.0,14.0,,13.0,-0.10716839109375487,False,-0.2271428571428573
2022,Cruzeiro,Paulo Pezzolano,38,78,2.0526315789473686,1,38,1.253157894736842,1.0434210526315788,21.07578947368421,19.847894736842107,6.028947368421052,61.55657894736842,1.549386531160537,3.0,1.0,,1.0,0.5032450477868315,True,0.6826315789473685
2018,São Bento,Paulo Roberto Santos,12,17,1.4166666666666667,1,12,1.0183333333333333,1.2508333333333332,22.415833333333335,19.516666666666666,11.006666666666668,46.4,,,,,7.0,,False,0.046666666666666634
2024,Sport,Pepa,17,34,2.0,22,38,1.5588235294117647,0.8535294117647059,17.63235294117647,20.58764705882353,9.24,51.27,1.457521409022072,6.0,3.0,6.0,3.0,0.5424785909779279,False,0.6299999999999999
2020,Juventude,Pintado,32,52,1.625,1,32,1.20375,1.2596875,21.19,20.0790625,10.279375,50.4034375,,,,,3.0,,False,0.2549999999999999
2021,Goiás,Pintado,12,20,1.6666666666666667,1,12,1.2791666666666666,0.8808333333333334,19.965833333333332,20.892500000000002,8.476666666666667,49.35333333333333,,,,,5.0,,False,0.29666666666666663
2023,Ponte Preta,Pintado,11,11,1.0,20,30,0.8409090909090909,1.3518181818181818,22.674545454545456,20.45909090909091,9.503636363636364,46.04818181818182,1.2799862670803126,13.0,15.0,13.0,15.0,-0.2799862670803126,False,-0.3700000000000001
2022,Novorizontino,Rafael Guanaes,15,19,1.2666666666666666,14,28,1.268,1.5306666666666666,20.467333333333332,19.582,6.986666666666666,54.79533333333334,1.2949418857807853,11.0,15.0,14.0,13.0,-0.028275219114118677,False,-0.1033333333333335
2024,Operário-PR,Rafael Guanaes,37,55,1.4864864864864864,1,37,1.0194594594594595,1.0754054054054054,21.61054054054054,20.258108108108107,8.854594594594595,54.373243243243245,1.3204166453764588,12.0,8.0,,7.0,0.16606984111002765,True,0.1164864864864863
2024,Amazonas,Rafael Lacerda,31,44,1.4193548387096775,7,37,1.28,1.1758064516129034,20.110645161290325,20.10483870967742,10.782903225806452,51.28548387096774,1.254132631078651,17.0,11.0,15.0,12.0,0.16522220763102657,False,0.049354838709677384
2025,Atlético-GO,Rafael Lacerda,21,30,1.4285714285714286,18,38,1.1266666666666667,1.2742857142857142,20.600952380952382,19.751428571428573,8.752380952380953,52.36666666666667,1.5397127809903886,2.0,11.0,11.0,11.0,-0.11114135241895995,False,0.0585714285714285
2025,Vila Nova,Rafael Lacerda,11,16,1.4545454545454546,1,11,1.0999999999999999,0.9454545454545454,20.711818181818185,20.998181818181816,9.726363636363637,46.96636363636364,1.2920180639945489,16.0,13.0,,8.0,0.1625273905509057,False,0.08454545454545448
2021,Vitória,Ramon Menezes,13,12,0.9230769230769231,3,15,1.2569230769230768,0.8830769230769231,21.574615384615388,20.706153846153846,9.532307692307693,52.76307692307692,,,,13.0,15.0,,False,-0.446923076923077
2019,Oeste,Renan Freitas,38,41,1.0789473684210527,1,38,1.0671052631578946,1.3928947368421052,20.667894736842104,21.03236842105263,9.14,49.232894736842105,,,,,14.0,,True,-0.29105263157894745
2020,Oeste,Renan Freitas,11,6,0.5454545454545454,1,11,0.84,1.3863636363636365,21.195454545454545,20.483636363636364,10.33,49.81636363636364,,,,,20.0,,False,-0.8245454545454547
2022,Grêmio,Renato Gaúcho,10,18,1.8,29,38,1.7990000000000002,0.6559999999999999,18.821,21.598000000000003,8.723,51.686,1.68467056396174,1.0,2.0,3.0,2.0,0.11532943603825996,False,0.42999999999999994
2021,Operário-PR,Ricardo Catalá,10,14,1.4,29,38,1.151,1.213,21.267,18.860999999999997,9.189,53.910000000000004,,,,,12.0,,False,0.029999999999999805
2026,São Bernardo,Ricardo Catalá,20,27,1.35,1,20,1.2349999999999999,1.2045,20.1995,20.637,13.23,50.632999999999996,1.2016882575782075,15.0,14.0,,12.0,0.14831174242179257,False,-0.020000000000000018
2018,Oeste,Roberto Cavalo,38,46,1.2105263157894737,1,38,0.9402631578947369,1.4236842105263159,22.52342105263158,20.952894736842108,9.220526315789474,48.993947368421054,,,,,15.0,,True,-0.15947368421052643
2019,Botafogo-SP,Roberto Cavalo,14,23,1.6428571428571428,1,14,1.247142857142857,1.0735714285714286,21.844285714285714,21.574285714285715,8.777142857142858,51.49285714285714,,,,,4.0,,False,0.2728571428571427
2019,Criciúma,Roberto Cavalo,14,16,1.1428571428571428,25,38,1.3,0.9128571428571429,19.490714285714287,20.90142857142857,9.227142857142857,51.910714285714285,,,,18.0,15.0,,False,-0.2271428571428573
2020,Oeste,Roberto Cavalo,14,13,0.9285714285714286,18,31,1.282857142857143,1.3728571428571428,20.724285714285713,20.142857142857142,10.427142857142856,45.61357142857143,,,,20.0,20.0,,False,-0.4414285714285715
2018,CRB,Roberto Fernandes,11,19,1.7272727272727273,28,38,1.4745454545454544,1.330909090909091,20.867272727272727,19.617272727272727,8.92909090909091,45.71090909090909,,,,17.0,12.0,,False,0.3572727272727272
2022,CSA,Roberto Fernandes,11,13,1.1818181818181819,24,34,1.0281818181818183,1.1409090909090909,20.078181818181818,22.13,12.034545454545453,44.07636363636364,1.3465223221646054,10.0,17.0,17.0,17.0,-0.16470414034642356,False,-0.18818181818181823
2022,Náutico,Roberto Fernandes,16,18,1.125,3,18,1.358125,1.535,22.4425,21.35875,9.42,48.08375,1.349846561735168,8.0,20.0,,18.0,-0.22484656173516804,False,-0.2450000000000001
2018,Londrina,Roberto Fonseca,19,34,1.7894736842105263,20,38,1.3378947368421052,1.3226315789473684,21.275263157894738,19.893157894736845,11.15157894736842,47.22105263157895,,,,16.0,8.0,,False,0.4194736842105262
2018,Sampaio Corrêa,Roberto Fonseca,12,12,1.0,6,17,1.015,1.3399999999999999,21.3925,19.477500000000003,8.185833333333333,50.916666666666664,,,,17.0,19.0,,False,-0.3700000000000001
2021,Londrina,Roberto Fonseca,10,7,0.7,1,10,1.033,1.384,20.211000000000002,18.5,7.725,49.551,,,,,19.0,,False,-0.6700000000000002
2023,Londrina,Roberto Fonseca,11,11,1.0,28,38,1.2672727272727273,1.7027272727272729,20.544545454545457,19.69363636363636,11.996363636363638,47.39909090909091,1.1941176868641952,18.0,19.0,19.0,19.0,-0.19411768686419517,False,-0.3700000000000001
2021,Confiança,Rodrigo Santana,14,10,0.7142857142857143,1,14,1.5385714285714285,0.8757142857142857,21.486428571428572,22.500714285714285,10.09142857142857,47.04,,,,,20.0,,False,-0.6557142857142858
2026,Ponte Preta,Rodrigo Santana,10,7,0.7,1,10,1.326,1.855,18.975,18.484,9.828,47.03,1.0300594330757367,19.0,20.0,,19.0,-0.3300594330757367,False,-0.6700000000000002
2022,Grêmio,Roger Machado,27,44,1.6296296296296295,1,27,1.2777777777777777,0.8788888888888889,21.415185185185187,22.523703703703703,9.004814814814814,49.7962962962963,1.68467056396174,1.0,2.0,,4.0,-0.05504093433211055,False,0.25962962962962943
2025,Athletic,Roger Silva,10,6,0.6,1,10,1.1469999999999998,1.0710000000000002,19.387,20.212,11.516,48.447,1.413046907229842,11.0,15.0,,19.0,-0.813046907229842,False,-0.7700000000000001
2026,Atlético-GO,Roger Silva,10,19,1.9,17,26,1.549,1.09,18.598,19.887999999999998,12.491,51.094,1.2768902493274128,12.0,9.0,12.0,7.0,0.6231097506725871,False,0.5299999999999998
2018,Fortaleza,Rogério Ceni,38,71,1.868421052631579,1,38,1.384736842105263,1.0002631578947367,20.380526315789474,22.307894736842105,8.363947368421051,57.90315789473684,,,,,1.0,,True,0.4984210526315789
2025,Volta Redonda,Rogério Corrêa,38,36,0.9473684210526315,1,38,1.1555263157894737,1.325263157894737,21.550526315789472,19.43263157894737,11.22921052631579,53.23131578947368,1.094697297347393,20.0,19.0,,18.0,-0.14732887629476143,True,-0.4226315789473686
2018,Figueirense,Rogério Micale,12,8,0.6666666666666666,27,38,1.4175000000000002,1.5658333333333332,19.871666666666666,19.983333333333334,8.068333333333333,54.501666666666665,,,,7.0,15.0,,False,-0.7033333333333335
2026,Londrina,Rogério Micale,18,17,0.9444444444444444,9,26,1.3311111111111111,1.4344444444444444,20.55611111111111,18.698888888888888,12.336111111111112,45.882222222222225,1.1328918905350394,17.0,18.0,,18.0,-0.18844744609059494,False,-0.4255555555555557
2018,Brasil de Pelotas,Rogério Zimermann,14,25,1.7857142857142858,25,38,1.2907142857142857,1.0392857142857144,19.958571428571428,22.361428571428572,10.383571428571429,43.708571428571425,,,,18.0,11.0,,False,0.4157142857142857
