pos11,mercado_l,jogador,clube,liga,idade,minutos,contrato,livre,br,fisico,psv99,sprint_count_p90,hi_count_p90,expl_accel_sprint_p90,runs_p30tip,tipo,tipo_pref,nota
LE,Sul-americanas,J. Carabalí,Universitario,Peru,29.0,1077,2029-12-31,False,False,99.0,31.03,16.87,82.61,4.74,35.0,Explosivo e rápido,True,64.5
LE,Sul-americanas,E. Matus,Audax Italiano,Chile,24.0,1365,2030-12-31,False,False,97.0,30.26,15.52,84.8,3.1,37.0,Explosivo e rápido,True,53.8
LE,Sul-americanas,F. Martínez,Boston River,Uruguai,25.0,1145,2028-12-31,False,False,97.0,30.1,15.63,82.9,3.38,31.9,Explosivo e rápido,True,48.3
LE,Sul-americanas,A. Fretes,Club Libertad,Paraguai,20.0,1363,2028-12-31,False,False,95.0,30.11,15.42,82.74,2.61,34.6,Explosivo e rápido,True,59.8
LE,Sul-americanas,J. Chala,Manta,Equador A,20.0,1040,2026-12-31,True,False,94.0,30.06,14.11,79.6,3.41,28.2,Explosivo e rápido,True,41.6
LE,Sul-americanas,J. Lasso,Alianza,Colombia A,24.0,1482,2027-06-30,True,False,93.0,31.28,14.19,70.2,3.51,27.9,Explosivo e rápido,True,43.8
LE,Série B,Moraes,Operário-PR,Série B,28.0,1876,2026-11-30,True,True,91.0,30.27,14.55,77.5,2.06,32.39,Explosivo e rápido,True,47.8
LE,Sul-americanas,J. Mena,Águilas Doradas,Colombia A,22.0,1895,2028-12-31,False,False,91.0,31.23,14.53,72.91,2.65,24.1,Explosivo e rápido,True,48.8
LE,Sul-americanas,I. Abraham,Banfield,Argentina A,28.0,1980,2028-12-31,False,False,90.0,30.51,13.32,70.3,2.47,31.7,Explosivo e rápido,True,46.1
LE,Sul-americanas,E. Zúñiga,Delfin,Equador A,23.0,902,,True,False,86.0,29.76,12.72,67.98,3.26,28.8,Explosivo e rápido,True,37.0
LE,Sul-americanas,J. O'Neill,Boston River,Uruguai,25.0,1001,,True,False,85.0,30.18,15.61,80.79,2.09,21.6,Explosivo e rápido,True,46.7
LE,Série B,Diogo Barbosa,Juventude,Série B,34.0,1586,2026-11-30,True,True,84.0,29.94,12.97,68.98,1.97,33.47,Explosivo e rápido,True,54.7
LE,Sul-americanas,L. Loor,Independiente del Valle,Equador A,25.0,1313,,True,False,84.0,29.62,13.45,71.41,1.93,28.1,Explosivo e rápido,True,54.3
LE,Série B,Kevyson,Ponte Preta,Série B,22.0,1345,2027-12-31,False,True,83.0,29.96,12.47,67.24,2.26,30.82,Explosivo e rápido,True,52.5
LE,Sul-americanas,S. Vargas,Nacional Asunción,Paraguai,24.0,1397,2026-12-31,True,False,83.0,29.89,11.89,68.96,2.38,29.0,Explosivo e rápido,True,48.0
LE,Sul-americanas,M. Chaparro,Cerro Porteño,Paraguai,19.0,1277,,True,False,83.0,31.29,12.85,68.41,2.54,22.5,Explosivo e rápido,True,47.2
LE,Sul-americanas,A. Quintana,Los Chankas,Peru,25.0,1573,2026-12-31,True,False,83.0,29.59,12.35,68.57,2.59,27.0,Explosivo e rápido,True,47.2
LE,Brasileiros e sul-americanos no exterior,Zé Ricardo,Feirense,Portugal B,27.0,2328,2026-06-30,True,True,83.0,29.77,13.38,68.1,2.91,,Explosivo e rápido,True,41.0
LE,Série B,Dalbert,América-MG,Série B,32.0,1423,2026-11-30,True,True,81.0,30.46,13.56,72.77,2.2,16.86,Explosivo e rápido,True,36.8
LE,Sul-americanas,N. Baeza,Everton,Chile,29.0,926,2026-12-31,True,False,81.0,29.32,13.25,72.28,1.81,29.0,Explosivo e rápido,True,51.4
LE,Sul-americanas,M. Flores,Deportes Limache,Chile,24.0,1547,,True,False,80.0,30.0,12.44,71.21,2.33,19.9,Explosivo e rápido,True,41.6
LE,Sul-americanas,Lucas Velásquez,Huachipato,Chile,20.0,1148,2027-12-31,False,False,80.0,30.04,13.29,76.97,1.98,19.4,Explosivo e rápido,True,40.0
LE,Sul-americanas,M. Hernández,Mushuc Runa,Equador A,29.0,2195,2026-12-31,True,False,80.0,31.88,13.85,66.1,3.21,16.5,Explosivo e rápido,True,43.8
LE,Sul-americanas,M. Perea,Mushuc Runa,Equador A,26.0,1740,2026-12-31,True,False,78.0,31.45,12.29,61.49,3.34,25.4,Explosivo e rápido,True,55.9
LE,Sul-americanas,Cristiano,Sporting Cristal,Peru,32.0,1911,2026-12-31,True,True,77.0,31.21,13.25,67.9,1.9,21.1,Explosivo e rápido,True,45.2
LE,Série B,DG,Avaí,Série B,25.0,1886,2026-11-30,True,True,74.0,30.06,12.49,67.63,1.66,24.77,Explosivo e rápido,True,52.1
LE,Série B,Felipinho,Sport,Série B,29.0,2169,2027-12-31,False,True,72.0,30.61,10.94,62.73,2.5,24.71,Explosivo e rápido,True,61.0
LE,Série B,Patrick Brey,Botafogo-SP,Série B,29.0,2301,2026-11-30,True,True,68.0,28.65,10.73,68.46,1.72,34.62,Médio em tudo,False,68.6
LE,Brasileiros e sul-americanos no exterior,Derick Poloni,Farense,Portugal B,32.0,2595,2026-06-30,True,True,66.0,30.36,11.57,62.64,1.73,,Baixa intensidade,False,46.3
LE,Série B,Marcelo Hermes,Criciúma,Série B,31.0,2610,2026-12-31,True,True,65.0,29.2,11.1,64.84,1.83,26.06,Médio em tudo,False,56.4
LE,Série B,Maykon,Novorizontino,Série B,20.0,1984,2027-12-31,False,True,57.0,28.59,10.73,65.43,1.58,26.36,Médio em tudo,False,51.6
LE,Série B,Pará,São Bernardo,Série B,31.0,2238,2027-03-31,True,True,54.0,29.0,10.92,64.79,1.36,21.43,Médio em tudo,False,40.8
LE,Série B,Gabriel Feliciano,Operário-PR,Série B,25.0,1543,2026-12-31,True,True,52.0,30.01,10.29,58.88,1.63,19.28,Baixa intensidade,False,49.9
LE,Série B,Heron,Londrina,Série B,26.0,1499,2026-11-30,True,True,50.0,30.07,10.59,62.3,0.96,23.49,Médio em tudo,False,46.0
LE,Série B,Djalma Silva,Goiás,Série B,31.0,1060,2026-12-31,True,True,45.0,28.41,9.45,55.1,1.84,23.47,Médio em tudo,False,48.5
LE,Série B,Igor Fernandes,Náutico,Série B,34.0,2392,2026-11-30,True,True,43.0,29.14,10.14,61.04,1.1,22.15,Médio em tudo,False,53.4
LE,Série B,Diego Porfírio,Ponte Preta,Série B,27.0,917,2026-11-28,True,True,39.0,28.92,8.88,56.59,1.36,22.95,Baixa intensidade,False,41.3
LE,Brasileiros e sul-americanos no exterior,Kaio Henrique,Porto II,Portugal B,20.0,2475,2029-06-30,False,True,36.0,28.41,9.0,56.62,1.33,,Médio em tudo,False,33.4
LE,Série B,Sánchez,Ceará,Série B,30.0,1194,2026-11-30,True,True,35.0,28.88,8.26,55.12,1.2,26.76,Médio em tudo,False,57.0
LE,Série B,Lucas Lovat,CRB,Série B,29.0,1941,2026-12-31,True,True,30.0,29.6,8.81,51.03,1.22,16.87,Baixa intensidade,False,35.6
LE,Série B,Higor,Vila Nova,Série B,21.0,1921,2026-11-30,True,True,29.0,29.34,8.82,53.16,1.07,18.42,Baixa intensidade,False,43.7
LE,Brasileiros e sul-americanos no exterior,Mansur,Atromitos,Grecia,33.0,2397,2026-06-30,True,True,15.0,28.18,6.24,42.66,1.01,,Baixa intensidade,False,50.0
LE,Série B,Zeca,Athletic,Série B,32.0,1569,2026-12-31,True,True,6.0,27.67,6.09,43.51,0.92,10.94,Baixa intensidade,False,30.7
MED,Sul-americanas,F. Nicola,Atlético Tucumán,Argentina A,24.0,1357,2026-12-31,True,False,97.0,29.76,16.77,96.14,2.42,35.7,Explosivo e rápido,False,44.0
MED,Sul-americanas,M. Fuentes,Audax Italiano,Chile,28.0,925,2028-12-31,False,False,97.0,29.48,15.85,83.77,3.63,38.0,Explosivo e rápido,False,45.9
MED,Sul-americanas,N. Wunsch,Defensor Sporting,Uruguai,23.0,1379,2028-12-31,False,False,96.0,28.96,13.07,79.12,2.56,43.4,Explosivo e rápido,False,53.9
MED,Brasileiros e sul-americanos no exterior,Michel Costa,Felgueiras 1932,Portugal B,24.0,1289,2026-06-30,True,True,91.0,28.69,15.76,86.79,2.13,,Explosivo e rápido,False,53.0
MED,Sul-americanas,Matías Zaracho,Racing Club,Argentina A,28.0,994,2028-12-31,False,False,89.0,27.62,11.74,81.23,1.54,38.8,Explosivo e rápido,False,40.8
MED,Sul-americanas,A. Astudillo,Cobresal,Chile,26.0,1187,2026-12-31,True,False,89.0,29.66,12.08,68.67,1.16,35.9,Explosivo e rápido,False,38.1
MED,Brasileiros e sul-americanos no exterior,Kauê Rodrigues,Porto II,Portugal B,21.0,2068,2030-06-30,False,True,87.0,28.85,10.86,70.25,1.44,,Explosivo e rápido,False,38.9
MED,Brasileiros e sul-americanos no exterior,M. Comba,Volos NFC,Grecia,32.0,2350,2027-06-30,True,False,86.0,29.24,10.36,69.69,1.45,,Explosivo e rápido,False,44.0
MED,Sul-americanas,J. Altamirano,Universidad de Chile,Chile,26.0,994,2028-12-31,False,False,85.0,28.0,9.47,73.31,1.17,45.1,Explosivo e rápido,False,48.8
MED,Sul-americanas,M. García,Cerro Largo,Uruguai,26.0,1716,2027-12-31,False,False,85.0,28.81,10.45,67.92,1.51,26.9,Explosivo e rápido,False,44.2
MED,Sul-americanas,M. Acosta,Rubio Ñú,Paraguai,25.0,1265,2026-12-31,True,False,83.0,27.72,10.34,75.17,1.03,58.3,Explosivo e rápido,False,58.0
MED,Série B,Matheus Bianqui,Novorizontino,Série B,28.0,1299,2026-12-31,True,True,82.0,28.02,10.85,74.86,0.99,35.79,Explosivo e rápido,False,46.5
MED,Sul-americanas,T. González,Estudiantes Río Cuarto,Argentina A,27.0,1670,,True,False,82.0,27.67,10.64,75.83,0.98,41.9,Explosivo e rápido,False,42.2
MED,Sul-americanas,R. Briones,Independiente del Valle,Equador A,26.0,1025,2028-12-31,False,False,82.0,28.68,9.42,61.81,1.41,33.6,Explosivo e rápido,False,46.6
MED,Sul-americanas,M. Peralta,Danubio,Uruguai,20.0,2020,2027-12-31,False,False,82.0,28.67,12.61,75.16,0.85,33.3,Explosivo e rápido,False,46.6
MED,Série B,Eduardo,Criciúma,Série B,29.0,1239,2026-11-30,True,True,81.0,27.98,10.98,72.39,0.95,36.12,Explosivo e rápido,False,31.1
MED,Sul-americanas,T. Porra,Barracas Central,Argentina A,22.0,1766,2026-12-31,True,False,81.0,27.86,9.65,66.36,1.09,40.8,Explosivo e rápido,False,51.6
MED,Sul-americanas,J. Meneses,Deportes Limache,Chile,33.0,1762,2026-12-31,True,False,81.0,28.98,11.26,67.54,0.92,32.9,Explosivo e rápido,False,61.8
MED,Sul-americanas,Santiago Silva,Huachipato,Chile,21.0,1305,2028-12-31,False,False,81.0,29.73,10.13,66.64,1.31,20.5,Explosivo e rápido,False,41.1
MED,Sul-americanas,S. Quintana,Olimpia,Paraguai,23.0,1815,2026-12-31,True,False,77.0,29.11,9.49,60.99,1.17,25.4,Explosivo e rápido,False,52.7
MED,Sul-americanas,A. Pinheiro,Progreso,Uruguai,24.0,1929,2027-07-31,False,False,77.0,28.43,10.73,67.49,1.1,17.5,Explosivo e rápido,False,34.4
MED,Série B,Jota,Athletic,Série B,22.0,1354,2029-03-31,False,True,76.0,27.7,8.4,61.54,1.4,38.02,Explosivo e rápido,False,55.8
MED,Sul-americanas,M. Espindola,Deportivo Maldonado,Uruguai,22.0,1620,2026-12-31,True,False,76.0,28.01,8.76,59.88,1.27,36.7,Explosivo e rápido,False,54.0
MED,Sul-americanas,E. Darias,Peñarol,Uruguai,28.0,901,2027-12-31,False,False,75.0,28.22,8.44,60.71,1.3,33.4,Explosivo e rápido,False,40.2
MED,Sul-americanas,G. Heredia,Delfin,Equador A,20.0,1779,2027-12-31,False,False,74.0,29.24,8.88,57.89,1.04,33.4,Explosivo e rápido,False,42.9
MED,Sul-americanas,H. Quintana,Olimpia,Paraguai,24.0,1187,2030-06-30,False,False,74.0,28.09,8.2,56.12,1.29,48.7,Explosivo e rápido,False,52.4
MED,Série B,Everton Morelli,Botafogo-SP,Série B,28.0,2420,2028-12-31,False,True,71.0,28.6,9.39,61.25,0.85,28.65,Explosivo e rápido,False,43.1
MED,Série B,Yago,América-MG,Série B,20.0,1010,2028-12-31,False,True,69.0,28.41,7.99,56.31,1.1,34.35,Explosivo e rápido,False,49.0
MED,Brasileiros e sul-americanos no exterior,Ktatau,Chaves,Portugal B,24.0,2337,2028-06-30,False,True,65.0,27.93,8.72,62.4,0.81,,Médio em tudo,True,47.4
MED,Série B,Léo Gomes,Ponte Preta,Série B,29.0,908,2026-11-30,True,True,62.0,28.47,8.15,54.25,1.09,20.98,Médio em tudo,True,22.9
MED,Série B,Joao Gabriel,Ceará,Série B,20.0,1727,2028-12-31,False,True,60.0,28.99,7.94,57.82,0.64,32.68,Médio em tudo,True,42.7
MED,Série B,Kauan,Athletic,Série B,21.0,2275,2028-05-31,False,True,57.0,28.01,7.79,56.58,0.73,31.38,Médio em tudo,True,50.1
MED,Brasileiros e sul-americanos no exterior,Guilherme Liberato,Torreense,Portugal B,24.0,1577,2028-06-30,False,True,57.0,27.97,7.6,58.26,0.8,,Médio em tudo,True,36.9
MED,Série B,G. Cabezas,Athletic,Série B,23.0,996,2028-06-30,False,False,56.0,28.07,7.73,56.09,0.8,25.92,Médio em tudo,True,32.5
MED,Brasileiros e sul-americanos no exterior,F. Pérez,Larissa,Grecia,26.0,2284,2026-12-31,True,False,56.0,27.51,8.73,66.88,0.43,,Médio em tudo,True,41.0
MED,Série B,Guilherme Lobo,Criciúma,Série B,26.0,1914,2027-12-31,False,True,52.0,27.54,7.32,57.52,0.66,33.69,Médio em tudo,True,45.2
MED,Série B,Crystopher,CRB,Série B,28.0,2138,2026-12-31,True,True,47.0,27.66,6.86,53.45,0.75,30.51,Médio em tudo,True,64.7
MED,Série B,Rafael Gava,Botafogo-SP,Série B,33.0,1987,2026-11-30,True,True,45.0,27.59,7.27,57.95,0.27,34.97,Médio em tudo,True,60.7
MED,Série B,Luiz Henrique,Avaí,Série B,27.0,2167,2026-11-30,True,True,41.0,27.14,6.04,52.85,0.77,34.2,Médio em tudo,True,42.4
MED,Série B,Luan Gonçalves,Juventude,Série B,26.0,1258,2026-12-31,True,True,41.0,28.14,7.22,49.91,0.54,25.64,Médio em tudo,True,63.2
MED,Série B,Pedro Castro,CRB,Série B,33.0,2179,2026-11-30,True,True,40.0,27.68,6.7,55.42,0.3,32.83,Médio em tudo,True,48.8
MED,Série B,Vinicius Diniz,Operário-PR,Série B,27.0,2353,2027-12-31,False,True,36.0,27.11,6.4,51.31,0.65,28.81,Médio em tudo,True,38.9
MED,Brasileiros e sul-americanos no exterior,Xavier,Portimonense,Portugal B,26.0,1827,2026-06-30,True,True,34.0,28.35,4.79,37.49,0.84,,Baixa intensidade,False,36.5
MED,Série B,Rodrigo Santos,Fortaleza,Série B,25.0,1406,2028-12-31,False,True,33.0,27.19,6.1,52.75,0.45,29.51,Baixa intensidade,False,45.5
MED,Brasileiros e sul-americanos no exterior,Sabino,UD Oliveirense,Portugal B,27.0,2167,2026-06-30,True,True,28.0,27.12,5.76,46.81,0.61,,Baixa intensidade,False,37.7
MED,Série B,Raul,Cuiabá,Série B,30.0,2614,2027-12-31,False,True,27.0,27.38,5.0,43.56,0.75,26.08,Baixa intensidade,False,44.3
MED,Série B,André Lima,Ponte Preta,Série B,26.0,1691,2026-11-30,True,True,24.0,27.29,4.9,42.74,0.72,24.46,Baixa intensidade,False,31.5
MED,Brasileiros e sul-americanos no exterior,Tokinho,Lusitania FC Lourosa,Portugal B,29.0,2338,2026-06-30,True,True,22.0,27.06,5.37,50.08,0.35,,Baixa intensidade,False,35.3
MEI,Sul-americanas,N. Retamar,Platense,Argentina A,27.0,946,2027-12-31,False,False,98.0,30.14,21.11,102.95,2.29,56.2,Explosivo e rápido,False,44.5
MEI,Sul-americanas,B. Palacios,FC Cajamarca,Peru,28.0,1340,2026-12-31,True,False,95.0,30.93,18.81,98.12,2.57,47.9,Explosivo e rápido,False,40.6
MEI,Sul-americanas,Guido Vadalá,Coquimbo Unido,Chile,29.0,983,,True,False,93.0,29.77,13.74,81.98,1.65,49.1,Explosivo e rápido,False,36.8
MEI,Sul-americanas,Y. González,Boston River,Uruguai,24.0,1145,2026-12-31,True,False,87.0,28.92,13.34,76.97,2.48,42.1,Explosivo e rápido,False,48.4
MEI,Sul-americanas,M. Noble,Deportivo Maldonado,Uruguai,28.0,1823,2027-12-31,False,False,78.0,28.14,10.35,69.72,1.06,56.5,Explosivo e rápido,False,52.6
MEI,Sul-americanas,S. Costa,Albion,Uruguai,26.0,1159,2026-12-31,True,False,77.0,28.61,12.92,77.58,0.98,,Explosivo e rápido,False,37.9
MEI,Sul-americanas,F. Zapiola,Platense,Argentina A,25.0,1294,2027-12-31,False,False,76.0,28.41,9.11,65.3,1.22,55.7,Explosivo e rápido,False,46.9
MEI,Sul-americanas,S. Montiel,Independiente,Argentina A,25.0,1087,2028-12-31,False,False,75.0,28.05,11.41,66.94,2.95,31.3,Explosivo e rápido,False,47.8
MEI,Brasileiros e sul-americanos no exterior,Gustavo Sauer,Wuhan Three Towns,China,33.0,1367,2026-12-31,True,True,74.0,29.1,10.07,60.76,1.62,,Explosivo e rápido,False,47.7
MEI,Sul-americanas,N. Quagliata,Melgar,Peru,27.0,1510,2029-12-31,False,False,71.0,27.64,9.4,60.6,1.48,56.8,Explosivo e rápido,False,61.5
MEI,Sul-americanas,E. Batalla Martinez,Atlético Bucaramanga,Colombia A,25.0,1388,,True,False,70.0,29.5,11.45,62.65,1.0,36.3,Explosivo e rápido,False,57.4
MEI,Série B,Matheus Araújo,Ceará,Série B,24.0,1023,2027-12-31,False,True,68.0,28.28,10.98,73.06,0.57,56.02,Explosivo e rápido,False,38.6
MEI,Sul-americanas,B. Delgado,Técnico Universitario,Equador A,30.0,1011,2026-12-31,True,False,68.0,28.39,10.52,68.98,0.73,55.7,Explosivo e rápido,False,52.0
MEI,Sul-americanas,A. Medina,Everton,Chile,28.0,1857,2028-12-31,False,False,66.0,27.85,9.68,66.53,1.03,45.7,Explosivo e rápido,False,52.2
MEI,Brasileiros e sul-americanos no exterior,G. Balzi,Levadiakos,Grecia,24.0,1703,2027-12-31,False,False,63.0,28.14,10.9,74.12,0.85,32.0,Explosivo e rápido,False,52.1
MEI,Sul-americanas,F. Chamorro,La Serena,Chile,25.0,1465,2027-12-31,False,False,61.0,27.85,12.14,78.57,0.49,39.0,Explosivo e rápido,False,39.0
MEI,Sul-americanas,D. González,Deportivo Cuenca,Equador A,23.0,1461,2026-12-31,True,False,59.0,28.11,8.23,57.13,1.09,44.1,Explosivo e rápido,False,47.4
MEI,Sul-americanas,J. Del Castillo,Alianza Atlético,Peru,21.0,1001,2026-12-31,True,False,59.0,27.99,8.2,55.76,1.19,55.6,Explosivo e rápido,False,39.5
MEI,Sul-americanas,F. Muñoa,Boston River,Uruguai,22.0,1200,2028-06-30,False,False,58.0,27.43,8.72,59.22,1.01,46.1,Explosivo e rápido,False,49.0
MEI,Sul-americanas,F. Gulli,San Lorenzo,Argentina A,20.0,1113,2028-12-31,False,False,52.0,28.54,7.74,54.07,1.18,34.4,Médio em tudo,True,34.8
MEI,Sul-americanas,J. Rengifo,Atlético Nacional,Colombia A,21.0,1856,2028-12-31,False,False,52.0,27.55,7.76,58.3,0.95,49.1,Explosivo e rápido,False,53.3
MEI,Sul-americanas,J. Quiñónez,Barcelona,Equador A,28.0,1471,2027-12-31,False,False,51.0,27.88,7.95,56.82,1.15,30.0,Médio em tudo,True,50.6
MEI,Sul-americanas,F. Guch,Newell's Old Boys,Argentina A,19.0,1398,2029-12-31,False,False,50.0,27.3,8.12,65.78,0.91,37.8,Médio em tudo,True,38.8
MEI,Série B,Guilherme Marques,Atlético-GO,Série B,35.0,956,2026-11-30,True,True,49.0,28.03,9.32,61.39,0.27,42.55,Médio em tudo,True,59.0
MEI,Brasileiros e sul-americanos no exterior,Bruno Nazário,Henan,China,31.0,1127,2026-12-31,True,True,46.0,27.45,8.34,60.68,0.68,,Médio em tudo,True,58.2
