corte,modelo,familia,unidade,tipo_unidade,destino_ref,alvo,n_casos,n_total,fator_pp,ic95_lo,ic95_hi,p,q,selo,d_minimo_80,limiar_visivel_pp,poder_suficiente,quantos_do_bh_passaram
so_temporada_fechada,S1_selecao,eficiencia,Brasil C,liga,Brasil B,passes_prog_certos_pct,63,532,-3.34,-8.78,2.44,0.22962,0.38193,sem diferença clara,0.38,14.09,False,
so_temporada_fechada,S1_selecao,eficiencia,Brasil C,liga,Brasil B,passes_ult_terco_certos_pct,63,532,3.43,-1.82,8.88,0.21643,0.38193,sem diferença clara,0.38,14.29,False,
so_temporada_fechada,S1_selecao,eficiencia,Brasil C,liga,Brasil B,FAMILIA (média dos indicadores),63,532,0.82,-1.24,2.89,0.38167,,sem diferença clara,0.38,5.81,False,0
so_temporada_fechada,S1_selecao,eficiencia,Chile,liga,Brasil B,passes_certos_pct,9,532,-2.54,-20.37,17.64,0.79287,0.89206,sem diferença clara,0.94,30.12,False,
so_temporada_fechada,S1_selecao,eficiencia,Chile,liga,Brasil B,duelos_ganhos_pct,9,532,-5.25,-31.42,18.28,0.66371,0.89206,sem diferença clara,0.94,34.17,False,
so_temporada_fechada,S1_selecao,eficiencia,Chile,liga,Brasil B,duelos_aereos_ganhos_pct,9,532,3.62,-26.0,29.14,0.77312,0.89206,sem diferença clara,0.94,33.08,False,
so_temporada_fechada,S1_selecao,eficiencia,Chile,liga,Brasil B,duelos_def_ganhos_pct,9,532,-15.88,-31.82,-1.89,0.0233,0.23302,pode ser sorte,0.94,36.87,False,
so_temporada_fechada,S1_selecao,eficiencia,Chile,liga,Brasil B,dribles_certos_pct,9,532,9.47,-24.25,40.43,0.55323,0.89206,sem diferença clara,0.94,38.14,False,
so_temporada_fechada,S1_selecao,eficiencia,Chile,liga,Brasil B,remates_baliza_pct,9,532,-2.99,-30.27,31.02,0.84534,0.89206,sem diferença clara,0.94,39.01,False,
so_temporada_fechada,S1_selecao,eficiencia,Chile,liga,Brasil B,conversao_pct,9,532,-1.44,-24.46,17.77,0.89206,0.89206,sem diferença clara,0.94,36.97,False,
so_temporada_fechada,S1_selecao,eficiencia,Chile,liga,Brasil B,cruzamentos_certos_pct,9,532,8.09,-11.49,28.87,0.42452,0.89206,sem diferença clara,0.94,37.22,False,
so_temporada_fechada,S1_selecao,eficiencia,Chile,liga,Brasil B,passes_prog_certos_pct,9,532,-19.38,-44.17,4.16,0.08563,0.28545,sem diferença clara,0.94,34.87,False,
so_temporada_fechada,S1_selecao,eficiencia,Chile,liga,Brasil B,passes_ult_terco_certos_pct,9,532,-28.0,-54.44,3.2,0.05337,0.26683,sem diferença clara,0.94,35.35,False,
so_temporada_fechada,S1_selecao,eficiencia,Chile,liga,Brasil B,FAMILIA (média dos indicadores),9,532,-5.43,-13.69,0.57,0.09753,,sem diferença clara,0.94,14.36,False,0
so_temporada_fechada,S1_selecao,eficiencia,Colombia A,liga,Brasil B,passes_certos_pct,10,532,2.54,-9.93,18.64,0.72128,0.89464,sem diferença clara,0.9,28.84,False,
so_temporada_fechada,S1_selecao,eficiencia,Colombia A,liga,Brasil B,duelos_ganhos_pct,10,532,6.7,-14.43,27.11,0.5779,0.82557,sem diferença clara,0.9,32.72,False,
so_temporada_fechada,S1_selecao,eficiencia,Colombia A,liga,Brasil B,duelos_aereos_ganhos_pct,10,532,-15.55,-40.89,10.83,0.19778,0.82557,sem diferença clara,0.9,31.67,False,
so_temporada_fechada,S1_selecao,eficiencia,Colombia A,liga,Brasil B,duelos_def_ganhos_pct,10,532,14.27,-14.43,47.67,0.36887,0.82557,sem diferença clara,0.9,35.3,False,
so_temporada_fechada,S1_selecao,eficiencia,Colombia A,liga,Brasil B,dribles_certos_pct,10,532,15.91,-13.02,41.79,0.25132,0.82557,sem diferença clara,0.9,36.51,False,
so_temporada_fechada,S1_selecao,eficiencia,Colombia A,liga,Brasil B,remates_baliza_pct,10,532,-8.35,-34.72,21.76,0.54804,0.82557,sem diferença clara,0.9,37.35,False,
so_temporada_fechada,S1_selecao,eficiencia,Colombia A,liga,Brasil B,conversao_pct,10,532,8.68,-16.43,31.55,0.4367,0.82557,sem diferença clara,0.9,35.4,False,
so_temporada_fechada,S1_selecao,eficiencia,Colombia A,liga,Brasil B,cruzamentos_certos_pct,10,532,-12.4,-36.55,14.68,0.34239,0.82557,sem diferença clara,0.9,35.63,False,
so_temporada_fechada,S1_selecao,eficiencia,Colombia A,liga,Brasil B,passes_prog_certos_pct,10,532,-2.03,-33.51,22.66,0.87474,0.89464,sem diferença clara,0.9,33.38,False,
so_temporada_fechada,S1_selecao,eficiencia,Colombia A,liga,Brasil B,passes_ult_terco_certos_pct,10,532,-1.71,-26.05,27.11,0.89464,0.89464,sem diferença clara,0.9,33.84,False,
so_temporada_fechada,S1_selecao,eficiencia,Colombia A,liga,Brasil B,FAMILIA (média dos indicadores),10,532,0.81,-8.05,8.08,0.84543,,sem diferença clara,0.9,13.75,False,0
so_temporada_fechada,S1_selecao,eficiencia,EUA,liga,Brasil B,passes_certos_pct,13,532,10.61,-3.3,25.82,0.14366,0.60797,sem diferença clara,0.79,25.32,False,
so_temporada_fechada,S1_selecao,eficiencia,EUA,liga,Brasil B,duelos_ganhos_pct,13,532,12.22,-7.28,29.15,0.1919,0.60797,sem diferença clara,0.79,28.72,False,
so_temporada_fechada,S1_selecao,eficiencia,EUA,liga,Brasil B,duelos_aereos_ganhos_pct,13,532,-1.69,-16.64,13.87,0.83059,0.92288,sem diferença clara,0.79,27.8,False,
so_temporada_fechada,S1_selecao,eficiencia,EUA,liga,Brasil B,duelos_def_ganhos_pct,13,532,7.85,-13.78,29.74,0.48277,0.77959,sem diferença clara,0.79,30.99,False,
so_temporada_fechada,S1_selecao,eficiencia,EUA,liga,Brasil B,dribles_certos_pct,13,532,0.28,-20.88,21.66,0.97784,0.97784,sem diferença clara,0.79,32.05,False,
so_temporada_fechada,S1_selecao,eficiencia,EUA,liga,Brasil B,remates_baliza_pct,13,532,-14.53,-39.88,13.92,0.24319,0.60797,sem diferença clara,0.79,32.78,False,
so_temporada_fechada,S1_selecao,eficiencia,EUA,liga,Brasil B,conversao_pct,13,532,-7.26,-31.28,20.95,0.54571,0.77959,sem diferença clara,0.79,31.07,False,
so_temporada_fechada,S1_selecao,eficiencia,EUA,liga,Brasil B,cruzamentos_certos_pct,13,532,8.82,-16.66,35.34,0.52332,0.77959,sem diferença clara,0.79,31.28,False,
so_temporada_fechada,S1_selecao,eficiencia,EUA,liga,Brasil B,passes_prog_certos_pct,13,532,2.9,-17.57,26.35,0.79054,0.92288,sem diferença clara,0.79,29.3,False,
so_temporada_fechada,S1_selecao,eficiencia,EUA,liga,Brasil B,passes_ult_terco_certos_pct,13,532,11.38,1.08,23.1,0.04466,0.44659,pode ser sorte,0.79,29.71,False,
so_temporada_fechada,S1_selecao,eficiencia,EUA,liga,Brasil B,FAMILIA (média dos indicadores),13,532,3.06,-2.18,7.94,0.25071,,sem diferença clara,0.79,12.07,False,0
so_temporada_fechada,S1_selecao,eficiencia,FAIXA ABAIXO,faixa,Brasil B,passes_certos_pct,27,532,4.78,-8.16,19.53,0.45505,0.8691,sem diferença clara,0.55,17.62,False,
so_temporada_fechada,S1_selecao,eficiencia,FAIXA ABAIXO,faixa,Brasil B,duelos_ganhos_pct,27,532,-2.88,-18.4,11.56,0.71923,0.8691,sem diferença clara,0.55,19.99,False,
so_temporada_fechada,S1_selecao,eficiencia,FAIXA ABAIXO,faixa,Brasil B,duelos_aereos_ganhos_pct,27,532,-4.32,-18.27,11.31,0.54072,0.8691,sem diferença clara,0.55,19.36,False,
so_temporada_fechada,S1_selecao,eficiencia,FAIXA ABAIXO,faixa,Brasil B,duelos_def_ganhos_pct,27,532,-0.67,-16.24,14.98,0.93197,0.93197,sem diferença clara,0.55,21.57,False,
so_temporada_fechada,S1_selecao,eficiencia,FAIXA ABAIXO,faixa,Brasil B,dribles_certos_pct,27,532,6.88,-10.96,26.08,0.46825,0.8691,sem diferença clara,0.55,22.31,False,
so_temporada_fechada,S1_selecao,eficiencia,FAIXA ABAIXO,faixa,Brasil B,remates_baliza_pct,27,532,6.42,-8.14,19.66,0.36973,0.8691,sem diferença clara,0.55,22.82,False,
so_temporada_fechada,S1_selecao,eficiencia,FAIXA ABAIXO,faixa,Brasil B,conversao_pct,27,532,-6.67,-23.53,10.67,0.40643,0.8691,sem diferença clara,0.55,21.63,False,
so_temporada_fechada,S1_selecao,eficiencia,FAIXA ABAIXO,faixa,Brasil B,cruzamentos_certos_pct,27,532,4.52,-7.81,18.32,0.50524,0.8691,sem diferença clara,0.55,21.78,False,
so_temporada_fechada,S1_selecao,eficiencia,FAIXA ABAIXO,faixa,Brasil B,passes_prog_certos_pct,27,532,-1.91,-15.43,10.94,0.78219,0.8691,sem diferença clara,0.55,20.4,False,
so_temporada_fechada,S1_selecao,eficiencia,FAIXA ABAIXO,faixa,Brasil B,passes_ult_terco_certos_pct,27,532,-2.68,-18.7,13.94,0.76001,0.8691,sem diferença clara,0.55,20.68,False,
so_temporada_fechada,S1_selecao,eficiencia,FAIXA ABAIXO,faixa,Brasil B,FAMILIA (média dos indicadores),27,532,0.35,-4.87,6.02,0.90034,,sem diferença clara,0.55,8.4,False,0
so_temporada_fechada,S1_selecao,eficiencia,FAIXA ACIMA,faixa,Brasil B,passes_certos_pct,39,532,5.72,-4.75,17.31,0.30005,0.73394,sem diferença clara,0.47,15.06,False,
so_temporada_fechada,S1_selecao,eficiencia,FAIXA ACIMA,faixa,Brasil B,duelos_ganhos_pct,39,532,2.72,-7.02,14.86,0.64158,0.81253,sem diferença clara,0.47,17.09,False,
so_temporada_fechada,S1_selecao,eficiencia,FAIXA ACIMA,faixa,Brasil B,duelos_aereos_ganhos_pct,39,532,7.08,-7.77,23.52,0.36697,0.73394,sem diferença clara,0.47,16.54,False,
so_temporada_fechada,S1_selecao,eficiencia,FAIXA ACIMA,faixa,Brasil B,duelos_def_ganhos_pct,39,532,2.91,-10.07,16.69,0.65002,0.81253,sem diferença clara,0.47,18.43,False,
so_temporada_fechada,S1_selecao,eficiencia,FAIXA ACIMA,faixa,Brasil B,dribles_certos_pct,39,532,2.2,-11.26,15.79,0.7342,0.81578,sem diferença clara,0.47,19.07,False,
so_temporada_fechada,S1_selecao,eficiencia,FAIXA ACIMA,faixa,Brasil B,remates_baliza_pct,39,532,17.96,3.15,32.32,0.01409,0.04696,firme,0.47,19.5,False,
so_temporada_fechada,S1_selecao,eficiencia,FAIXA ACIMA,faixa,Brasil B,conversao_pct,39,532,20.94,7.76,33.1,0.00167,0.00993,firme,0.47,18.48,True,
so_temporada_fechada,S1_selecao,eficiencia,FAIXA ACIMA,faixa,Brasil B,cruzamentos_certos_pct,39,532,1.16,-13.71,15.12,0.87983,0.87983,sem diferença clara,0.47,18.61,False,
so_temporada_fechada,S1_selecao,eficiencia,FAIXA ACIMA,faixa,Brasil B,passes_prog_certos_pct,39,532,16.27,5.46,26.04,0.00199,0.00993,firme,0.47,17.43,False,
so_temporada_fechada,S1_selecao,eficiencia,FAIXA ACIMA,faixa,Brasil B,passes_ult_terco_certos_pct,39,532,4.38,-8.74,15.07,0.46217,0.77028,sem diferença clara,0.47,17.67,False,
so_temporada_fechada,S1_selecao,eficiencia,FAIXA ACIMA,faixa,Brasil B,FAMILIA (média dos indicadores),39,532,8.13,4.05,12.86,0.00027,,pode ser sorte,0.47,7.18,True,3
so_temporada_fechada,S1_selecao,eficiencia,FAIXA PAREADO,faixa,Brasil B,passes_certos_pct,22,532,-3.22,-20.64,13.7,0.71066,0.94809,sem diferença clara,0.61,19.55,False,
so_temporada_fechada,S1_selecao,eficiencia,FAIXA PAREADO,faixa,Brasil B,duelos_ganhos_pct,22,532,-11.28,-28.14,5.5,0.18382,0.94809,sem diferença clara,0.61,22.18,False,
so_temporada_fechada,S1_selecao,eficiencia,FAIXA PAREADO,faixa,Brasil B,duelos_aereos_ganhos_pct,22,532,3.57,-12.33,19.42,0.64779,0.94809,sem diferença clara,0.61,21.47,False,
so_temporada_fechada,S1_selecao,eficiencia,FAIXA PAREADO,faixa,Brasil B,duelos_def_ganhos_pct,22,532,-2.32,-20.78,17.5,0.81534,0.94809,sem diferença clara,0.61,23.93,False,
so_temporada_fechada,S1_selecao,eficiencia,FAIXA PAREADO,faixa,Brasil B,dribles_certos_pct,22,532,-11.75,-31.8,7.25,0.25525,0.94809,sem diferença clara,0.61,24.75,False,
so_temporada_fechada,S1_selecao,eficiencia,FAIXA PAREADO,faixa,Brasil B,remates_baliza_pct,22,532,0.67,-18.66,21.81,0.94809,0.94809,sem diferença clara,0.61,25.31,False,
so_temporada_fechada,S1_selecao,eficiencia,FAIXA PAREADO,faixa,Brasil B,conversao_pct,22,532,6.39,-6.42,18.58,0.30293,0.94809,sem diferença clara,0.61,23.99,False,
so_temporada_fechada,S1_selecao,eficiencia,FAIXA PAREADO,faixa,Brasil B,cruzamentos_certos_pct,22,532,-1.8,-21.71,15.83,0.85349,0.94809,sem diferença clara,0.61,24.15,False,
so_temporada_fechada,S1_selecao,eficiencia,FAIXA PAREADO,faixa,Brasil B,passes_prog_certos_pct,22,532,0.95,-21.14,19.11,0.9235,0.94809,sem diferença clara,0.61,22.63,False,
so_temporada_fechada,S1_selecao,eficiencia,FAIXA PAREADO,faixa,Brasil B,passes_ult_terco_certos_pct,22,532,-4.89,-23.28,12.61,0.60312,0.94809,sem diferença clara,0.61,22.94,False,
so_temporada_fechada,S1_selecao,eficiencia,FAIXA PAREADO,faixa,Brasil B,FAMILIA (média dos indicadores),22,532,-2.37,-6.38,1.76,0.29693,,sem diferença clara,0.61,9.32,False,0
so_temporada_fechada,S1_selecao,eficiencia,Portugal A,liga,Brasil B,passes_certos_pct,11,532,-0.1,-11.59,12.44,0.98694,0.98694,sem diferença clara,0.86,27.56,False,
so_temporada_fechada,S1_selecao,eficiencia,Portugal A,liga,Brasil B,duelos_ganhos_pct,11,532,0.22,-20.18,18.79,0.98229,0.98694,sem diferença clara,0.86,31.26,False,
so_temporada_fechada,S1_selecao,eficiencia,Portugal A,liga,Brasil B,duelos_aereos_ganhos_pct,11,532,2.01,-12.96,14.75,0.77651,0.98147,sem diferença clara,0.86,30.27,False,
so_temporada_fechada,S1_selecao,eficiencia,Portugal A,liga,Brasil B,duelos_def_ganhos_pct,11,532,4.63,-18.32,30.6,0.70099,0.98147,sem diferença clara,0.86,33.73,False,
so_temporada_fechada,S1_selecao,eficiencia,Portugal A,liga,Brasil B,dribles_certos_pct,11,532,7.09,-17.98,30.01,0.54683,0.98147,sem diferença clara,0.86,34.89,False,
so_temporada_fechada,S1_selecao,eficiencia,Portugal A,liga,Brasil B,remates_baliza_pct,11,532,10.11,-22.87,46.09,0.54002,0.98147,sem diferença clara,0.86,35.69,False,
so_temporada_fechada,S1_selecao,eficiencia,Portugal A,liga,Brasil B,conversao_pct,11,532,17.28,-9.93,45.64,0.19148,0.83816,sem diferença clara,0.86,33.82,False,
so_temporada_fechada,S1_selecao,eficiencia,Portugal A,liga,Brasil B,cruzamentos_certos_pct,11,532,-19.87,-41.37,3.06,0.07158,0.71585,sem diferença clara,0.86,34.05,False,
so_temporada_fechada,S1_selecao,eficiencia,Portugal A,liga,Brasil B,passes_prog_certos_pct,11,532,10.79,-6.99,29.24,0.25145,0.83816,sem diferença clara,0.86,31.9,False,
so_temporada_fechada,S1_selecao,eficiencia,Portugal A,liga,Brasil B,passes_ult_terco_certos_pct,11,532,1.93,-11.01,16.6,0.78518,0.98147,sem diferença clara,0.86,32.34,False,
so_temporada_fechada,S1_selecao,eficiencia,Portugal A,liga,Brasil B,FAMILIA (média dos indicadores),11,532,3.41,-3.72,10.91,0.34685,,sem diferença clara,0.86,13.14,False,0
so_temporada_fechada,S1_selecao,eficiencia,Portugal B,liga,Brasil B,passes_certos_pct,9,532,-11.1,-32.31,11.21,0.3042,0.507,sem diferença clara,0.94,30.12,False,
so_temporada_fechada,S1_selecao,eficiencia,Portugal B,liga,Brasil B,duelos_ganhos_pct,9,532,-7.98,-32.94,12.7,0.46223,0.51359,sem diferença clara,0.94,34.17,False,
so_temporada_fechada,S1_selecao,eficiencia,Portugal B,liga,Brasil B,duelos_aereos_ganhos_pct,9,532,11.4,-19.21,41.45,0.42209,0.51359,sem diferença clara,0.94,33.08,False,
so_temporada_fechada,S1_selecao,eficiencia,Portugal B,liga,Brasil B,duelos_def_ganhos_pct,9,532,10.34,-14.04,38.23,0.36736,0.51359,sem diferença clara,0.94,36.87,False,
so_temporada_fechada,S1_selecao,eficiencia,Portugal B,liga,Brasil B,dribles_certos_pct,9,532,7.86,-8.45,21.79,0.28572,0.507,sem diferença clara,0.94,38.14,False,
so_temporada_fechada,S1_selecao,eficiencia,Portugal B,liga,Brasil B,remates_baliza_pct,9,532,-22.42,-43.33,-4.48,0.01982,0.19816,pode ser sorte,0.94,39.01,False,
so_temporada_fechada,S1_selecao,eficiencia,Portugal B,liga,Brasil B,conversao_pct,9,532,-6.42,-19.14,6.74,0.30144,0.507,sem diferença clara,0.94,36.97,False,
so_temporada_fechada,S1_selecao,eficiencia,Portugal B,liga,Brasil B,cruzamentos_certos_pct,9,532,-24.14,-51.69,4.44,0.08074,0.40369,sem diferença clara,0.94,37.22,False,
so_temporada_fechada,S1_selecao,eficiencia,Portugal B,liga,Brasil B,passes_prog_certos_pct,9,532,13.3,-8.47,36.51,0.2509,0.507,sem diferença clara,0.94,34.87,False,
so_temporada_fechada,S1_selecao,eficiencia,Portugal B,liga,Brasil B,passes_ult_terco_certos_pct,9,532,-5.58,-36.64,27.94,0.70136,0.70136,sem diferença clara,0.94,35.35,False,
so_temporada_fechada,S1_selecao,eficiencia,Portugal B,liga,Brasil B,FAMILIA (média dos indicadores),9,532,-3.47,-15.65,7.52,0.51326,,sem diferença clara,0.94,14.36,False,0
so_temporada_fechada,S1_selecao,eficiencia,Uruguai,liga,Brasil B,passes_certos_pct,16,532,-21.2,-34.91,-7.35,0.00144,0.01437,firme,0.71,22.75,False,
so_temporada_fechada,S1_selecao,eficiencia,Uruguai,liga,Brasil B,duelos_ganhos_pct,16,532,2.58,-12.63,17.87,0.74671,0.79842,sem diferença clara,0.71,25.81,False,
so_temporada_fechada,S1_selecao,eficiencia,Uruguai,liga,Brasil B,duelos_aereos_ganhos_pct,16,532,-6.57,-21.33,7.91,0.3673,0.53445,sem diferença clara,0.71,24.99,False,
so_temporada_fechada,S1_selecao,eficiencia,Uruguai,liga,Brasil B,duelos_def_ganhos_pct,16,532,17.36,1.64,33.05,0.02602,0.13008,pode ser sorte,0.71,27.85,False,
so_temporada_fechada,S1_selecao,eficiencia,Uruguai,liga,Brasil B,dribles_certos_pct,16,532,-10.47,-34.18,14.14,0.37412,0.53445,sem diferença clara,0.71,28.8,False,
so_temporada_fechada,S1_selecao,eficiencia,Uruguai,liga,Brasil B,remates_baliza_pct,16,532,-12.82,-30.05,5.38,0.16084,0.46917,sem diferença clara,0.71,29.46,False,
so_temporada_fechada,S1_selecao,eficiencia,Uruguai,liga,Brasil B,conversao_pct,16,532,-2.03,-18.76,14.28,0.79842,0.79842,sem diferença clara,0.71,27.92,False,
so_temporada_fechada,S1_selecao,eficiencia,Uruguai,liga,Brasil B,cruzamentos_certos_pct,16,532,2.65,-17.71,17.37,0.74585,0.79842,sem diferença clara,0.71,28.11,False,
so_temporada_fechada,S1_selecao,eficiencia,Uruguai,liga,Brasil B,passes_prog_certos_pct,16,532,-7.05,-21.89,10.8,0.36662,0.53445,sem diferença clara,0.71,26.33,False,
so_temporada_fechada,S1_selecao,eficiencia,Uruguai,liga,Brasil B,passes_ult_terco_certos_pct,16,532,-11.19,-27.46,8.58,0.18767,0.46917,sem diferença clara,0.71,26.7,False,
so_temporada_fechada,S1_selecao,eficiencia,Uruguai,liga,Brasil B,FAMILIA (média dos indicadores),16,532,-4.87,-9.49,0.85,0.05214,,sem diferença clara,0.71,10.85,False,1
so_temporada_fechada,S2_selecao_idade,eficiencia,Argentina A,liga,Brasil B,passes_certos_pct,20,532,-2.7,-14.57,9.3,0.65176,0.89112,sem diferença clara,0.64,20.51,False,
so_temporada_fechada,S2_selecao_idade,eficiencia,Argentina A,liga,Brasil B,duelos_ganhos_pct,20,532,2.29,-9.35,13.96,0.72466,0.89112,sem diferença clara,0.64,23.27,False,
so_temporada_fechada,S2_selecao_idade,eficiencia,Argentina A,liga,Brasil B,duelos_aereos_ganhos_pct,20,532,-5.65,-19.04,9.47,0.43916,0.89112,sem diferença clara,0.64,22.52,False,
so_temporada_fechada,S2_selecao_idade,eficiencia,Argentina A,liga,Brasil B,duelos_def_ganhos_pct,20,532,2.02,-14.39,20.15,0.81624,0.89112,sem diferença clara,0.64,25.1,False,
so_temporada_fechada,S2_selecao_idade,eficiencia,Argentina A,liga,Brasil B,dribles_certos_pct,20,532,-10.11,-26.75,11.16,0.29625,0.89112,sem diferença clara,0.64,25.96,False,
so_temporada_fechada,S2_selecao_idade,eficiencia,Argentina A,liga,Brasil B,remates_baliza_pct,20,532,4.56,-11.66,18.71,0.54393,0.89112,sem diferença clara,0.64,26.56,False,
so_temporada_fechada,S2_selecao_idade,eficiencia,Argentina A,liga,Brasil B,conversao_pct,20,532,6.8,-2.77,17.33,0.18856,0.89112,sem diferença clara,0.64,25.17,False,
so_temporada_fechada,S2_selecao_idade,eficiencia,Argentina A,liga,Brasil B,cruzamentos_certos_pct,20,532,0.92,-10.65,13.89,0.89112,0.89112,sem diferença clara,0.64,25.34,False,
so_temporada_fechada,S2_selecao_idade,eficiencia,Argentina A,liga,Brasil B,passes_prog_certos_pct,20,532,19.69,4.51,34.77,0.0127,0.12704,pode ser sorte,0.64,23.74,False,
so_temporada_fechada,S2_selecao_idade,eficiencia,Argentina A,liga,Brasil B,passes_ult_terco_certos_pct,20,532,5.36,-10.21,22.17,0.50992,0.89112,sem diferença clara,0.64,24.07,False,
so_temporada_fechada,S2_selecao_idade,eficiencia,Argentina A,liga,Brasil B,FAMILIA (média dos indicadores),20,532,2.32,-1.84,7.49,0.32645,,sem diferença clara,0.64,9.78,False,0
so_temporada_fechada,S2_selecao_idade,eficiencia,Brasil A,liga,Brasil B,passes_certos_pct,122,532,10.15,6.79,13.8,0.0,0.0,firme,0.29,9.29,True,
so_temporada_fechada,S2_selecao_idade,eficiencia,Brasil A,liga,Brasil B,duelos_ganhos_pct,122,532,-0.11,-4.32,4.17,0.96463,0.96463,sem diferença clara,0.29,10.54,False,
so_temporada_fechada,S2_selecao_idade,eficiencia,Brasil A,liga,Brasil B,duelos_aereos_ganhos_pct,122,532,-1.47,-5.77,3.38,0.53387,0.70537,sem diferença clara,0.29,10.21,False,
so_temporada_fechada,S2_selecao_idade,eficiencia,Brasil A,liga,Brasil B,duelos_def_ganhos_pct,122,532,-1.52,-7.03,3.35,0.5643,0.70537,sem diferença clara,0.29,11.37,False,
so_temporada_fechada,S2_selecao_idade,eficiencia,Brasil A,liga,Brasil B,dribles_certos_pct,122,532,-3.15,-8.99,2.21,0.26988,0.48471,sem diferença clara,0.29,11.77,False,
so_temporada_fechada,S2_selecao_idade,eficiencia,Brasil A,liga,Brasil B,remates_baliza_pct,122,532,-0.81,-6.52,4.13,0.76379,0.84866,sem diferença clara,0.29,12.03,False,
so_temporada_fechada,S2_selecao_idade,eficiencia,Brasil A,liga,Brasil B,conversao_pct,122,532,8.41,3.15,14.3,0.00257,0.00856,firme,0.29,11.41,False,
so_temporada_fechada,S2_selecao_idade,eficiencia,Brasil A,liga,Brasil B,cruzamentos_certos_pct,122,532,3.04,-2.48,8.9,0.29083,0.48471,sem diferença clara,0.29,11.48,False,
so_temporada_fechada,S2_selecao_idade,eficiencia,Brasil A,liga,Brasil B,passes_prog_certos_pct,122,532,10.3,6.04,15.11,4e-05,0.00018,firme,0.29,10.76,False,
so_temporada_fechada,S2_selecao_idade,eficiencia,Brasil A,liga,Brasil B,passes_ult_terco_certos_pct,122,532,4.46,-0.77,8.79,0.07393,0.18483,sem diferença clara,0.29,10.91,False,
so_temporada_fechada,S2_selecao_idade,eficiencia,Brasil A,liga,Brasil B,FAMILIA (média dos indicadores),122,532,2.93,1.48,4.27,0.00016,,pode ser sorte,0.29,4.43,False,3
so_temporada_fechada,S2_selecao_idade,eficiencia,Brasil C,liga,Brasil B,passes_certos_pct,63,532,2.47,-2.04,7.19,0.31707,0.39359,sem diferença clara,0.38,12.18,False,
so_temporada_fechada,S2_selecao_idade,eficiencia,Brasil C,liga,Brasil B,duelos_ganhos_pct,63,532,2.82,-2.58,7.5,0.30763,0.39359,sem diferença clara,0.38,13.81,False,
so_temporada_fechada,S2_selecao_idade,eficiencia,Brasil C,liga,Brasil B,duelos_aereos_ganhos_pct,63,532,-2.51,-8.07,2.68,0.35423,0.39359,sem diferença clara,0.38,13.37,False,
so_temporada_fechada,S2_selecao_idade,eficiencia,Brasil C,liga,Brasil B,duelos_def_ganhos_pct,63,532,2.81,-2.77,7.85,0.32284,0.39359,sem diferença clara,0.38,14.9,False,
so_temporada_fechada,S2_selecao_idade,eficiencia,Brasil C,liga,Brasil B,dribles_certos_pct,63,532,6.9,1.49,12.89,0.0241,0.12049,pode ser sorte,0.38,15.42,False,
so_temporada_fechada,S2_selecao_idade,eficiencia,Brasil C,liga,Brasil B,remates_baliza_pct,63,532,-2.47,-10.13,4.03,0.46144,0.46144,sem diferença clara,0.38,15.77,False,
so_temporada_fechada,S2_selecao_idade,eficiencia,Brasil C,liga,Brasil B,conversao_pct,63,532,-7.32,-13.3,-1.17,0.02098,0.12049,pode ser sorte,0.38,14.95,False,
so_temporada_fechada,S2_selecao_idade,eficiencia,Brasil C,liga,Brasil B,cruzamentos_certos_pct,63,532,4.84,-1.07,10.81,0.11205,0.37351,sem diferença clara,0.38,15.05,False,
so_temporada_fechada,S2_selecao_idade,eficiencia,Brasil C,liga,Brasil B,passes_prog_certos_pct,63,532,-3.47,-8.61,1.89,0.21522,0.39359,sem diferença clara,0.38,14.09,False,
so_temporada_fechada,S2_selecao_idade,eficiencia,Brasil C,liga,Brasil B,passes_ult_terco_certos_pct,63,532,3.78,-1.72,9.49,0.1747,0.39359,sem diferença clara,0.38,14.29,False,
so_temporada_fechada,S2_selecao_idade,eficiencia,Brasil C,liga,Brasil B,FAMILIA (média dos indicadores),63,532,0.79,-1.01,2.41,0.40527,,sem diferença clara,0.38,5.81,False,0
so_temporada_fechada,S2_selecao_idade,eficiencia,Chile,liga,Brasil B,passes_certos_pct,9,532,-2.67,-23.73,19.29,0.783,0.91114,sem diferença clara,0.94,30.12,False,
so_temporada_fechada,S2_selecao_idade,eficiencia,Chile,liga,Brasil B,duelos_ganhos_pct,9,532,-5.66,-31.28,20.05,0.63979,0.91114,sem diferença clara,0.94,34.17,False,
so_temporada_fechada,S2_selecao_idade,eficiencia,Chile,liga,Brasil B,duelos_aereos_ganhos_pct,9,532,3.47,-25.96,26.76,0.78257,0.91114,sem diferença clara,0.94,33.08,False,
so_temporada_fechada,S2_selecao_idade,eficiencia,Chile,liga,Brasil B,duelos_def_ganhos_pct,9,532,-16.3,-29.24,-1.4,0.01954,0.19536,pode ser sorte,0.94,36.87,False,
so_temporada_fechada,S2_selecao_idade,eficiencia,Chile,liga,Brasil B,dribles_certos_pct,9,532,9.18,-27.41,43.71,0.56644,0.91114,sem diferença clara,0.94,38.14,False,
so_temporada_fechada,S2_selecao_idade,eficiencia,Chile,liga,Brasil B,remates_baliza_pct,9,532,-3.38,-32.24,33.55,0.82528,0.91114,sem diferença clara,0.94,39.01,False,
so_temporada_fechada,S2_selecao_idade,eficiencia,Chile,liga,Brasil B,conversao_pct,9,532,-1.19,-23.63,19.6,0.91114,0.91114,sem diferença clara,0.94,36.97,False,
