temporada,leitura,nivel,unidade,pilar,familia,comparacao,corte,recorte_extra,normalizacao,medida,medida_nome,indicador,nome,n_a,n_b,clubes_a,clubes_b,cru_a,cru_b,dif_bruta,d,ic95_lo,ic95_hi,p,q,n_testes_na_familia,q_por_medida,selo_por_medida,d_minimo_80_linhas,d_minimo_80_clubes,poder_suficiente,abaixo_do_piso,selo,porta_roda,porta_rho_parcial,porta_p,confianca,confianca_motivo
2025,secundaria,jogador_jogo,"jogador-temporada, só jogos de empate",fisico_ind,fisico_ind_x_CM,CM,com,placar_E,posto_no_ano,delta_turno,returno menos turno — sustentar ao longo da temporada,m_per_min,Metros por minuto,20,50,4,11,-0.175,0.3,-0.475,-0.146,-1.03,1.03,0.59392,0.82632,32,0.92016,sem diferença clara,0.75,1.77,0,0,sem diferença clara,0,,,indício,não passa no BH da família e a porta não sustenta
2025,secundaria,jogador_jogo,"jogador-temporada, só jogos de empate",fisico_ind,fisico_ind_x_CM,CM,com,placar_E,posto_no_ano,delta_turno,returno menos turno — sustentar ao longo da temporada,psv99,PSV-99 do jogador no jogo (km/h),38,86,4,11,0.7,0.3,0.4,0.155,-0.2,0.8,0.43191,0.77888,32,0.43191,sem diferença clara,0.55,1.77,0,0,sem diferença clara,0,,,indício,não passa no BH da família e a porta não sustenta
2025,secundaria,jogador_jogo,"jogador-temporada, só jogos de empate",fisico_ind,fisico_ind_x_CM,CM,com,placar_E,posto_no_ano,delta_turno,returno menos turno — sustentar ao longo da temporada,running_distance_p90,Distância em corrida por 90 (m),20,50,4,11,19.909,-1.159,21.068,0.061,-0.52,0.83,0.80007,0.85341,32,0.92016,sem diferença clara,0.75,1.77,0,0,sem diferença clara,0,,,indício,não passa no BH da família e a porta não sustenta
2025,secundaria,jogador_jogo,"jogador-temporada, só jogos de empate",fisico_ind,fisico_ind_x_CM,CM,com,placar_E,posto_no_ano,delta_turno,returno menos turno — sustentar ao longo da temporada,sprint_count_p90,Número de sprints por 90,20,50,4,11,0.366,0.614,-0.248,-0.027,-0.6,0.9,0.92016,0.92016,32,0.92016,sem diferença clara,0.75,1.77,0,0,sem diferença clara,0,,,indício,não passa no BH da família e a porta não sustenta
2025,secundaria,jogador_jogo,"jogador-temporada, só jogos de empate",fisico_ind,fisico_ind_x_CM,CM,com,placar_E,posto_no_ano,delta_turno,returno menos turno — sustentar ao longo da temporada,sprint_distance_p90,Distância em sprint por 90 (m),20,50,4,11,17.917,9.082,8.835,-0.094,-0.88,0.62,0.75738,0.83573,32,0.92016,sem diferença clara,0.75,1.77,0,0,sem diferença clara,0,,,indício,não passa no BH da família e a porta não sustenta
2025,secundaria,jogador_jogo,"jogador-temporada, só jogos de empate",fisico_ind,fisico_ind_x_CM,CM,com,placar_E,posto_no_ano,returno,nível no 2º turno (rodadas 20+),distance_p90,Distância por 90 min (m),35,127,4,12,9308.383,9666.603,-358.22,-0.257,-0.78,0.37,0.20509,0.52775,32,0.44078,sem diferença clara,0.54,1.74,0,0,sem diferença clara,0,,,indício,não passa no BH da família e a porta não sustenta
2025,secundaria,jogador_jogo,"jogador-temporada, só jogos de empate",fisico_ind,fisico_ind_x_CM,CM,com,placar_E,posto_no_ano,returno,nível no 2º turno (rodadas 20+),hi_distance_p90,Distância em alta intensidade por 90 (m),35,127,4,12,646.2,685.268,-39.068,-0.211,-0.46,0.04,0.25187,0.5757,32,0.44078,sem diferença clara,0.54,1.74,0,0,sem diferença clara,0,,,indício,não passa no BH da família e a porta não sustenta
2025,secundaria,jogador_jogo,"jogador-temporada, só jogos de empate",fisico_ind,fisico_ind_x_CM,CM,com,placar_E,posto_no_ano,returno,nível no 2º turno (rodadas 20+),high_accel_p90,Acelerações fortes por 90,35,127,4,12,6.6,6.285,0.315,0.076,-0.16,0.33,0.67728,0.83573,32,0.70834,sem diferença clara,0.54,1.74,0,0,sem diferença clara,0,,,indício,não passa no BH da família e a porta não sustenta
2025,secundaria,jogador_jogo,"jogador-temporada, só jogos de empate",fisico_ind,fisico_ind_x_CM,CM,com,placar_E,posto_no_ano,returno,nível no 2º turno (rodadas 20+),m_per_min,Metros por minuto,35,127,4,12,103.427,107.407,-3.98,-0.257,-0.81,0.33,0.20509,0.52775,32,0.44078,sem diferença clara,0.54,1.74,0,0,sem diferença clara,0,,,indício,não passa no BH da família e a porta não sustenta
2025,secundaria,jogador_jogo,"jogador-temporada, só jogos de empate",fisico_ind,fisico_ind_x_CM,CM,com,placar_E,posto_no_ano,returno,nível no 2º turno (rodadas 20+),psv99,PSV-99 do jogador no jogo (km/h),60,206,4,12,29.054,28.99,0.064,-0.06,-0.28,0.33,0.68969,0.83573,32,0.68969,sem diferença clara,0.41,1.74,0,0,sem diferença clara,0,,,indício,não passa no BH da família e a porta não sustenta
2025,secundaria,jogador_jogo,"jogador-temporada, só jogos de empate",fisico_ind,fisico_ind_x_CM,CM,com,placar_E,posto_no_ano,returno,nível no 2º turno (rodadas 20+),running_distance_p90,Distância em corrida por 90 (m),35,127,4,12,1189.024,1272.257,-83.233,-0.33,-0.66,0.04,0.09341,0.47051,32,0.44078,sem diferença clara,0.54,1.74,0,0,sem diferença clara,0,,,indício,não passa no BH da família e a porta não sustenta
2025,secundaria,jogador_jogo,"jogador-temporada, só jogos de empate",fisico_ind,fisico_ind_x_CM,CM,com,placar_E,posto_no_ano,returno,nível no 2º turno (rodadas 20+),sprint_count_p90,Número de sprints por 90,35,127,4,12,8.248,9.07,-0.822,-0.169,-0.29,0.05,0.37465,0.77888,32,0.52451,sem diferença clara,0.54,1.74,0,0,sem diferença clara,0,,,indício,não passa no BH da família e a porta não sustenta
2025,secundaria,jogador_jogo,"jogador-temporada, só jogos de empate",fisico_ind,fisico_ind_x_CM,CM,com,placar_E,posto_no_ano,returno,nível no 2º turno (rodadas 20+),sprint_distance_p90,Distância em sprint por 90 (m),35,127,4,12,165.147,172.12,-6.973,-0.071,-0.18,0.04,0.70834,0.83573,32,0.70834,sem diferença clara,0.54,1.74,0,0,sem diferença clara,0,,,indício,não passa no BH da família e a porta não sustenta
2025,secundaria,jogador_jogo,"jogador-temporada, só jogos de empate",fisico_ind,fisico_ind_x_CM,CM,com,placar_E,posto_no_ano,turno,nível no 1º turno (rodadas 1–19),distance_p90,Distância por 90 min (m),38,83,4,11,9354.573,9643.967,-289.394,-0.31,-0.82,0.26,0.12871,0.47051,32,0.18526,sem diferença clara,0.55,1.77,0,0,sem diferença clara,1,0.305,0.20356,indício,não passa no BH da família e a porta não sustenta
2025,secundaria,jogador_jogo,"jogador-temporada, só jogos de empate",fisico_ind,fisico_ind_x_CM,CM,com,placar_E,posto_no_ano,turno,nível no 1º turno (rodadas 1–19),hi_distance_p90,Distância em alta intensidade por 90 (m),38,83,4,11,605.517,645.073,-39.556,-0.365,-0.8,-0.03,0.07226,0.47051,32,0.18526,sem diferença clara,0.55,1.77,0,0,sem diferença clara,1,0.076,0.75631,indício,não passa no BH da família e a porta não sustenta
2025,secundaria,jogador_jogo,"jogador-temporada, só jogos de empate",fisico_ind,fisico_ind_x_CM,CM,com,placar_E,posto_no_ano,turno,nível no 1º turno (rodadas 1–19),high_accel_p90,Acelerações fortes por 90,38,83,4,11,6.019,6.117,-0.098,-0.03,-0.35,0.26,0.87877,0.90712,32,0.87877,sem diferença clara,0.55,1.77,0,0,sem diferença clara,1,-0.403,0.08695,indício,não passa no BH da família e a porta não sustenta
2025,secundaria,jogador_jogo,"jogador-temporada, só jogos de empate",fisico_ind,fisico_ind_x_CM,CM,com,placar_E,posto_no_ano,turno,nível no 1º turno (rodadas 1–19),m_per_min,Metros por minuto,38,83,4,11,103.939,107.157,-3.218,-0.31,-0.83,0.25,0.12871,0.47051,32,0.18526,sem diferença clara,0.55,1.77,0,0,sem diferença clara,1,0.305,0.20356,indício,não passa no BH da família e a porta não sustenta
2025,secundaria,jogador_jogo,"jogador-temporada, só jogos de empate",fisico_ind,fisico_ind_x_CM,CM,com,placar_E,posto_no_ano,turno,nível no 1º turno (rodadas 1–19),psv99,PSV-99 do jogador no jogo (km/h),70,145,4,11,28.352,28.7,-0.348,-0.277,-0.7,0.1,0.07337,0.47051,32,0.07337,sem diferença clara,0.41,1.77,0,0,sem diferença clara,1,0.011,0.96283,indício,não passa no BH da família e a porta não sustenta
2025,secundaria,jogador_jogo,"jogador-temporada, só jogos de empate",fisico_ind,fisico_ind_x_CM,CM,com,placar_E,posto_no_ano,turno,nível no 1º turno (rodadas 1–19),running_distance_p90,Distância em corrida por 90 (m),38,83,4,11,1196.531,1275.05,-78.519,-0.341,-0.72,0.21,0.10169,0.47051,32,0.18526,sem diferença clara,0.55,1.77,0,0,sem diferença clara,1,0.206,0.39773,indício,não passa no BH da família e a porta não sustenta
2025,secundaria,jogador_jogo,"jogador-temporada, só jogos de empate",fisico_ind,fisico_ind_x_CM,CM,com,placar_E,posto_no_ano,turno,nível no 1º turno (rodadas 1–19),sprint_count_p90,Número de sprints por 90,38,83,4,11,6.646,8.249,-1.603,-0.308,-0.86,0.09,0.13233,0.47051,32,0.18526,sem diferença clara,0.55,1.77,0,0,sem diferença clara,1,0.065,0.7908,indício,não passa no BH da família e a porta não sustenta
2025,secundaria,jogador_jogo,"jogador-temporada, só jogos de empate",fisico_ind,fisico_ind_x_CM,CM,com,placar_E,posto_no_ano,turno,nível no 1º turno (rodadas 1–19),sprint_distance_p90,Distância em sprint por 90 (m),38,83,4,11,135.395,151.97,-16.575,-0.273,-0.89,0.16,0.19009,0.52775,32,0.22178,sem diferença clara,0.55,1.77,0,0,sem diferença clara,1,0.024,0.92354,indício,não passa no BH da família e a porta não sustenta
2025,secundaria,jogador_jogo,"jogador-temporada, só jogos de vitória",fisico_ind,fisico_ind_x_CM,CM,com,placar_V,posto_no_ano,delta_descanso,jogo com menos de 4 dias de descanso menos jogo normal,distance_p90,Distância por 90 min (m),7,39,1,4,251.213,80.159,171.054,0.209,-0.31,1.1,0.62003,0.83595,32,0.62003,sem diferença clara,1.18,3.0,0,0,sem diferença clara,0,,,indício,não passa no BH da família e a porta não sustenta
2025,secundaria,jogador_jogo,"jogador-temporada, só jogos de vitória",fisico_ind,fisico_ind_x_CM,CM,com,placar_V,posto_no_ano,delta_descanso,jogo com menos de 4 dias de descanso menos jogo normal,hi_distance_p90,Distância em alta intensidade por 90 (m),7,39,1,4,78.65,22.31,56.34,0.247,0.03,0.54,0.50374,0.83595,32,0.62003,sem diferença clara,1.18,3.0,0,0,sem diferença clara,0,,,indício,não passa no BH da família e a porta não sustenta
2025,secundaria,jogador_jogo,"jogador-temporada, só jogos de vitória",fisico_ind,fisico_ind_x_CM,CM,com,placar_V,posto_no_ano,delta_descanso,jogo com menos de 4 dias de descanso menos jogo normal,high_accel_p90,Acelerações fortes por 90,7,39,1,4,0.936,-0.263,1.199,0.579,0.31,0.74,0.22985,0.49035,32,0.62003,sem diferença clara,1.18,3.0,0,0,sem diferença clara,0,,,indício,não passa no BH da família e a porta não sustenta
2025,secundaria,jogador_jogo,"jogador-temporada, só jogos de vitória",fisico_ind,fisico_ind_x_CM,CM,com,placar_V,posto_no_ano,delta_descanso,jogo com menos de 4 dias de descanso menos jogo normal,m_per_min,Metros por minuto,7,39,1,4,2.787,0.893,1.894,0.209,-0.33,1.13,0.62003,0.83595,32,0.62003,sem diferença clara,1.18,3.0,0,0,sem diferença clara,0,,,indício,não passa no BH da família e a porta não sustenta
2025,secundaria,jogador_jogo,"jogador-temporada, só jogos de vitória",fisico_ind,fisico_ind_x_CM,CM,com,placar_V,posto_no_ano,delta_descanso,jogo com menos de 4 dias de descanso menos jogo normal,psv99,PSV-99 do jogador no jogo (km/h),10,69,1,4,0.25,-0.011,0.261,0.148,-0.15,0.63,0.64129,0.83595,32,0.64129,sem diferença clara,0.96,3.0,0,0,sem diferença clara,0,,,indício,não passa no BH da família e a porta não sustenta
2025,secundaria,jogador_jogo,"jogador-temporada, só jogos de vitória",fisico_ind,fisico_ind_x_CM,CM,com,placar_V,posto_no_ano,delta_descanso,jogo com menos de 4 dias de descanso menos jogo normal,running_distance_p90,Distância em corrida por 90 (m),7,39,1,4,-12.737,40.975,-53.712,-0.368,-0.56,-0.14,0.32349,0.64698,32,0.62003,sem diferença clara,1.18,3.0,0,0,sem diferença clara,0,,,indício,não passa no BH da família e a porta não sustenta
2025,secundaria,jogador_jogo,"jogador-temporada, só jogos de vitória",fisico_ind,fisico_ind_x_CM,CM,com,placar_V,posto_no_ano,delta_descanso,jogo com menos de 4 dias de descanso menos jogo normal,sprint_count_p90,Número de sprints por 90,7,39,1,4,0.05,0.332,-0.282,-0.449,-0.85,-0.33,0.21917,0.49035,32,0.62003,sem diferença clara,1.18,3.0,0,0,sem diferença clara,0,,,indício,não passa no BH da família e a porta não sustenta
2025,secundaria,jogador_jogo,"jogador-temporada, só jogos de vitória",fisico_ind,fisico_ind_x_CM,CM,com,placar_V,posto_no_ano,delta_descanso,jogo com menos de 4 dias de descanso menos jogo normal,sprint_distance_p90,Distância em sprint por 90 (m),7,39,1,4,9.587,5.11,4.477,0.2,-0.3,1.03,0.59264,0.83595,32,0.62003,sem diferença clara,1.18,3.0,0,0,sem diferença clara,0,,,indício,não passa no BH da família e a porta não sustenta
2025,secundaria,jogador_jogo,"jogador-temporada, só jogos de vitória",fisico_ind,fisico_ind_x_CM,CM,com,placar_V,posto_no_ano,delta_turno,returno menos turno — sustentar ao longo da temporada,distance_p90,Distância por 90 min (m),9,69,3,12,-393.038,-102.43,-290.608,-0.798,-1.87,0.81,0.03728,0.18168,32,0.1305,pode ser sorte,1.01,1.96,0,0,pode ser sorte,0,,,indício,não passa no BH da família e a porta não sustenta
2025,secundaria,jogador_jogo,"jogador-temporada, só jogos de vitória",fisico_ind,fisico_ind_x_CM,CM,com,placar_V,posto_no_ano,delta_turno,returno menos turno — sustentar ao longo da temporada,hi_distance_p90,Distância em alta intensidade por 90 (m),9,69,3,12,-130.931,-23.63,-107.301,-0.758,-1.32,-0.07,0.08905,0.26053,32,0.17097,sem diferença clara,1.01,1.96,0,0,sem diferença clara,0,,,indício,não passa no BH da família e a porta não sustenta
2025,secundaria,jogador_jogo,"jogador-temporada, só jogos de vitória",fisico_ind,fisico_ind_x_CM,CM,com,placar_V,posto_no_ano,delta_turno,returno menos turno — sustentar ao longo da temporada,high_accel_p90,Acelerações fortes por 90,9,69,3,12,0.062,0.22,-0.158,-0.165,-0.97,0.25,0.67369,0.83595,32,0.67369,sem diferença clara,1.01,1.96,0,0,sem diferença clara,0,,,indício,não passa no BH da família e a porta não sustenta
2025,secundaria,jogador_jogo,"jogador-temporada, só jogos de vitória",fisico_ind,fisico_ind_x_CM,CM,com,placar_V,posto_no_ano,delta_turno,returno menos turno — sustentar ao longo da temporada,m_per_min,Metros por minuto,9,69,3,12,-4.365,-1.138,-3.227,-0.798,-1.81,0.84,0.03728,0.18168,32,0.1305,pode ser sorte,1.01,1.96,0,0,pode ser sorte,0,,,indício,não passa no BH da família e a porta não sustenta
2025,secundaria,jogador_jogo,"jogador-temporada, só jogos de vitória",fisico_ind,fisico_ind_x_CM,CM,com,placar_V,posto_no_ano,delta_turno,returno menos turno — sustentar ao longo da temporada,psv99,PSV-99 do jogador no jogo (km/h),17,120,3,12,0.44,-0.169,0.609,0.596,0.06,1.07,0.0304,0.18168,32,0.0304,firme,0.73,1.96,0,0,pode ser sorte,0,,,indício,não passa no BH da família e a porta não sustenta
2025,secundaria,jogador_jogo,"jogador-temporada, só jogos de vitória",fisico_ind,fisico_ind_x_CM,CM,com,placar_V,posto_no_ano,delta_turno,returno menos turno — sustentar ao longo da temporada,running_distance_p90,Distância em corrida por 90 (m),9,69,3,12,-127.127,-13.032,-114.095,-0.656,-1.5,1.05,0.0977,0.26053,32,0.17097,sem diferença clara,1.01,1.96,0,0,sem diferença clara,0,,,indício,não passa no BH da família e a porta não sustenta
2025,secundaria,jogador_jogo,"jogador-temporada, só jogos de vitória",fisico_ind,fisico_ind_x_CM,CM,com,placar_V,posto_no_ano,delta_turno,returno menos turno — sustentar ao longo da temporada,sprint_count_p90,Número de sprints por 90,9,69,3,12,-0.648,-0.587,-0.061,-0.178,-0.66,0.37,0.65304,0.83595,32,0.67369,sem diferença clara,1.01,1.96,0,0,sem diferença clara,0,,,indício,não passa no BH da família e a porta não sustenta
2025,secundaria,jogador_jogo,"jogador-temporada, só jogos de vitória",fisico_ind,fisico_ind_x_CM,CM,com,placar_V,posto_no_ano,delta_turno,returno menos turno — sustentar ao longo da temporada,sprint_distance_p90,Distância em sprint por 90 (m),9,69,3,12,-25.94,-2.284,-23.656,-0.544,-1.0,-0.02,0.19141,0.47116,32,0.26797,sem diferença clara,1.01,1.96,0,0,sem diferença clara,0,,,indício,não passa no BH da família e a porta não sustenta
2025,secundaria,jogador_jogo,"jogador-temporada, só jogos de vitória",fisico_ind,fisico_ind_x_CM,CM,com,placar_V,posto_no_ano,returno,nível no 2º turno (rodadas 20+),distance_p90,Distância por 90 min (m),17,112,3,12,9137.757,9598.153,-460.396,-0.534,-1.11,-0.13,0.04542,0.18168,32,0.07949,pode ser sorte,0.73,1.96,0,0,pode ser sorte,0,,,indício,não passa no BH da família e a porta não sustenta
2025,secundaria,jogador_jogo,"jogador-temporada, só jogos de vitória",fisico_ind,fisico_ind_x_CM,CM,com,placar_V,posto_no_ano,returno,nível no 2º turno (rodadas 20+),hi_distance_p90,Distância em alta intensidade por 90 (m),17,112,3,12,488.317,683.48,-195.163,-0.612,-1.36,-0.16,0.03088,0.18168,32,0.07949,pode ser sorte,0.73,1.96,0,0,pode ser sorte,0,,,indício,não passa no BH da família e a porta não sustenta
2025,secundaria,jogador_jogo,"jogador-temporada, só jogos de vitória",fisico_ind,fisico_ind_x_CM,CM,com,placar_V,posto_no_ano,returno,nível no 2º turno (rodadas 20+),high_accel_p90,Acelerações fortes por 90,17,112,3,12,5.727,6.058,-0.331,-0.082,-0.34,0.07,0.75936,0.89998,32,0.75936,sem diferença clara,0.73,1.96,0,0,sem diferença clara,0,,,indício,não passa no BH da família e a porta não sustenta
2025,secundaria,jogador_jogo,"jogador-temporada, só jogos de vitória",fisico_ind,fisico_ind_x_CM,CM,com,placar_V,posto_no_ano,returno,nível no 2º turno (rodadas 20+),m_per_min,Metros por minuto,17,112,3,12,101.53,106.646,-5.116,-0.534,-1.14,-0.15,0.04542,0.18168,32,0.07949,pode ser sorte,0.73,1.96,0,0,pode ser sorte,0,,,indício,não passa no BH da família e a porta não sustenta
2025,secundaria,jogador_jogo,"jogador-temporada, só jogos de vitória",fisico_ind,fisico_ind_x_CM,CM,com,placar_V,posto_no_ano,returno,nível no 2º turno (rodadas 20+),psv99,PSV-99 do jogador no jogo (km/h),32,187,3,12,28.512,28.886,-0.374,-0.078,-0.6,0.57,0.67921,0.83595,32,0.67921,sem diferença clara,0.54,1.96,0,0,sem diferença clara,0,,,indício,não passa no BH da família e a porta não sustenta
2025,secundaria,jogador_jogo,"jogador-temporada, só jogos de vitória",fisico_ind,fisico_ind_x_CM,CM,com,placar_V,posto_no_ano,returno,nível no 2º turno (rodadas 20+),running_distance_p90,Distância em corrida por 90 (m),17,112,3,12,1110.0,1264.974,-154.974,-0.477,-0.96,-0.2,0.07187,0.25554,32,0.10062,sem diferença clara,0.73,1.96,0,0,sem diferença clara,0,,,indício,não passa no BH da família e a porta não sustenta
2025,secundaria,jogador_jogo,"jogador-temporada, só jogos de vitória",fisico_ind,fisico_ind_x_CM,CM,com,placar_V,posto_no_ano,returno,nível no 2º turno (rodadas 20+),sprint_count_p90,Número de sprints por 90,17,112,3,12,6.242,8.562,-2.32,-0.457,-1.09,-0.09,0.0976,0.26053,32,0.11386,sem diferença clara,0.73,1.96,0,0,sem diferença clara,0,,,indício,não passa no BH da família e a porta não sustenta
2025,secundaria,jogador_jogo,"jogador-temporada, só jogos de vitória",fisico_ind,fisico_ind_x_CM,CM,com,placar_V,posto_no_ano,returno,nível no 2º turno (rodadas 20+),sprint_distance_p90,Distância em sprint por 90 (m),17,112,3,12,120.612,163.004,-42.392,-0.565,-1.21,-0.2,0.03285,0.18168,32,0.07949,pode ser sorte,0.73,1.96,0,0,pode ser sorte,0,,,indício,não passa no BH da família e a porta não sustenta
2025,secundaria,jogador_jogo,"jogador-temporada, só jogos de vitória",fisico_ind,fisico_ind_x_CM,CM,com,placar_V,posto_no_ano,turno,nível no 1º turno (rodadas 1–19),distance_p90,Distância por 90 min (m),28,140,4,12,9647.85,9621.927,25.923,-0.045,-1.07,0.69,0.84462,0.91102,32,0.91102,sem diferença clara,0.58,1.74,0,0,sem diferença clara,1,0.305,0.20356,indício,não passa no BH da família e a porta não sustenta
2025,secundaria,jogador_jogo,"jogador-temporada, só jogos de vitória",fisico_ind,fisico_ind_x_CM,CM,com,placar_V,posto_no_ano,turno,nível no 1º turno (rodadas 1–19),hi_distance_p90,Distância em alta intensidade por 90 (m),28,140,4,12,701.277,681.774,19.503,0.029,-0.55,0.38,0.89917,0.91102,32,0.91102,sem diferença clara,0.58,1.74,0,0,sem diferença clara,1,0.076,0.75631,indício,não passa no BH da família e a porta não sustenta
2025,secundaria,jogador_jogo,"jogador-temporada, só jogos de vitória",fisico_ind,fisico_ind_x_CM,CM,com,placar_V,posto_no_ano,turno,nível no 1º turno (rodadas 1–19),high_accel_p90,Acelerações fortes por 90,28,140,4,12,6.871,6.013,0.858,0.19,-0.12,0.42,0.4188,0.78833,32,0.91102,sem diferença clara,0.58,1.74,0,0,sem diferença clara,1,-0.403,0.08695,indício,não passa no BH da família e a porta não sustenta
2025,secundaria,jogador_jogo,"jogador-temporada, só jogos de vitória",fisico_ind,fisico_ind_x_CM,CM,com,placar_V,posto_no_ano,turno,nível no 1º turno (rodadas 1–19),m_per_min,Metros por minuto,28,140,4,12,107.197,106.912,0.285,-0.045,-1.06,0.68,0.845,0.91102,32,0.91102,sem diferença clara,0.58,1.74,0,0,sem diferença clara,1,0.305,0.20356,indício,não passa no BH da família e a porta não sustenta
2025,secundaria,jogador_jogo,"jogador-temporada, só jogos de vitória",fisico_ind,fisico_ind_x_CM,CM,com,placar_V,posto_no_ano,turno,nível no 1º turno (rodadas 1–19),psv99,PSV-99 do jogador no jogo (km/h),51,221,4,12,28.225,28.857,-0.632,-0.43,-0.65,-0.23,0.00873,0.18168,32,0.00873,firme,0.44,1.74,0,0,pode ser sorte,1,0.011,0.96283,indício,não passa no BH da família e a porta não sustenta
2025,secundaria,jogador_jogo,"jogador-temporada, só jogos de vitória",fisico_ind,fisico_ind_x_CM,CM,com,placar_V,posto_no_ano,turno,nível no 1º turno (rodadas 1–19),running_distance_p90,Distância em corrida por 90 (m),28,140,4,12,1250.498,1262.843,-12.345,-0.1,-1.0,0.55,0.65407,0.83595,32,0.91102,sem diferença clara,0.58,1.74,0,0,sem diferença clara,1,0.206,0.39773,indício,não passa no BH da família e a porta não sustenta
2025,secundaria,jogador_jogo,"jogador-temporada, só jogos de vitória",fisico_ind,fisico_ind_x_CM,CM,com,placar_V,posto_no_ano,turno,nível no 1º turno (rodadas 1–19),sprint_count_p90,Número de sprints por 90,28,140,4,12,8.655,9.023,-0.368,0.026,-0.47,0.22,0.91102,0.91102,32,0.91102,sem diferença clara,0.58,1.74,0,0,sem diferença clara,1,0.065,0.7908,indício,não passa no BH da família e a porta não sustenta
2025,secundaria,jogador_jogo,"jogador-temporada, só jogos de vitória",fisico_ind,fisico_ind_x_CM,CM,com,placar_V,posto_no_ano,turno,nível no 1º turno (rodadas 1–19),sprint_distance_p90,Distância em sprint por 90 (m),28,140,4,12,156.337,169.81,-13.473,0.035,-0.4,0.23,0.88177,0.91102,32,0.91102,sem diferença clara,0.58,1.74,0,0,sem diferença clara,1,0.024,0.92354,indício,não passa no BH da família e a porta não sustenta
2025,secundaria,jogador_jogo,jogador-temporada (dentro do jogador),fisico_ind,fisico_ind_x_CM,CM,com,posto_por_setor,posto_no_ano_x_setor,delta_descanso,jogo com menos de 4 dias de descanso menos jogo normal,distance_p90,Distância por 90 min (m),42,171,4,12,214.848,69.297,145.551,0.473,0.16,0.85,0.00866,0.05632,32,0.03079,firme,0.48,1.74,0,0,pode ser sorte,0,,,indício,não passa no BH da família e a porta não sustenta
2025,secundaria,jogador_jogo,jogador-temporada (dentro do jogador),fisico_ind,fisico_ind_x_CM,CM,com,posto_por_setor,posto_no_ano_x_setor,delta_descanso,jogo com menos de 4 dias de descanso menos jogo normal,hi_distance_p90,Distância em alta intensidade por 90 (m),42,171,4,12,-11.246,6.143,-17.389,-0.054,-0.62,0.41,0.75616,0.78055,32,0.78804,sem diferença clara,0.48,1.74,0,0,sem diferença clara,0,,,indício,não passa no BH da família e a porta não sustenta
2025,secundaria,jogador_jogo,jogador-temporada (dentro do jogador),fisico_ind,fisico_ind_x_CM,CM,com,posto_por_setor,posto_no_ano_x_setor,delta_descanso,jogo com menos de 4 dias de descanso menos jogo normal,high_accel_p90,Acelerações fortes por 90,42,171,4,12,0.026,-0.35,0.376,0.17,-0.22,0.91,0.37525,0.48347,32,0.52536,sem diferença clara,0.48,1.74,0,0,sem diferença clara,0,,,indício,não passa no BH da família e a porta não sustenta
2025,secundaria,jogador_jogo,jogador-temporada (dentro do jogador),fisico_ind,fisico_ind_x_CM,CM,com,posto_por_setor,posto_no_ano_x_setor,delta_descanso,jogo com menos de 4 dias de descanso menos jogo normal,m_per_min,Metros por minuto,42,171,4,12,2.389,0.777,1.612,0.472,0.13,0.83,0.0088,0.05632,32,0.03079,firme,0.48,1.74,0,0,pode ser sorte,0,,,indício,não passa no BH da família e a porta não sustenta
2025,secundaria,jogador_jogo,jogador-temporada (dentro do jogador),fisico_ind,fisico_ind_x_CM,CM,com,posto_por_setor,posto_no_ano_x_setor,delta_descanso,jogo com menos de 4 dias de descanso menos jogo normal,psv99,PSV-99 do jogador no jogo (km/h),74,289,4,12,0.193,0.249,-0.056,-0.063,-0.34,0.39,0.63559,0.6919,32,0.63559,sem diferença clara,0.37,1.74,0,0,sem diferença clara,0,,,indício,não passa no BH da família e a porta não sustenta
2025,secundaria,jogador_jogo,jogador-temporada (dentro do jogador),fisico_ind,fisico_ind_x_CM,CM,com,posto_por_setor,posto_no_ano_x_setor,delta_descanso,jogo com menos de 4 dias de descanso menos jogo normal,running_distance_p90,Distância em corrida por 90 (m),42,171,4,12,-21.1,29.138,-50.238,-0.175,-0.45,0.09,0.28198,0.41015,32,0.49347,sem diferença clara,0.48,1.74,0,0,sem diferença clara,0,,,indício,não passa no BH da família e a porta não sustenta
2025,secundaria,jogador_jogo,jogador-temporada (dentro do jogador),fisico_ind,fisico_ind_x_CM,CM,com,posto_por_setor,posto_no_ano_x_setor,delta_descanso,jogo com menos de 4 dias de descanso menos jogo normal,sprint_count_p90,Número de sprints por 90,42,171,4,12,-0.41,0.314,-0.724,-0.193,-0.6,0.45,0.2558,0.38979,32,0.49347,sem diferença clara,0.48,1.74,0,0,sem diferença clara,0,,,indício,não passa no BH da família e a porta não sustenta
2025,secundaria,jogador_jogo,jogador-temporada (dentro do jogador),fisico_ind,fisico_ind_x_CM,CM,com,posto_por_setor,posto_no_ano_x_setor,delta_descanso,jogo com menos de 4 dias de descanso menos jogo normal,sprint_distance_p90,Distância em sprint por 90 (m),42,171,4,12,4.726,-0.328,5.054,0.047,-0.54,0.61,0.78804,0.78804,32,0.78804,sem diferença clara,0.48,1.74,0,0,sem diferença clara,0,,,indício,não passa no BH da família e a porta não sustenta
