fronteira,familia,comparacao,indicador,citado,n_a,n_b,cru_a,cru_b,d,ic95_d,p,d_minimo_80,q,selo,poder_suficiente,setor,subamostra,unidade,medida_nome,nome
com,procurado,CM,runs_received_p30tip,0,21,59,8.13,7.66,0.238,"[-0.31, 0.74]",0.32013,0.72,0.64025,sem diferença clara,False,Meia,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas em que a bola chegou, por 30 min de posse"
com,volume_de_corrida,SM,runs_p30tip,0,19,59,31.02,29.96,-0.0,"[-0.56, 0.52]",0.99901,0.75,0.99901,sem diferença clara,False,Meia,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas sem bola no total, por 30 min de posse"
com,volume_de_corrida,SM,runs_above_hsr_p30tip,0,19,59,6.72,7.08,-0.14,"[-0.72, 0.45]",0.56913,0.75,0.98132,sem diferença clara,False,Meia,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas acima da alta velocidade, por 30 min de posse"
com,volume_de_corrida,SM,runs_avg_distance,0,19,59,13.56,13.53,-0.113,"[-0.71, 0.48]",0.65421,0.75,0.98132,sem diferença clara,False,Meia,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),Distância média da corrida (m)
com,volume_de_corrida,CM,runs_p30tip,0,21,59,26.84,29.96,-0.229,"[-0.89, 0.35]",0.37733,0.72,0.42848,sem diferença clara,False,Meia,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas sem bola no total, por 30 min de posse"
com,volume_de_corrida,CM,runs_above_hsr_p30tip,0,21,59,6.48,7.08,-0.205,"[-0.81, 0.41]",0.41872,0.72,0.42848,sem diferença clara,False,Meia,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas acima da alta velocidade, por 30 min de posse"
com,volume_de_corrida,CM,runs_avg_distance,0,21,59,13.63,13.53,-0.206,"[-0.84, 0.39]",0.42848,0.72,0.42848,sem diferença clara,False,Meia,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),Distância média da corrida (m)
sem,para_a_area,SM,runs_penalty_area_p30tip,0,10,41,3.205,3.41,-0.137,"[-1.17, 0.74]",0.71855,1.01,0.71855,sem diferença clara,False,Meia,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas para a grande área, por 30 min de posse"
sem,para_a_area,SM,runs_dangerous_p30tip,0,10,41,8.175,9.09,-0.262,"[-1.26, 0.64]",0.52195,1.01,0.71855,sem diferença clara,False,Meia,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas perigosas, por 30 min de posse"
sem,para_a_area,SM,runs_shot_within_10s_p30tip,0,10,41,1.16,1.06,-0.168,"[-1.35, 0.89]",0.68941,1.01,0.71855,sem diferença clara,False,Meia,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas que viraram finalização em 10 s, por 30 min de posse"
sem,para_a_area,CM,runs_penalty_area_p30tip,0,14,41,1.905,3.41,-0.441,"[-1.35, 0.38]",0.18898,0.88,0.44553,sem diferença clara,False,Meia,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas para a grande área, por 30 min de posse"
sem,para_a_area,CM,runs_dangerous_p30tip,0,14,41,8.275,9.09,-0.3,"[-1.14, 0.4]",0.40429,0.88,0.44553,sem diferença clara,False,Meia,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas perigosas, por 30 min de posse"
sem,para_a_area,CM,runs_shot_within_10s_p30tip,0,14,41,0.82,1.06,-0.276,"[-1.21, 0.36]",0.44553,0.88,0.44553,sem diferença clara,False,Meia,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas que viraram finalização em 10 s, por 30 min de posse"
sem,procurado,SM,runs_targeted_p30tip,0,10,41,10.08,11.16,-0.133,"[-1.15, 0.71]",0.73682,1.01,0.96415,sem diferença clara,False,Meia,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas em que o passe foi tentado, por 30 min de posse"
sem,procurado,SM,runs_received_p30tip,0,10,41,7.65,8.24,0.018,"[-0.88, 0.81]",0.96415,1.01,0.96415,sem diferença clara,False,Meia,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas em que a bola chegou, por 30 min de posse"
sem,procurado,CM,runs_targeted_p30tip,0,14,41,10.38,11.16,-0.047,"[-0.84, 0.66]",0.88517,0.88,0.88517,sem diferença clara,False,Meia,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas em que o passe foi tentado, por 30 min de posse"
sem,procurado,CM,runs_received_p30tip,0,14,41,8.68,8.24,0.193,"[-0.62, 0.84]",0.52561,0.88,0.88517,sem diferença clara,False,Meia,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas em que a bola chegou, por 30 min de posse"
sem,volume_de_corrida,SM,runs_p30tip,0,10,41,31.08,31.3,-0.139,"[-1.13, 0.73]",0.7148,1.01,0.7148,sem diferença clara,False,Meia,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas sem bola no total, por 30 min de posse"
sem,volume_de_corrida,SM,runs_above_hsr_p30tip,0,10,41,6.585,7.87,-0.395,"[-1.38, 0.45]",0.30777,1.01,0.46165,sem diferença clara,False,Meia,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas acima da alta velocidade, por 30 min de posse"
sem,volume_de_corrida,SM,runs_avg_distance,0,10,41,13.155,13.62,-0.523,"[-1.24, 0.11]",0.16297,1.01,0.46165,sem diferença clara,False,Meia,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),Distância média da corrida (m)
sem,volume_de_corrida,CM,runs_p30tip,0,14,41,31.235,31.3,-0.247,"[-1.23, 0.53]",0.47065,0.88,0.47065,sem diferença clara,False,Meia,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas sem bola no total, por 30 min de posse"
sem,volume_de_corrida,CM,runs_above_hsr_p30tip,0,14,41,6.49,7.87,-0.383,"[-1.31, 0.5]",0.2771,0.88,0.47065,sem diferença clara,False,Meia,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas acima da alta velocidade, por 30 min de posse"
sem,volume_de_corrida,CM,runs_avg_distance,0,14,41,13.67,13.62,-0.288,"[-1.16, 0.4]",0.39403,0.88,0.47065,sem diferença clara,False,Meia,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),Distância média da corrida (m)
com,para_a_area,SM,runs_penalty_area_p30tip,0,10,36,0.905,0.65,0.277,"[-0.52, 1.07]",0.4474,1.02,0.6727,sem diferença clara,False,Volante,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas para a grande área, por 30 min de posse"
com,para_a_area,SM,runs_dangerous_p30tip,0,10,36,3.095,1.79,0.266,"[-0.67, 1.13]",0.51796,1.02,0.6727,sem diferença clara,False,Volante,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas perigosas, por 30 min de posse"
com,para_a_area,SM,runs_shot_within_10s_p30tip,0,10,36,0.3,0.285,0.16,"[-0.56, 0.97]",0.6727,1.02,0.6727,sem diferença clara,False,Volante,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas que viraram finalização em 10 s, por 30 min de posse"
com,para_a_area,CM,runs_penalty_area_p30tip,0,11,36,0.74,0.65,-0.118,"[-0.88, 0.78]",0.74512,0.99,0.84679,sem diferença clara,False,Volante,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas para a grande área, por 30 min de posse"
com,para_a_area,CM,runs_dangerous_p30tip,0,11,36,1.64,1.79,0.073,"[-0.74, 0.95]",0.84679,0.99,0.84679,sem diferença clara,False,Volante,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas perigosas, por 30 min de posse"
com,para_a_area,CM,runs_shot_within_10s_p30tip,0,11,36,0.46,0.285,0.108,"[-0.41, 0.68]",0.70631,0.99,0.84679,sem diferença clara,False,Volante,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas que viraram finalização em 10 s, por 30 min de posse"
com,procurado,SM,runs_targeted_p30tip,0,10,36,6.645,5.69,0.42,"[-0.2, 1.11]",0.20257,1.02,0.20257,sem diferença clara,False,Volante,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas em que o passe foi tentado, por 30 min de posse"
com,procurado,SM,runs_received_p30tip,0,10,36,6.27,4.84,0.499,"[-0.27, 1.27]",0.18755,1.02,0.20257,sem diferença clara,False,Volante,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas em que a bola chegou, por 30 min de posse"
com,procurado,CM,runs_targeted_p30tip,0,11,36,4.73,5.69,-0.272,"[-0.87, 0.16]",0.46703,0.99,0.46703,sem diferença clara,False,Volante,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas em que o passe foi tentado, por 30 min de posse"
com,procurado,CM,runs_received_p30tip,0,11,36,3.55,4.84,-0.274,"[-0.68, 0.09]",0.4334,0.99,0.46703,sem diferença clara,False,Volante,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas em que a bola chegou, por 30 min de posse"
com,volume_de_corrida,SM,runs_p30tip,0,10,36,20.245,17.69,0.304,"[-0.36, 0.98]",0.34771,1.02,0.34771,sem diferença clara,False,Volante,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas sem bola no total, por 30 min de posse"
com,volume_de_corrida,SM,runs_above_hsr_p30tip,0,10,36,2.11,1.55,0.443,"[-0.28, 1.22]",0.22606,1.02,0.33909,sem diferença clara,False,Volante,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas acima da alta velocidade, por 30 min de posse"
com,volume_de_corrida,SM,runs_avg_distance,0,10,36,12.1,10.915,0.768,"[-0.05, 1.75]",0.02517,1.02,0.07552,pode ser sorte,False,Volante,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),Distância média da corrida (m)
com,volume_de_corrida,CM,runs_p30tip,0,11,36,18.79,17.69,-0.055,"[-0.71, 0.6]",0.87571,0.99,0.87571,sem diferença clara,False,Volante,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas sem bola no total, por 30 min de posse"
com,volume_de_corrida,CM,runs_above_hsr_p30tip,0,11,36,1.7,1.55,0.162,"[-0.48, 0.88]",0.68104,0.99,0.87571,sem diferença clara,False,Volante,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas acima da alta velocidade, por 30 min de posse"
com,volume_de_corrida,CM,runs_avg_distance,0,11,36,11.64,10.915,0.185,"[-0.49, 0.96]",0.62348,0.99,0.87571,sem diferença clara,False,Volante,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),Distância média da corrida (m)
com,para_a_area,SM,runs_penalty_area_p30tip,0,17,59,0.3,0.23,0.102,"[-0.31, 0.55]",0.70535,0.78,0.75445,sem diferença clara,False,Zaga,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas para a grande área, por 30 min de posse"
com,para_a_area,SM,runs_dangerous_p30tip,0,17,59,0.38,0.35,0.085,"[-0.38, 0.56]",0.75445,0.78,0.75445,sem diferença clara,False,Zaga,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas perigosas, por 30 min de posse"
com,para_a_area,SM,runs_shot_within_10s_p30tip,0,17,59,0.06,0.0,0.143,"[-0.46, 0.89]",0.62255,0.78,0.75445,sem diferença clara,False,Zaga,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas que viraram finalização em 10 s, por 30 min de posse"
com,para_a_area,CM,runs_penalty_area_p30tip,0,20,59,0.19,0.23,-0.514,"[-1.1, -0.0]",0.05126,0.73,0.15378,sem diferença clara,False,Zaga,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas para a grande área, por 30 min de posse"
com,para_a_area,CM,runs_dangerous_p30tip,0,20,59,0.31,0.35,-0.389,"[-0.99, 0.25]",0.14523,0.73,0.21785,sem diferença clara,False,Zaga,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas perigosas, por 30 min de posse"
com,para_a_area,CM,runs_shot_within_10s_p30tip,0,20,59,0.0,0.0,-0.29,"[-0.71, 0.23]",0.24083,0.73,0.24083,sem diferença clara,False,Zaga,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas que viraram finalização em 10 s, por 30 min de posse"
com,procurado,SM,runs_targeted_p30tip,0,17,59,2.63,2.5,0.221,"[-0.34, 0.88]",0.46744,0.78,0.46744,sem diferença clara,False,Zaga,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas em que o passe foi tentado, por 30 min de posse"
com,procurado,SM,runs_received_p30tip,0,17,59,2.58,2.35,0.242,"[-0.35, 0.89]",0.41812,0.78,0.46744,sem diferença clara,False,Zaga,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas em que a bola chegou, por 30 min de posse"
com,procurado,CM,runs_targeted_p30tip,0,20,59,2.24,2.5,-0.32,"[-0.91, 0.3]",0.25284,0.73,0.25284,sem diferença clara,False,Zaga,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas em que o passe foi tentado, por 30 min de posse"
com,procurado,CM,runs_received_p30tip,0,20,59,2.14,2.35,-0.315,"[-0.89, 0.28]",0.245,0.73,0.25284,sem diferença clara,False,Zaga,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas em que a bola chegou, por 30 min de posse"
com,volume_de_corrida,SM,runs_p30tip,0,17,59,7.72,7.17,-0.021,"[-0.6, 0.6]",0.94177,0.78,0.94177,sem diferença clara,False,Zaga,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas sem bola no total, por 30 min de posse"
com,volume_de_corrida,SM,runs_above_hsr_p30tip,0,17,59,0.68,0.6,0.071,"[-0.43, 0.55]",0.78818,0.78,0.94177,sem diferença clara,False,Zaga,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas acima da alta velocidade, por 30 min de posse"
com,volume_de_corrida,SM,runs_avg_distance,0,17,59,11.48,11.09,0.15,"[-0.38, 0.71]",0.57193,0.78,0.94177,sem diferença clara,False,Zaga,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),Distância média da corrida (m)
com,volume_de_corrida,CM,runs_p30tip,0,20,59,6.26,7.17,-0.477,"[-1.07, 0.11]",0.0862,0.73,0.25859,sem diferença clara,False,Zaga,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas sem bola no total, por 30 min de posse"
com,volume_de_corrida,CM,runs_above_hsr_p30tip,0,20,59,0.595,0.6,-0.247,"[-0.71, 0.26]",0.36056,0.73,0.54085,sem diferença clara,False,Zaga,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas acima da alta velocidade, por 30 min de posse"
com,volume_de_corrida,CM,runs_avg_distance,0,20,59,10.97,11.09,0.035,"[-0.58, 0.7]",0.90218,0.73,0.90218,sem diferença clara,False,Zaga,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),Distância média da corrida (m)
sem,para_a_area,SM,runs_penalty_area_p30tip,0,9,43,0.14,0.27,-0.348,"[-0.75, 0.05]",0.38196,1.05,0.70308,sem diferença clara,False,Zaga,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas para a grande área, por 30 min de posse"
sem,para_a_area,SM,runs_dangerous_p30tip,0,9,43,0.29,0.35,-0.305,"[-0.88, 0.24]",0.46872,1.05,0.70308,sem diferença clara,False,Zaga,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas perigosas, por 30 min de posse"
sem,para_a_area,SM,runs_shot_within_10s_p30tip,0,9,43,0.04,0.04,-0.047,"[-0.64, 0.74]",0.90792,1.05,0.90792,sem diferença clara,False,Zaga,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas que viraram finalização em 10 s, por 30 min de posse"
sem,para_a_area,CM,runs_penalty_area_p30tip,0,13,43,0.2,0.27,-0.561,"[-1.41, 0.15]",0.11988,0.9,0.29889,sem diferença clara,False,Zaga,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas para a grande área, por 30 min de posse"
sem,para_a_area,CM,runs_dangerous_p30tip,0,13,43,0.29,0.35,-0.371,"[-1.28, 0.4]",0.29889,0.9,0.29889,sem diferença clara,False,Zaga,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas perigosas, por 30 min de posse"
sem,para_a_area,CM,runs_shot_within_10s_p30tip,0,13,43,0.0,0.04,-0.388,"[-0.96, 0.26]",0.20648,0.9,0.29889,sem diferença clara,False,Zaga,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas que viraram finalização em 10 s, por 30 min de posse"
sem,procurado,SM,runs_targeted_p30tip,0,9,43,2.1,2.73,-0.495,"[-1.2, 0.3]",0.27557,1.05,0.29894,sem diferença clara,False,Zaga,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas em que o passe foi tentado, por 30 min de posse"
sem,procurado,SM,runs_received_p30tip,0,9,43,1.99,2.5,-0.461,"[-1.12, 0.36]",0.29894,1.05,0.29894,sem diferença clara,False,Zaga,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas em que a bola chegou, por 30 min de posse"
sem,procurado,CM,runs_targeted_p30tip,0,13,43,2.25,2.73,-0.352,"[-1.12, 0.45]",0.34799,0.9,0.35225,sem diferença clara,False,Zaga,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas em que o passe foi tentado, por 30 min de posse"
sem,procurado,CM,runs_received_p30tip,0,13,43,2.23,2.5,-0.336,"[-1.16, 0.43]",0.35225,0.9,0.35225,sem diferença clara,False,Zaga,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas em que a bola chegou, por 30 min de posse"
sem,volume_de_corrida,SM,runs_p30tip,0,9,43,5.67,8.24,-0.635,"[-1.39, 0.22]",0.17831,1.05,0.30572,sem diferença clara,False,Zaga,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas sem bola no total, por 30 min de posse"
sem,volume_de_corrida,SM,runs_above_hsr_p30tip,0,9,43,0.46,0.71,-0.25,"[-0.89, 0.56]",0.52509,1.05,0.52509,sem diferença clara,False,Zaga,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas acima da alta velocidade, por 30 min de posse"
sem,volume_de_corrida,SM,runs_avg_distance,0,9,43,11.63,11.33,0.45,"[-0.16, 1.12]",0.20382,1.05,0.30572,sem diferença clara,False,Zaga,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),Distância média da corrida (m)
sem,volume_de_corrida,CM,runs_p30tip,0,13,43,6.4,8.24,-0.558,"[-1.42, 0.25]",0.14063,0.9,0.4219,sem diferença clara,False,Zaga,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas sem bola no total, por 30 min de posse"
sem,volume_de_corrida,CM,runs_above_hsr_p30tip,0,13,43,0.78,0.71,-0.163,"[-0.65, 0.38]",0.63584,0.9,0.89624,sem diferença clara,False,Zaga,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas acima da alta velocidade, por 30 min de posse"
sem,volume_de_corrida,CM,runs_avg_distance,0,13,43,11.05,11.33,-0.046,"[-0.92, 0.86]",0.89624,0.9,0.89624,sem diferença clara,False,Zaga,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),Distância média da corrida (m)
