subamostra,setor,comparacao,fronteira,familia,indicador,nome,n_a,n_b,clubes_a,clubes_b,pct_a,pct_b,cru_a,cru_b,d,ic95_lo,ic95_hi,p,q,d_minimo_80,poder_suficiente,selo,passou_bh,passou_bh_nos_dois_cortes,confianca_do_achado
sem_cobertura_baixa,Atacante,SM,com,sprints,sprint_count_p30otip,Sprints por 30 min SEM a bola,17,58,10,22,60.0,46.0,5.36,4.785,0.582,0.07,1.07,0.04263,0.17051,0.78,False,pode ser sorte,False,False,não separa (poder insuficiente)
sem_cobertura_baixa,Atacante,SM,com,velocidade_maxima,psv99,PSV-99 da temporada (km/h),17,58,10,22,57.4,47.4,29.0,28.8,0.07,-0.34,0.48,0.80959,0.95781,0.78,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_cobertura_baixa,Atacante,SM,com,velocidade_maxima,psv99_top5,PSV-99 dos 5 picos mais altos (km/h),17,58,10,22,48.7,51.3,31.02,30.88,-0.015,-0.43,0.4,0.95781,0.95781,0.78,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_cobertura_baixa,Atacante,SM,sem,volume,distance_p90,Distância por 90 min (m),9,42,5,17,45.0,46.2,9331.56,9352.035,0.119,-0.81,0.97,0.80362,0.91384,1.05,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_cobertura_baixa,Atacante,SM,sem,volume,running_distance_p90,Distância em corrida por 90 min (m),9,42,5,17,65.0,45.1,1262.94,1175.18,0.213,-0.68,1.08,0.6558,0.91384,1.05,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_cobertura_baixa,Atacante,SM,sem,volume,m_per_min,Metros por minuto,9,42,5,17,45.0,46.2,103.68,103.91,0.119,-0.88,0.98,0.80362,0.91384,1.05,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_cobertura_baixa,Atacante,SM,sem,volume,m_per_min_tip,Metros por minuto COM a bola,9,42,5,17,41.2,53.8,134.69,134.88,-0.049,-0.94,0.56,0.91384,0.91384,1.05,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_cobertura_baixa,Atacante,SM,sem,volume,m_per_min_otip,Metros por minuto SEM a bola,9,42,5,17,58.8,47.3,144.15,142.97,0.38,-0.78,1.29,0.42462,0.91384,1.05,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_cobertura_baixa,Atacante,SM,sem,alta_intensidade,hi_distance_p90,Distância em alta intensidade por 90 (m),9,42,5,17,75.0,45.1,764.43,716.97,0.48,-0.49,1.27,0.27937,0.7161,1.05,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_cobertura_baixa,Atacante,SM,sem,alta_intensidade,hi_count_p90,Ações em alta intensidade por 90,9,42,5,17,61.5,52.7,69.42,65.24,0.27,-0.53,0.92,0.54096,0.7161,1.05,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_cobertura_baixa,Atacante,SM,sem,alta_intensidade,hsr_distance_p90,Distância em corrida de alta velocidade por 90 (m),9,42,5,17,52.5,44.3,516.86,523.8,0.31,-0.59,1.18,0.49333,0.7161,1.05,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_cobertura_baixa,Atacante,SM,sem,alta_intensidade,high_accel_p90,Acelerações fortes por 90,9,42,5,17,59.0,62.3,8.51,8.135,0.168,-0.5,0.7,0.59934,0.7161,1.05,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_cobertura_baixa,Atacante,SM,sem,alta_intensidade,hi_distance_p30tip,Alta intensidade por 30 min COM a bola (m),9,42,5,17,47.1,50.6,430.83,443.355,0.127,-0.69,0.76,0.7161,0.7161,1.05,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_cobertura_baixa,Atacante,SM,sem,alta_intensidade,hi_distance_p30otip,Alta intensidade por 30 min SEM a bola (m),9,42,5,17,77.5,47.3,481.79,399.79,0.606,-0.41,1.45,0.17641,0.7161,1.05,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_cobertura_baixa,Atacante,SM,sem,sprints,sprint_distance_p90,Distância em sprint por 90 (m),9,42,5,17,61.5,49.4,228.38,190.975,0.274,-0.48,0.88,0.51472,0.84952,1.05,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_cobertura_baixa,Atacante,SM,sem,sprints,sprint_count_p90,Número de sprints por 90,9,42,5,17,51.3,50.6,11.54,11.04,0.145,-0.59,0.73,0.73567,0.84952,1.05,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_cobertura_baixa,Atacante,SM,sem,sprints,sprint_count_p30tip,Sprints por 30 min COM a bola,9,42,5,17,50.0,53.4,6.25,6.085,-0.069,-0.87,0.53,0.84952,0.84952,1.05,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_cobertura_baixa,Atacante,SM,sem,sprints,sprint_count_p30otip,Sprints por 30 min SEM a bola,9,42,5,17,71.8,51.5,6.65,5.055,0.421,-0.4,1.09,0.34218,0.84952,1.05,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_cobertura_baixa,Atacante,SM,sem,velocidade_maxima,psv99,PSV-99 da temporada (km/h),9,42,5,17,47.1,46.2,28.89,28.815,-0.007,-0.65,0.58,0.98583,0.98583,1.05,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_cobertura_baixa,Atacante,SM,sem,velocidade_maxima,psv99_top5,PSV-99 dos 5 picos mais altos (km/h),9,42,5,17,52.9,56.2,31.12,31.03,-0.072,-0.8,0.52,0.84121,0.98583,1.05,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_identidade_marcada,Zaga,SM,com,volume,distance_p90,Distância por 90 min (m),22,76,15,24,35.2,56.4,8743.72,8890.12,-0.403,-1.08,0.19,0.1254,0.3135,0.69,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_identidade_marcada,Zaga,SM,com,volume,running_distance_p90,Distância em corrida por 90 min (m),22,76,15,24,42.5,56.7,933.845,967.915,-0.173,-0.79,0.44,0.51388,0.64235,0.69,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_identidade_marcada,Zaga,SM,com,volume,m_per_min,Metros por minuto,22,76,15,24,35.2,56.4,97.155,98.78,-0.405,-1.09,0.24,0.12405,0.3135,0.69,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_identidade_marcada,Zaga,SM,com,volume,m_per_min_tip,Metros por minuto COM a bola,22,76,15,24,42.5,54.7,121.02,122.145,-0.344,-1.02,0.29,0.22328,0.37213,0.69,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_identidade_marcada,Zaga,SM,com,volume,m_per_min_otip,Metros por minuto SEM a bola,22,76,15,24,36.7,49.4,134.275,136.05,-0.085,-0.73,0.54,0.74423,0.74423,0.69,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_identidade_marcada,Zaga,SM,com,alta_intensidade,hi_distance_p90,Distância em alta intensidade por 90 (m),22,76,15,24,49.1,48.7,397.675,407.635,-0.146,-0.75,0.41,0.56699,0.82403,0.69,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_identidade_marcada,Zaga,SM,com,alta_intensidade,hi_count_p90,Ações em alta intensidade por 90,22,76,15,24,51.2,51.7,34.335,34.545,-0.081,-0.63,0.53,0.75412,0.82403,0.69,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_identidade_marcada,Zaga,SM,com,alta_intensidade,hsr_distance_p90,Distância em corrida de alta velocidade por 90 (m),22,76,15,24,45.2,49.6,300.135,309.375,-0.159,-0.75,0.4,0.54121,0.82403,0.69,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_identidade_marcada,Zaga,SM,com,alta_intensidade,high_accel_p90,Acelerações fortes por 90,22,76,15,24,50.1,44.7,4.84,4.76,0.145,-0.31,0.6,0.54554,0.82403,0.69,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_identidade_marcada,Zaga,SM,com,alta_intensidade,hi_distance_p30tip,Alta intensidade por 30 min COM a bola (m),22,76,15,24,54.2,46.9,133.68,124.965,-0.059,-0.56,0.5,0.82403,0.82403,0.69,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_identidade_marcada,Zaga,SM,com,alta_intensidade,hi_distance_p30otip,Alta intensidade por 30 min SEM a bola (m),22,76,15,24,57.2,49.6,328.81,329.26,-0.064,-0.7,0.51,0.80447,0.82403,0.69,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_identidade_marcada,Zaga,SM,com,sprints,sprint_distance_p90,Distância em sprint por 90 (m),22,76,15,24,49.6,47.3,96.08,94.815,-0.168,-0.69,0.37,0.49954,0.91116,0.69,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_identidade_marcada,Zaga,SM,com,sprints,sprint_count_p90,Número de sprints por 90,22,76,15,24,51.8,47.5,5.0,4.985,-0.102,-0.6,0.43,0.67973,0.91116,0.69,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_identidade_marcada,Zaga,SM,com,sprints,sprint_count_p30tip,Sprints por 30 min COM a bola,22,76,15,24,47.8,46.2,1.165,1.15,-0.029,-0.55,0.49,0.91116,0.91116,0.69,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_identidade_marcada,Zaga,SM,com,sprints,sprint_count_p30otip,Sprints por 30 min SEM a bola,22,76,15,24,49.6,48.2,3.74,3.71,-0.071,-0.61,0.49,0.77961,0.91116,0.69,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_identidade_marcada,Zaga,SM,com,velocidade_maxima,psv99,PSV-99 da temporada (km/h),22,76,15,24,50.4,53.9,28.52,28.61,-0.011,-0.47,0.47,0.96404,0.96404,0.69,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_identidade_marcada,Zaga,SM,com,velocidade_maxima,psv99_top5,PSV-99 dos 5 picos mais altos (km/h),22,76,15,24,64.2,54.6,31.15,30.93,0.216,-0.18,0.63,0.35293,0.70587,0.69,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_identidade_marcada,Zaga,SM,sem,volume,distance_p90,Distância por 90 min (m),11,51,8,20,25.0,58.3,8509.32,8897.72,-0.876,-1.84,-0.02,0.0318,0.05299,0.95,False,pode ser sorte,False,False,não separa (poder insuficiente)
sem_identidade_marcada,Zaga,SM,sem,volume,running_distance_p90,Distância em corrida por 90 min (m),11,51,8,20,45.0,60.4,917.98,979.66,-0.444,-1.37,0.46,0.28498,0.35622,0.95,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_identidade_marcada,Zaga,SM,sem,volume,m_per_min,Metros por minuto,11,51,8,20,25.0,58.3,94.55,98.86,-0.876,-1.87,-0.0,0.0318,0.05299,0.95,False,pode ser sorte,False,False,não separa (poder insuficiente)
sem_identidade_marcada,Zaga,SM,sem,volume,m_per_min_tip,Metros por minuto COM a bola,11,51,8,20,15.0,55.0,114.05,122.23,-0.986,-2.0,-0.02,0.02845,0.05299,0.95,True,pode ser sorte,False,False,não separa (poder suficiente)
sem_identidade_marcada,Zaga,SM,sem,volume,m_per_min_otip,Metros por minuto SEM a bola,11,51,8,20,35.0,53.3,134.34,136.32,-0.283,-1.24,0.69,0.44875,0.44875,0.95,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_identidade_marcada,Zaga,SM,sem,alta_intensidade,hi_distance_p90,Distância em alta intensidade por 90 (m),11,51,8,20,52.6,58.3,401.38,428.13,-0.253,-1.08,0.43,0.48163,0.81778,0.95,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_identidade_marcada,Zaga,SM,sem,alta_intensidade,hi_count_p90,Ações em alta intensidade por 90,11,51,8,20,55.0,52.1,34.56,35.65,-0.142,-0.81,0.6,0.6818,0.81816,0.95,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_identidade_marcada,Zaga,SM,sem,alta_intensidade,hsr_distance_p90,Distância em corrida de alta velocidade por 90 (m),11,51,8,20,48.3,60.0,303.87,320.3,-0.322,-1.16,0.36,0.39956,0.81778,0.95,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_identidade_marcada,Zaga,SM,sem,alta_intensidade,high_accel_p90,Acelerações fortes por 90,11,51,8,20,58.3,45.6,5.08,4.78,0.221,-0.52,0.96,0.54519,0.81778,0.95,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_identidade_marcada,Zaga,SM,sem,alta_intensidade,hi_distance_p30tip,Alta intensidade por 30 min COM a bola (m),11,51,8,20,50.0,53.3,129.87,132.73,-0.247,-1.07,0.57,0.52792,0.81778,0.95,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_identidade_marcada,Zaga,SM,sem,alta_intensidade,hi_distance_p30otip,Alta intensidade por 30 min SEM a bola (m),11,51,8,20,58.3,50.9,332.79,335.86,-0.006,-0.79,0.8,0.98674,0.98674,0.95,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_identidade_marcada,Zaga,SM,sem,sprints,sprint_distance_p90,Distância em sprint por 90 (m),11,51,8,20,50.9,48.3,95.31,94.87,-0.128,-0.9,0.6,0.70461,0.96222,0.95,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_identidade_marcada,Zaga,SM,sem,sprints,sprint_count_p90,Número de sprints por 90,11,51,8,20,54.4,48.3,5.03,5.01,-0.096,-0.7,0.52,0.77415,0.96222,0.95,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_identidade_marcada,Zaga,SM,sem,sprints,sprint_count_p30tip,Sprints por 30 min COM a bola,11,51,8,20,52.6,45.8,1.23,1.13,0.017,-0.77,0.79,0.96222,0.96222,0.95,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_identidade_marcada,Zaga,SM,sem,sprints,sprint_count_p30otip,Sprints por 30 min SEM a bola,11,51,8,20,50.9,49.1,3.74,3.73,-0.082,-0.81,0.75,0.8143,0.96222,0.95,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_identidade_marcada,Zaga,SM,sem,velocidade_maxima,psv99,PSV-99 da temporada (km/h),11,51,8,20,52.6,53.3,28.71,28.5,0.142,-0.54,0.81,0.65095,0.65095,0.95,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_identidade_marcada,Zaga,SM,sem,velocidade_maxima,psv99_top5,PSV-99 dos 5 picos mais altos (km/h),11,51,8,20,66.7,46.7,30.96,30.74,0.431,-0.25,1.11,0.16704,0.33408,0.95,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_identidade_marcada,Lateral,SM,com,volume,distance_p90,Distância por 90 min (m),26,68,16,25,34.5,48.2,9504.51,9561.85,-0.057,-0.56,0.43,0.81601,0.98559,0.65,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_identidade_marcada,Lateral,SM,com,volume,running_distance_p90,Distância em corrida por 90 min (m),26,68,16,25,40.8,48.6,1207.15,1233.87,0.004,-0.5,0.51,0.98559,0.98559,0.65,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_identidade_marcada,Lateral,SM,com,volume,m_per_min,Metros por minuto,26,68,16,25,34.5,48.2,105.605,106.245,-0.057,-0.58,0.45,0.81601,0.98559,0.65,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_identidade_marcada,Lateral,SM,com,volume,m_per_min_tip,Metros por minuto COM a bola,26,68,16,25,34.0,48.7,132.43,135.865,-0.276,-0.79,0.23,0.26204,0.78115,0.65,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_identidade_marcada,Lateral,SM,com,volume,m_per_min_otip,Metros por minuto SEM a bola,26,68,16,25,52.1,41.1,144.645,143.565,0.239,-0.36,0.83,0.31246,0.78115,0.65,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_identidade_marcada,Lateral,SM,com,alta_intensidade,hi_distance_p90,Distância em alta intensidade por 90 (m),26,68,16,25,41.2,52.4,720.925,738.185,-0.168,-0.71,0.39,0.48815,0.75354,0.65,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_identidade_marcada,Lateral,SM,com,alta_intensidade,hi_count_p90,Ações em alta intensidade por 90,26,68,16,25,48.5,50.0,61.195,62.28,-0.145,-0.71,0.45,0.56186,0.75354,0.65,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_identidade_marcada,Lateral,SM,com,alta_intensidade,hsr_distance_p90,Distância em corrida de alta velocidade por 90 (m),26,68,16,25,47.9,53.5,523.14,541.035,-0.159,-0.7,0.38,0.50616,0.75354,0.65,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_identidade_marcada,Lateral,SM,com,alta_intensidade,high_accel_p90,Acelerações fortes por 90,26,68,16,25,37.3,52.2,7.105,7.555,-0.325,-0.84,0.19,0.20451,0.75354,0.65,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_identidade_marcada,Lateral,SM,com,alta_intensidade,hi_distance_p30tip,Alta intensidade por 30 min COM a bola (m),26,68,16,25,45.3,51.3,400.99,421.155,-0.12,-0.66,0.45,0.62795,0.75354,0.65,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_identidade_marcada,Lateral,SM,com,alta_intensidade,hi_distance_p30otip,Alta intensidade por 30 min SEM a bola (m),26,68,16,25,46.6,49.6,448.355,451.545,-0.049,-0.67,0.57,0.84047,0.84047,0.65,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_identidade_marcada,Lateral,SM,com,sprints,sprint_distance_p90,Distância em sprint por 90 (m),26,68,16,25,42.0,49.6,193.585,199.805,-0.197,-0.74,0.32,0.42571,0.85129,0.65,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_identidade_marcada,Lateral,SM,com,sprints,sprint_count_p90,Número de sprints por 90,26,68,16,25,53.0,49.6,10.465,10.235,-0.07,-0.63,0.47,0.77626,0.85129,0.65,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_identidade_marcada,Lateral,SM,com,sprints,sprint_count_p30tip,Sprints por 30 min COM a bola,26,68,16,25,51.0,50.8,5.585,5.815,-0.096,-0.67,0.52,0.70612,0.85129,0.65,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_identidade_marcada,Lateral,SM,com,sprints,sprint_count_p30otip,Sprints por 30 min SEM a bola,26,68,16,25,39.6,54.4,5.55,5.98,-0.046,-0.63,0.57,0.85129,0.85129,0.65,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_identidade_marcada,Lateral,SM,com,velocidade_maxima,psv99,PSV-99 da temporada (km/h),26,68,16,25,56.6,52.6,29.545,29.385,-0.052,-0.57,0.42,0.82913,0.9045,0.65,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_identidade_marcada,Lateral,SM,com,velocidade_maxima,psv99_top5,PSV-99 dos 5 picos mais altos (km/h),26,68,16,25,54.6,56.7,31.42,31.52,0.029,-0.46,0.46,0.9045,0.9045,0.65,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_identidade_marcada,Lateral,SM,sem,volume,distance_p90,Distância por 90 min (m),14,46,8,20,34.5,43.1,9504.51,9475.085,0.078,-0.71,0.85,0.81958,0.81958,0.87,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_identidade_marcada,Lateral,SM,sem,volume,running_distance_p90,Distância em corrida por 90 min (m),14,46,8,20,43.7,45.6,1205.365,1214.36,0.134,-0.58,0.79,0.69866,0.81958,0.87,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_identidade_marcada,Lateral,SM,sem,volume,m_per_min,Metros por minuto,14,46,8,20,34.5,43.4,105.605,105.28,0.078,-0.66,0.85,0.81957,0.81958,0.87,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_identidade_marcada,Lateral,SM,sem,volume,m_per_min_tip,Metros por minuto COM a bola,14,46,8,20,23.5,43.9,129.805,134.695,-0.146,-0.98,0.68,0.68121,0.81958,0.87,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_identidade_marcada,Lateral,SM,sem,volume,m_per_min_otip,Metros por minuto SEM a bola,14,46,8,20,55.7,38.9,144.645,143.55,0.371,-0.39,1.1,0.22438,0.81958,0.87,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_identidade_marcada,Lateral,SM,sem,alta_intensidade,hi_distance_p90,Distância em alta intensidade por 90 (m),14,46,8,20,41.5,51.3,712.73,734.975,-0.163,-0.98,0.69,0.64442,0.79576,0.87,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_identidade_marcada,Lateral,SM,sem,alta_intensidade,hi_count_p90,Ações em alta intensidade por 90,14,46,8,20,42.8,50.0,60.275,62.28,-0.139,-1.0,0.8,0.69548,0.79576,0.87,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_identidade_marcada,Lateral,SM,sem,alta_intensidade,hsr_distance_p90,Distância em corrida de alta velocidade por 90 (m),14,46,8,20,36.1,49.6,505.295,524.93,-0.136,-0.93,0.69,0.694,0.79576,0.87,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_identidade_marcada,Lateral,SM,sem,alta_intensidade,high_accel_p90,Acelerações fortes por 90,14,46,8,20,31.9,54.0,7.02,7.635,-0.463,-1.23,0.3,0.20559,0.79576,0.87,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_identidade_marcada,Lateral,SM,sem,alta_intensidade,hi_distance_p30tip,Alta intensidade por 30 min COM a bola (m),14,46,8,20,40.5,48.7,379.275,416.92,-0.167,-0.98,0.74,0.63899,0.79576,0.87,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_identidade_marcada,Lateral,SM,sem,alta_intensidade,hi_distance_p30otip,Alta intensidade por 30 min SEM a bola (m),14,46,8,20,58.5,49.1,460.44,450.06,0.084,-0.86,0.93,0.79576,0.79576,0.87,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_identidade_marcada,Lateral,SM,sem,sprints,sprint_distance_p90,Distância em sprint por 90 (m),14,46,8,20,46.7,53.4,196.46,201.785,-0.24,-1.03,0.53,0.48642,0.79877,0.87,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_identidade_marcada,Lateral,SM,sem,sprints,sprint_count_p90,Número de sprints por 90,14,46,8,20,51.2,50.4,10.39,10.37,-0.098,-0.91,0.79,0.77398,0.79877,0.87,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_identidade_marcada,Lateral,SM,sem,sprints,sprint_count_p30tip,Sprints por 30 min COM a bola,14,46,8,20,41.1,50.0,5.245,5.815,-0.209,-1.07,0.74,0.56844,0.79877,0.87,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_identidade_marcada,Lateral,SM,sem,sprints,sprint_count_p30otip,Sprints por 30 min SEM a bola,14,46,8,20,70.3,54.6,6.55,5.99,0.084,-0.82,0.97,0.79877,0.79877,0.87,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_identidade_marcada,Lateral,SM,sem,velocidade_maxima,psv99,PSV-99 da temporada (km/h),14,46,8,20,58.5,56.5,29.545,29.46,-0.242,-0.97,0.46,0.46076,0.92151,0.87,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_identidade_marcada,Lateral,SM,sem,velocidade_maxima,psv99_top5,PSV-99 dos 5 picos mais altos (km/h),14,46,8,20,58.0,62.0,31.46,31.65,-0.025,-0.68,0.68,0.93581,0.93581,0.87,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_identidade_marcada,Volante,SM,com,volume,distance_p90,Distância por 90 min (m),20,45,12,19,51.9,56.5,10041.505,10060.83,-0.085,-0.68,0.44,0.75356,0.78738,0.76,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_identidade_marcada,Volante,SM,com,volume,running_distance_p90,Distância em corrida por 90 min (m),20,45,12,19,52.0,56.5,1413.0,1452.18,-0.07,-0.66,0.41,0.78738,0.78738,0.76,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_identidade_marcada,Volante,SM,com,volume,m_per_min,Metros por minuto,20,45,12,19,51.9,56.5,111.57,111.79,-0.085,-0.66,0.45,0.75356,0.78738,0.76,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_identidade_marcada,Volante,SM,com,volume,m_per_min_tip,Metros por minuto COM a bola,20,45,12,19,47.0,56.0,140.735,141.35,-0.163,-0.74,0.4,0.56775,0.78738,0.76,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_identidade_marcada,Volante,SM,com,volume,m_per_min_otip,Metros por minuto SEM a bola,20,45,12,19,50.3,56.5,160.215,161.34,-0.083,-0.75,0.51,0.75081,0.78738,0.76,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_identidade_marcada,Volante,SM,com,alta_intensidade,hi_distance_p90,Distância em alta intensidade por 90 (m),20,45,12,19,57.0,44.0,587.845,546.04,0.276,-0.25,0.82,0.30682,0.46023,0.76,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_identidade_marcada,Volante,SM,com,alta_intensidade,hi_count_p90,Ações em alta intensidade por 90,20,45,12,19,57.4,43.5,48.3,44.31,0.366,-0.09,0.87,0.17017,0.43596,0.76,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_identidade_marcada,Volante,SM,com,alta_intensidade,hsr_distance_p90,Distância em corrida de alta velocidade por 90 (m),20,45,12,19,54.0,43.5,454.17,435.15,0.197,-0.32,0.74,0.46617,0.55941,0.76,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_identidade_marcada,Volante,SM,com,alta_intensidade,high_accel_p90,Acelerações fortes por 90,20,45,12,19,53.6,40.0,4.63,4.45,0.307,-0.19,0.8,0.21798,0.43596,0.76,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_identidade_marcada,Volante,SM,com,alta_intensidade,hi_distance_p30tip,Alta intensidade por 30 min COM a bola (m),20,45,12,19,61.6,34.8,227.9,165.8,0.63,0.07,1.3,0.01635,0.09808,0.76,False,pode ser sorte,False,False,não separa (poder insuficiente)
sem_identidade_marcada,Volante,SM,com,alta_intensidade,hi_distance_p30otip,Alta intensidade por 30 min SEM a bola (m),20,45,12,19,53.8,52.5,462.645,473.66,0.025,-0.55,0.57,0.9251,0.9251,0.76,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_identidade_marcada,Volante,SM,com,sprints,sprint_distance_p90,Distância em sprint por 90 (m),20,45,12,19,66.7,43.5,129.94,106.56,0.474,0.01,0.99,0.0675,0.09,0.76,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_identidade_marcada,Volante,SM,com,sprints,sprint_count_p90,Número de sprints por 90,20,45,12,19,65.2,39.1,6.485,5.21,0.53,0.08,1.05,0.04343,0.08686,0.76,False,pode ser sorte,False,False,não separa (poder insuficiente)
sem_identidade_marcada,Volante,SM,com,sprints,sprint_count_p30tip,Sprints por 30 min COM a bola,20,45,12,19,59.3,31.2,2.0,1.18,0.565,0.04,1.18,0.03816,0.08686,0.76,False,pode ser sorte,False,False,não separa (poder insuficiente)
sem_identidade_marcada,Volante,SM,com,sprints,sprint_count_p30otip,Sprints por 30 min SEM a bola,20,45,12,19,63.0,47.8,4.78,3.81,0.293,-0.21,0.83,0.25177,0.25177,0.76,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_identidade_marcada,Volante,SM,com,velocidade_maxima,psv99,PSV-99 da temporada (km/h),20,45,12,19,68.5,43.5,27.94,27.42,0.657,0.14,1.37,0.01349,0.01349,0.76,False,firme,True,False,indício
sem_identidade_marcada,Volante,SM,com,velocidade_maxima,psv99_top5,PSV-99 dos 5 picos mais altos (km/h),20,45,12,19,71.2,40.0,30.63,29.58,0.695,0.14,1.36,0.00782,0.01349,0.76,False,firme,True,False,indício
sem_identidade_marcada,Volante,SM,sem,volume,distance_p90,Distância por 90 min (m),12,37,7,17,60.6,52.0,10115.69,10014.23,0.226,-0.42,0.91,0.4762,0.59525,0.95,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_identidade_marcada,Volante,SM,sem,volume,running_distance_p90,Distância em corrida por 90 min (m),12,37,7,17,66.2,55.0,1449.67,1436.86,0.443,-0.12,1.04,0.14224,0.59525,0.95,False,sem diferença clara,False,False,não separa (poder insuficiente)
