unidade,fronteira,comparacao,familia,setor,indicador,nome,n_a,n_b,clubes_a,clubes_b,pct_a,pct_b,cru_a,cru_b,d,ic95_lo,ic95_hi,p,q,d_minimo_80,poder_suficiente,passou_bh,selo
jogador-temporada,com,SC,estilo_tecnico,Extremo,Toques na área/90,Toques na área/90,19,22,11,11,52.4,33.0,2.3,2.07,0.449,-0.13,1.14,0.16509,0.52768,0.9,False,False,não separa (poder insuficiente)
jogador-temporada,com,SC,estilo_tecnico,Atacante,"Passes certos, %","Passes certos, %",27,28,15,15,47.7,55.7,74.64,77.17,-0.233,-0.88,0.33,0.39079,0.66607,0.77,False,False,não separa (poder insuficiente)
jogador-temporada,com,SC,estilo_tecnico,Atacante,Passes progressivos/90,Passes progressivos/90,27,28,15,15,52.3,58.0,1.53,1.605,-0.222,-0.8,0.29,0.41233,0.66607,0.77,False,False,não separa (poder insuficiente)
jogador-temporada,com,SC,estilo_tecnico,Atacante,Toques na área/90,Toques na área/90,27,28,15,15,61.4,46.6,2.93,2.745,0.641,0.12,1.2,0.02146,0.25978,0.77,False,False,pode ser sorte
jogador-temporada,sem,SC,estilo_tecnico,Zaga,"Passes certos, %","Passes certos, %",16,24,8,11,54.8,36.3,87.15,85.76,0.643,0.02,1.39,0.05207,0.31239,0.93,False,False,não separa (poder insuficiente)
jogador-temporada,sem,SC,estilo_tecnico,Zaga,Passes progressivos/90,Passes progressivos/90,16,24,8,11,65.3,36.1,7.5,6.515,0.523,-0.07,1.3,0.12203,0.32701,0.93,False,False,não separa (poder insuficiente)
jogador-temporada,sem,SC,estilo_tecnico,Zaga,Toques na área/90,Toques na área/90,16,24,8,11,31.0,48.5,0.425,0.455,-0.152,-0.69,0.35,0.64654,0.81259,0.93,False,False,não separa (poder insuficiente)
jogador-temporada,sem,SC,estilo_tecnico,Lateral,"Passes certos, %","Passes certos, %",16,24,8,11,62.9,63.4,79.46,80.095,0.099,-0.52,0.75,0.75341,0.84759,0.93,False,False,não separa (poder insuficiente)
jogador-temporada,sem,SC,estilo_tecnico,Lateral,Passes progressivos/90,Passes progressivos/90,16,24,8,11,44.9,38.2,7.84,7.48,0.133,-0.62,0.94,0.67716,0.81259,0.93,False,False,não separa (poder insuficiente)
jogador-temporada,sem,SC,estilo_tecnico,Lateral,Toques na área/90,Toques na área/90,16,24,8,11,65.7,32.0,0.87,0.575,0.501,-0.29,1.63,0.12799,0.32701,0.93,False,False,não separa (poder insuficiente)
jogador-temporada,sem,SC,estilo_tecnico,Volante,"Passes certos, %","Passes certos, %",12,16,7,8,73.7,30.3,86.59,82.995,1.049,0.13,2.79,0.01128,0.10155,1.11,False,False,pode ser sorte
jogador-temporada,sem,SC,estilo_tecnico,Volante,Passes progressivos/90,Passes progressivos/90,12,16,7,8,76.1,56.1,6.89,6.105,0.262,-0.45,1.14,0.49057,0.67925,1.11,False,False,não separa (poder insuficiente)
jogador-temporada,sem,SC,estilo_tecnico,Volante,Toques na área/90,Toques na área/90,12,16,7,8,70.7,46.9,0.74,0.54,0.418,-0.33,1.23,0.28401,0.5211,1.11,False,False,não separa (poder insuficiente)
jogador-temporada,sem,SC,estilo_tecnico,Meia,"Passes certos, %","Passes certos, %",16,24,8,11,48.0,47.6,81.74,82.535,0.058,-0.57,0.79,0.85231,0.90244,0.93,False,False,não separa (poder insuficiente)
jogador-temporada,sem,SC,estilo_tecnico,Meia,Passes progressivos/90,Passes progressivos/90,16,24,8,11,60.3,62.2,5.33,5.305,0.345,-0.16,0.88,0.2895,0.5211,0.93,False,False,não separa (poder insuficiente)
jogador-temporada,sem,SC,estilo_tecnico,Meia,Toques na área/90,Toques na área/90,16,24,8,11,54.2,35.0,1.335,0.845,0.289,-0.35,0.96,0.37003,0.60551,0.93,False,False,não separa (poder insuficiente)
jogador-temporada,sem,SC,estilo_tecnico,Extremo,"Passes certos, %","Passes certos, %",9,18,5,9,76.2,52.3,78.25,76.835,0.596,-0.17,1.71,0.1383,0.32701,1.19,False,False,não separa (poder insuficiente)
jogador-temporada,sem,SC,estilo_tecnico,Extremo,Passes progressivos/90,Passes progressivos/90,9,18,5,9,62.2,77.0,4.13,4.705,-0.314,-0.96,0.21,0.43313,0.6497,1.19,False,False,não separa (poder insuficiente)
jogador-temporada,sem,SC,estilo_tecnico,Extremo,Toques na área/90,Toques na área/90,9,18,5,9,52.4,27.7,2.3,1.995,0.631,-0.34,1.81,0.14534,0.32701,1.19,False,False,não separa (poder insuficiente)
jogador-temporada,sem,SC,estilo_tecnico,Atacante,"Passes certos, %","Passes certos, %",14,21,7,11,46.6,50.0,74.555,76.39,-0.038,-0.9,0.82,0.91211,0.91211,1.0,False,False,não separa (poder insuficiente)
jogador-temporada,sem,SC,estilo_tecnico,Atacante,Passes progressivos/90,Passes progressivos/90,14,21,7,11,50.5,65.9,1.545,2.14,-0.588,-1.49,0.1,0.08318,0.32701,1.0,False,False,não separa (poder insuficiente)
jogador-temporada,sem,SC,estilo_tecnico,Atacante,Toques na área/90,Toques na área/90,14,21,7,11,64.8,36.6,3.12,2.55,1.005,0.43,1.83,0.00489,0.08794,1.0,True,False,pode ser sorte
