treinador,clube,id_clube,funcao,interino,inicio,fim,em_curso,dias,jogos_tm,ppj_tm
Tite,Cruzeiro EC,609,Treinador,0,2025-12-16,2026-03-16,0,90,17,1.59
Wesley Carvalho,Cruzeiro EC,609,Treinador interino,1,2026-03-16,2026-03-23,0,7,2,0.50
Artur Jorge,Cruzeiro EC,609,Treinador,0,2026-03-23,,1,,33,1.79
Itamar Schulle,Cuiabá EC,28022,Treinador,0,2017-11-29,2019-10-13,0,683,65,1.45
Eduardo Henrique,Cuiabá EC,28022,Treinador interino,1,2019-10-14,2019-10-15,0,1,1,0.00
Marcelo Chamusca,Cuiabá EC,28022,Treinador,0,2019-10-15,2020-11-12,0,394,43,1.91
Franco Muller,Cuiabá EC,28022,Treinador interino,1,2020-11-13,2020-11-16,0,3,1,1.00
Allan Aal,Cuiabá EC,28022,Treinador,0,2020-11-16,2021-02-01,0,77,19,1.42
Mário Henrique,Cuiabá EC,28022,Treinador,0,2020-12-04,2020-12-10,0,6,2,1.50
Franco Muller,Cuiabá EC,28022,Treinador interino,1,2021-02-01,2021-04-04,0,62,8,2.13
Alberto Valentim,Cuiabá EC,28022,Treinador,0,2021-04-07,2021-05-30,0,53,10,2.40
Luiz Fernando Iubel,Cuiabá EC,28022,Treinador interino,1,2021-06-04,2021-07-05,0,31,6,0.50
Jorginho,Cuiabá EC,28022,Treinador,0,2021-07-05,2021-12-31,0,179,31,1.39
Eduardo Oliveira,Cuiabá EC,28022,Treinador interino,1,2022-01-24,2022-02-05,0,12,3,2.00
Pintado,Cuiabá EC,28022,Treinador,0,2022-02-04,2022-05-12,0,97,21,2.00
Luiz Fernando Iubel,Cuiabá EC,28022,Treinador interino,1,2022-05-12,2022-05-30,0,18,5,0.80
António Oliveira,Cuiabá EC,28022,Treinador,0,2022-06-10,2022-11-30,0,173,30,1.10
Ivo Vieira,Cuiabá EC,28022,Treinador,0,2022-12-08,2023-05-11,0,154,24,2.13
Luiz Fernando Iubel,Cuiabá EC,28022,Treinador interino,1,2023-05-11,2023-05-23,0,12,2,1.50
António Oliveira,Cuiabá EC,28022,Treinador,0,2023-05-23,2024-02-09,0,262,36,1.53
Luiz Fernando Iubel,Cuiabá EC,28022,Treinador,0,2024-02-08,2024-04-29,0,81,20,2.00
Ricardo Colbachini,Cuiabá EC,28022,Treinador,0,2024-05-01,2024-05-08,0,7,2,0.00
Petit,Cuiabá EC,28022,Treinador,0,2024-05-07,2024-08-27,0,112,21,0.81
Bernardo Franco,Cuiabá EC,28022,Treinador,0,2024-08-28,2025-02-19,0,175,21,1.10
Samuel Teram,Cuiabá EC,28022,Treinador,0,2025-01-01,2025-01-20,0,19,2,1.00
Guto Ferreira,Cuiabá EC,28022,Treinador,0,2025-02-21,2025-08-10,0,170,26,1.65
Eduardo Barros,Cuiabá EC,28022,Treinador,0,2025-08-13,,1,,55,1.36
Eduardo Zuma,Cuiabá EC,28022,Treinador interino,1,2026-03-24,2026-03-29,0,5,2,0.50
Gustavo Almeida,Cuiabá EC,28022,Treinador interino,1,2026-04-03,2026-04-05,0,2,1,0.00
Lucas Silveira,Cuiabá EC,28022,Treinador interino,1,2026-04-06,2026-04-30,0,24,2,0.00
Anderson Gomes,Cuiabá EC,28022,Treinador interino,1,2026-04-14,2026-04-17,0,3,1,0.00
Guto Ferreira,EC Bahia,10010,Treinador,0,2017-12-26,2018-06-03,0,159,33,1.82
Claudio Prates,EC Bahia,10010,Treinador interino,1,2018-06-05,2018-06-18,0,13,3,1.33
Enderson Moreira,EC Bahia,10010,Treinador,0,2018-06-18,2019-03-31,0,286,60,1.40
Roger Machado,EC Bahia,10010,Treinador,0,2019-04-02,2020-09-02,0,519,73,1.56
Claudio Prates,EC Bahia,10010,Treinador interino,1,2020-09-04,2020-09-11,0,7,2,0.50
Mano Menezes,EC Bahia,10010,Treinador,0,2020-09-11,2020-12-20,0,100,24,1.08
Dado Cavalcanti,EC Bahia,10010,Treinador,0,2020-12-23,2021-08-17,0,237,52,1.52
Bruno Lopes,EC Bahia,10010,Treinador interino,1,2021-08-18,2021-08-22,0,4,1,0.00
Diego Dabove,EC Bahia,10010,Treinador,0,2021-08-23,2021-10-06,0,44,6,0.83
Guto Ferreira,EC Bahia,10010,Treinador,0,2021-10-08,2022-06-26,0,261,49,1.51
Enderson Moreira,EC Bahia,10010,Treinador,0,2022-07-01,2022-10-01,0,92,18,1.33
Eduardo Barroca,EC Bahia,10010,Treinador,0,2022-10-03,2022-12-06,0,64,6,1.67
Renato Paiva,EC Bahia,10010,Treinador,0,2023-01-01,2023-09-06,0,248,51,1.49
Rogério Ceni,EC Bahia,10010,Treinador,0,2023-09-09,,1,,201,1.75
Leonardo Galbes,EC Bahia,10010,Treinador,0,2025-01-01,2025-01-20,0,19,3,0.67
Antônio Carlos Zago,EC Juventude,10492,Treinador,0,2017-10-27,2018-02-22,0,118,15,0.80
Julinho Camargo,EC Juventude,10492,Treinador,0,2018-02-26,2018-08-26,0,181,26,1.19
Luiz Carlos Winck,EC Juventude,10492,Treinador,0,2018-08-27,2019-03-09,0,194,26,0.92
Marquinhos Santos,EC Juventude,10492,Treinador,0,2019-03-11,2019-09-17,0,190,30,1.63
Marquinhos Santos,EC Juventude,10492,Treinador,0,2020-01-01,2020-03-16,0,75,11,1.00
Pintado,EC Juventude,10492,Treinador,0,2020-07-08,2021-02-01,0,208,46,1.59
Marquinhos Santos,EC Juventude,10492,Treinador,0,2021-02-04,2021-10-18,0,256,42,1.21
Jair Ventura,EC Juventude,10492,Treinador,0,2021-10-20,2022-02-11,0,114,16,1.25
Eduardo Baptista,EC Juventude,10492,Treinador,0,2022-03-09,2022-06-20,0,103,15,0.93
Umberto Louzer,EC Juventude,10492,Treinador,0,2022-06-24,2022-10-03,0,101,16,0.56
Lucas Zanella,EC Juventude,10492,Treinador interino,1,2022-10-03,2022-10-30,0,27,5,0.40
Celso Roth,EC Juventude,10492,Treinador,0,2022-10-31,2023-02-25,0,117,13,0.85
Pintado,EC Juventude,10492,Treinador,0,2023-04-12,2023-05-08,0,26,5,0.60
Adaílton,EC Juventude,10492,Treinador interino,1,2023-05-11,2023-05-16,0,5,1,0.00
Thiago Carpini,EC Juventude,10492,Treinador,0,2023-05-17,2024-01-11,0,239,32,1.94
Roger Machado,EC Juventude,10492,Treinador,0,2024-01-12,2024-07-18,0,188,35,1.46
Jair Ventura,EC Juventude,10492,Treinador,0,2024-07-19,2024-10-28,0,101,19,1.05
Fábio Matias,EC Juventude,10492,Treinador,0,2024-10-28,2025-05-11,0,195,26,1.46
Claudio Tencati,EC Juventude,10492,Treinador,0,2025-05-14,2025-07-29,0,76,7,0.57
Thiago Carpini,EC Juventude,10492,Treinador,0,2025-08-04,2025-12-08,0,126,22,1.09
Maurício Barbieri,EC Juventude,10492,Treinador,0,2025-12-11,,1,,44,1.66
Gerson Ramos,EC Juventude,10492,Treinador interino,1,2026-03-24,2026-03-26,0,2,1,0.00
Gerson Ramos,EC Juventude,10492,Treinador interino,1,2026-04-14,2026-05-08,0,24,3,1.33
Paulo Roberto Santos,EC São Bento,8433,Treinador,0,2013-11-01,2018-06-25,0,1697,110,1.53
Marquinhos Santos,EC São Bento,8433,Treinador,0,2018-06-28,2019-02-10,0,227,30,1.10
Diego Mura,EC São Bento,8433,Treinador interino,1,2018-06-28,2018-07-02,0,4,1,0.00
Edison Borges,EC São Bento,8433,Treinador interino,1,2018-07-02,2018-07-06,0,4,1,0.00
Silas,EC São Bento,8433,Treinador,0,2019-02-11,2019-03-17,0,34,5,0.20
Doriva,EC São Bento,8433,Treinador,0,2019-03-20,2019-08-29,0,162,20,1.10
Luizinho Rangel,EC São Bento,8433,Treinador interino,1,2019-08-30,2019-09-04,0,5,1,0.00
Milton Mendes,EC São Bento,8433,Treinador,0,2019-09-05,2019-11-03,0,59,12,0.83
Marcelo Cordeiro,EC São Bento,8433,Treinador interino,1,2019-11-06,2019-12-02,0,26,6,1.67
Léo Condé,EC São Bento,8433,Treinador,0,2020-01-01,2020-03-01,0,60,0,-
Edson Vieira,EC São Bento,8433,Treinador,0,2020-02-26,2021-04-20,0,419,26,0.85
Marcelo Cordeiro,EC São Bento,8433,Treinador interino,1,2021-04-21,2021-05-17,0,26,4,1.00
Paulo Roberto Santos,EC São Bento,8433,Treinador,0,2021-06-02,2022-05-03,0,335,14,1.00
Paulo Roberto Santos,EC São Bento,8433,Treinador,0,2022-12-09,2023-03-23,0,104,12,0.83
Roberto Fonseca,EC São Bento,8433,Treinador,0,2023-12-05,2024-03-29,0,115,0,-
Ademir Fesan,EC São Bento,8433,Treinador,0,2024-04-18,2024-09-03,0,138,0,-
Roberto Fonseca,EC São Bento,8433,Treinador,0,2025-01-10,2025-02-04,0,25,0,-
Luiz Carlos Martins,EC São Bento,8433,Treinador,0,2025-02-07,2025-02-20,0,13,0,-
Dyego Coelho,EC São Bento,8433,Treinador,0,2025-05-02,2025-07-28,0,87,0,-
Wilson Júnior,EC São Bento,8433,Treinador,0,2026-02-03,2026-03-02,0,27,0,-
Vagner Mancini,EC Vitória,2125,Treinador,0,2017-07-25,2018-07-29,0,369,64,1.55
João Burse,EC Vitória,2125,Treinador interino,1,2018-08-04,2018-08-14,0,10,2,0.50
Paulo César Carpegiani,EC Vitória,2125,Treinador,0,2018-08-14,2018-11-06,0,84,14,1.07
João Burse,EC Vitória,2125,Treinador interino,1,2018-11-06,2018-12-03,0,27,6,0.50
Marcelo Chamusca,EC Vitória,2125,Treinador,0,2018-12-06,2019-03-18,0,102,16,1.13
Claudio Tencati,EC Vitória,2125,Treinador,0,2019-03-19,2019-05-19,0,61,7,0.71
Osmar Loss,EC Vitória,2125,Treinador,0,2019-05-21,2019-08-04,0,75,10,0.80
Carlos Amadeu,EC Vitória,2125,Treinador,0,2019-08-06,2019-09-19,0,44,9,1.44
Geninho,EC Vitória,2125,Treinador,0,2019-09-23,2020-06-20,0,271,25,1.52
Bruno Pivetti,EC Vitória,2125,Treinador,0,2020-06-20,2020-10-07,0,109,19,1.11
Eduardo Barroca,EC Vitória,2125,Treinador,0,2020-10-09,2020-11-27,0,49,9,0.89
Rodrigo Chagas,EC Vitória,2125,Treinador interino,1,2020-11-26,2020-12-09,0,13,4,1.75
Mazola Júnior,EC Vitória,2125,Treinador,0,2020-12-10,2020-12-23,0,13,4,0.75
Rodrigo Chagas,EC Vitória,2125,Treinador,0,2020-12-23,2021-06-08,0,167,30,1.53
Ramon Menezes,EC Vitória,2125,Treinador,0,2021-06-09,2021-08-05,0,57,16,0.94
Wagner Lopes,EC Vitória,2125,Treinador,0,2021-08-13,2021-12-15,0,124,24,1.25
Dado Cavalcanti,EC Vitória,2125,Treinador,0,2021-12-23,2022-03-17,0,84,10,1.40
Geninho,EC Vitória,2125,Treinador,0,2022-03-21,2022-04-21,0,31,4,0.75
Ricardo Amadeu,EC Vitória,2125,Treinador interino,1,2022-04-21,2022-04-28,0,7,0,-
Fabiano Soares,EC Vitória,2125,Treinador,0,2022-04-29,2022-06-20,0,52,4,1.50
João Burse,EC Vitória,2125,Treinador,0,2022-06-22,2023-02-06,0,229,24,1.71
Léo Condé,EC Vitória,2125,Treinador,0,2023-02-10,2024-05-14,0,459,74,1.66
Thiago Carpini,EC Vitória,2125,Treinador,0,2024-05-14,2025-07-09,0,421,73,1.44
Estephano Neto,EC Vitória,2125,Treinador interino,1,2024-08-02,2024-08-05,0,3,1,3.00
Fábio Carille,EC Vitória,2125,Treinador,0,2025-07-10,2025-08-25,0,46,8,1.00
Rodrigo Chagas,EC Vitória,2125,Treinador,0,2025-08-29,2025-09-23,0,25,3,1.00
Jair Ventura,EC Vitória,2125,Treinador,0,2025-09-24,,1,,64,1.56
Rodrigo Chagas,EC Vitória,2125,Treinador,0,2026-01-09,2026-01-19,0,10,3,1.00
PC de Oliveira,Ferroviária,15882,Treinador,0,2018-01-01,2018-05-14,0,133,19,1.00
Bruno Pivetti,Ferroviária,15882,Treinador interino,1,2018-05-15,2018-06-30,0,46,2,0.50
Vinícius Munhoz,Ferroviária,15882,Treinador,0,2019-01-02,2019-10-21,0,292,22,1.32
Marcelo Vilar,Ferroviária,15882,Treinador,0,2019-12-27,2020-01-17,0,21,0,-
Sérgio Soares,Ferroviária,15882,Treinador,0,2020-01-21,2020-03-27,0,66,13,1.38
Dado Cavalcanti,Ferroviária,15882,Treinador,0,2020-05-04,2020-10-16,0,165,8,1.50
Paulo Roberto Santos,Ferroviária,15882,Treinador,0,2020-10-16,2020-12-18,0,63,10,2.00
Pintado,Ferroviária,15882,Treinador,0,2021-02-02,2021-04-26,0,83,8,1.38
Elano,Ferroviária,15882,Treinador,0,2021-04-28,2022-03-28,0,334,39,1.69
Thiago Carpini,Ferroviária,15882,Treinador,0,2022-03-29,2022-05-23,0,55,6,0.83
Vinícius Munhoz,Ferroviária,15882,Treinador,0,2022-05-27,2023-01-26,0,244,12,1.17
Elano,Ferroviária,15882,Treinador,0,2023-01-27,2023-06-08,0,132,14,0.79
Alexandre Lopes,Ferroviária,15882,Treinador interino,1,2023-06-09,2023-06-26,0,17,1,3.00
Alexandre Lopes,Ferroviária,15882,Treinador,0,2023-06-27,2024-01-30,0,217,14,1.93
Vinícius,Ferroviária,15882,Treinador,0,2024-01-30,2024-07-20,0,172,14,2.00
Júnior Rocha,Ferroviária,15882,Treinador,0,2024-07-26,2025-02-17,0,206,11,1.64
Vinícius,Ferroviária,15882,Treinador,0,2025-02-17,2025-09-15,0,210,25,1.24
Daniel Azambuja,Ferroviária,15882,Treinador interino,1,2025-09-19,2025-11-24,0,66,3,0.33
Claudinei Oliveira,Ferroviária,15882,Treinador,0,2025-09-21,2025-11-10,0,50,9,0.89
Rogério Corrêa,Ferroviária,15882,Treinador,0,2025-12-05,,1,,18,1.72
Daniel Noernberg,Ferroviária,15882,Treinador interino,1,2026-04-03,2026-04-06,0,3,0,-
Milton Cruz,Figueirense FC,4064,Treinador,0,2017-08-08,2018-09-10,0,398,68,1.63
Rogério Micale,Figueirense FC,4064,Treinador,0,2018-09-10,2018-11-28,0,79,12,0.67
Hemerson Maria,Figueirense FC,4064,Treinador,0,2018-11-29,2019-07-29,0,242,33,1.61
Marcio Coelho,Figueirense FC,4064,Treinador interino,1,2019-07-29,2019-08-03,0,5,1,1.00
Evandro,Figueirense FC,4064,Treinador interino,1,2019-08-03,2019-08-07,0,4,1,1.00
Vinícius Eutrópio,Figueirense FC,4064,Treinador,0,2019-08-08,2019-09-17,0,40,8,0.25
Rodrigo Chipp,Figueirense FC,4064,Treinador,0,2019-09-07,2019-12-31,0,115,0,-
Marcio Coelho,Figueirense FC,4064,Treinador,0,2019-09-18,2020-08-27,0,344,26,1.42
Pintado,Figueirense FC,4064,Treinador,0,2019-10-17,2019-12-31,0,75,9,1.44
Elano,Figueirense FC,4064,Treinador,0,2020-08-28,2020-11-13,0,77,17,0.88
Jorginho Cantinflas,Figueirense FC,4064,Treinador,0,2020-11-19,2021-11-18,0,364,47,1.26
Júnior Rocha,Figueirense FC,4064,Treinador,0,2022-01-19,2022-11-02,0,287,42,1.45
Cristóvão Borges,Figueirense FC,4064,Treinador,0,2023-01-04,2023-03-20,0,75,12,1.00
Douglas Bazolli,Figueirense FC,4064,Treinador interino,1,2023-03-21,2023-04-25,0,35,0,-
Roberto Fonseca,Figueirense FC,4064,Treinador,0,2023-04-25,2023-06-13,0,49,8,1.25
Paulo Baier,Figueirense FC,4064,Treinador,0,2023-06-15,2023-10-31,0,138,11,1.09
João Burse,Figueirense FC,4064,Treinador,0,2023-12-11,2024-08-29,0,262,32,1.41
Thiago Carvalho,Figueirense FC,4064,Treinador,0,2024-11-26,2025-04-28,0,153,15,1.07
Pintado,Figueirense FC,4064,Treinador,0,2025-04-29,2025-08-11,0,104,12,1.25
Elio Sizenando,Figueirense FC,4064,Treinador,0,2025-08-14,2025-08-31,0,17,2,1.50
Waguinho Dias,Figueirense FC,4064,Treinador,0,2025-10-02,2026-01-23,0,113,5,1.20
Henrique Pacheco,Figueirense FC,4064,Treinador interino,1,2026-01-22,2026-01-24,0,2,0,-
Márcio Zanardi,Figueirense FC,4064,Treinador,0,2026-01-25,2026-04-14,0,79,11,1.18
Raul Cabral,Figueirense FC,4064,Treinador,0,2026-04-16,,1,,17,1.59
Rogério Ceni,Fortaleza EC,10870,Treinador,0,2017-11-10,2019-08-11,0,639,94,1.82
Marconne Montenegro,Fortaleza EC,10870,Treinador interino,1,2019-08-11,2019-08-14,0,3,1,3.00
Zé Ricardo,Fortaleza EC,10870,Treinador,0,2019-08-14,2019-09-27,0,44,7,0.71
Rogério Ceni,Fortaleza EC,10870,Treinador,0,2019-09-30,2020-11-09,0,406,59,1.80
Marconne Montenegro,Fortaleza EC,10870,Treinador interino,1,2020-11-10,2020-11-13,0,3,1,0.00
Marcelo Chamusca,Fortaleza EC,10870,Treinador,0,2020-11-13,2021-01-07,0,55,8,0.75
Enderson Moreira,Fortaleza EC,10870,Treinador,0,2021-01-08,2021-04-25,0,107,23,1.70
Léo Porto,Fortaleza EC,10870,Treinador interino,1,2021-04-26,2021-05-11,0,15,2,2.00
Juan Pablo Vojvoda,Fortaleza EC,10870,Treinador,0,2021-05-04,2025-07-14,0,1532,310,1.64
Renato Paiva,Fortaleza EC,10870,Treinador,0,2025-07-17,2025-09-01,0,46,10,0.60
Martín Palermo,Fortaleza EC,10870,Treinador,0,2025-09-04,2025-12-31,0,118,17,1.65
Thiago Carpini,Fortaleza EC,10870,Treinador,0,2025-12-11,2026-07-23,0,224,41,1.93
Paulo Autuori,Fortaleza EC,10870,Treinador,0,2026-07-30,,1,,9,1.56
Clemer,GE Brasil,10560,Treinador,0,2017-07-21,2018-06-17,0,331,51,1.43
Gilmar Dal Pozzo,GE Brasil,10560,Treinador,0,2018-06-19,2018-08-29,0,71,12,1.00
Gustavo Papa,GE Brasil,10560,Treinador interino,1,2018-06-22,2018-06-24,0,2,1,3.00
Rogério Zimermann,GE Brasil,10560,Treinador,0,2018-08-29,2018-11-26,0,89,14,1.79
Paulo Roberto Santos,GE Brasil,10560,Treinador,0,2018-11-26,2019-02-10,0,76,6,0.50
Gustavo Papa,GE Brasil,10560,Treinador interino,1,2019-02-12,2019-03-25,0,41,7,1.29
Rogério Zimermann,GE Brasil,10560,Treinador,0,2019-03-27,2019-07-09,0,104,8,1.13
Gustavo Papa,GE Brasil,10560,Treinador interino,1,2019-07-09,2019-07-16,0,7,1,3.00
Bolívar,GE Brasil,10560,Treinador,0,2019-07-17,2019-12-03,0,139,29,1.10
Gustavo Papa,GE Brasil,10560,Treinador,0,2019-12-05,2020-03-18,0,104,11,1.09
Hemerson Maria,GE Brasil,10560,Treinador,0,2020-03-30,2020-10-28,0,212,21,1.10
Cirilo,GE Brasil,10560,Treinador interino,1,2020-10-30,2020-11-05,0,6,2,1.00
Claudio Tencati,GE Brasil,10560,Treinador,0,2020-11-05,2021-07-29,0,266,43,1.19
Cirilo,GE Brasil,10560,Treinador interino,1,2021-07-30,2021-08-02,0,3,1,0.00
Cléber Gaúcho,GE Brasil,10560,Treinador,0,2021-08-03,2021-09-27,0,55,11,0.36
Jerson Testoni,GE Brasil,10560,Treinador,0,2021-09-28,2022-05-30,0,244,34,0.94
Thiago Gomes,GE Brasil,10560,Treinador,0,2022-06-09,2022-08-29,0,81,10,1.10
Rogério Zimermann,GE Brasil,10560,Treinador,0,2023-01-19,2023-08-07,0,200,31,1.32
Fabiano Daitx,GE Brasil,10560,Treinador,0,2024-01-01,2024-03-21,0,80,8,0.88
Gabriel Dutra,GE Brasil,10560,Treinador interino,1,2024-02-24,2024-02-26,0,2,1,3.00
Alessandro Telles,GE Brasil,10560,Treinador,0,2024-04-26,2024-06-28,0,63,7,1.14
Rafael Santiago,GE Brasil,10560,Treinador interino,1,2024-06-10,2024-06-14,0,4,0,-
Marcelo Caranhato,GE Brasil,10560,Treinador,0,2024-06-28,2024-08-20,0,53,10,1.90
William de Mattia,GE Brasil,10560,Treinador,0,2024-10-16,2025-02-14,0,121,7,0.86
Pingo,GE Brasil,10560,Treinador,0,2025-02-13,2025-03-20,0,35,7,0.86
Emerson Cris,GE Brasil,10560,Treinador,0,2025-04-16,2025-10-12,0,179,14,1.14
Gilson,GE Brasil,10560,Treinador,0,2025-10-14,2026-07-15,0,274,9,1.00
Laécio Aquino,GE Brasil,10560,Treinador,0,2026-05-29,2026-08-20,0,83,1,1.00
Júlio César Nunes,GE Brasil,10560,Treinador,0,2026-07-27,,1,,0,-
Hélio dos Anjos,Goiás EC,3197,Treinador,0,2017-09-16,2018-05-06,0,232,43,1.60
Ney Franco,Goiás EC,3197,Treinador,0,2018-05-06,2018-11-26,0,204,35,1.69
Maurício Barbieri,Goiás EC,3197,Treinador,0,2019-01-01,2019-04-21,0,110,20,2.15
Claudinei Oliveira,Goiás EC,3197,Treinador,0,2019-04-23,2019-08-04,0,103,12,1.42
Robson Gomes,Goiás EC,3197,Treinador interino,1,2019-08-07,2019-08-09,0,2,1,0.00
Ney Franco,Goiás EC,3197,Treinador,0,2019-08-09,2020-08-20,0,377,45,1.49
Lauro Martins,Goiás EC,3197,Treinador interino,1,2019-09-03,2019-09-12,0,9,2,1.50
Glauber Ramos,Goiás EC,3197,Treinador interino,1,2020-08-21,2020-08-24,0,3,1,3.00
Thiago Larghi,Goiás EC,3197,Treinador,0,2020-08-24,2020-09-28,0,35,6,0.83
Enderson Moreira,Goiás EC,3197,Treinador,0,2020-10-02,2020-11-17,0,46,10,0.30
Glauber Ramos,Goiás EC,3197,Treinador,0,2020-11-19,2021-04-29,0,161,34,1.18
Pintado,Goiás EC,3197,Treinador,0,2021-04-30,2021-07-18,0,79,13,1.62
Marcelo Cabo,Goiás EC,3197,Treinador interino,1,2021-07-22,2021-10-28,0,98,19,1.58
Glauber Ramos,Goiás EC,3197,Treinador interino,1,2021-11-01,2022-02-24,0,115,15,2.13
Bruno Pivetti,Goiás EC,3197,Treinador,0,2022-02-28,2022-03-24,0,24,6,2.50
Glauber Ramos,Goiás EC,3197,Treinador interino,1,2022-03-24,2022-04-13,0,20,3,0.00
Jair Ventura,Goiás EC,3197,Treinador,0,2022-04-14,2022-11-14,0,214,42,1.19
Guto Ferreira,Goiás EC,3197,Treinador,0,2022-12-10,2023-04-10,0,121,25,2.12
Émerson Ávila,Goiás EC,3197,Treinador interino,1,2023-04-14,2023-06-20,0,67,15,1.27
Armando Evangelista,Goiás EC,3197,Treinador,0,2023-06-12,2023-11-14,0,155,27,1.11
Mário Henrique,Goiás EC,3197,Treinador,0,2023-11-24,2023-12-07,0,13,4,0.75
Zé Ricardo,Goiás EC,3197,Treinador,0,2024-01-01,2024-03-25,0,84,16,2.00
Márcio Zanardi,Goiás EC,3197,Treinador,0,2024-04-05,2024-08-05,0,122,21,1.48
Vagner Mancini,Goiás EC,3197,Treinador,0,2024-08-06,2024-12-02,0,118,21,1.86
Jair Ventura,Goiás EC,3197,Treinador,0,2024-12-06,2025-03-25,0,109,20,1.80
Vagner Mancini,Goiás EC,3197,Treinador,0,2025-03-26,2025-10-12,0,200,33,1.58
Fábio Carille,Goiás EC,3197,Treinador,0,2025-10-15,2025-12-08,0,54,6,1.50
Daniel Paulista,Goiás EC,3197,Treinador,0,2025-12-09,2026-06-24,0,197,33,1.82
Mozart,Goiás EC,3197,Treinador,0,2026-06-25,,1,,13,1.38
Renato Gaúcho,Grêmio FBPA,210,Treinador,0,2016-09-18,2021-04-15,0,1670,306,1.87
Thiago Gomes,Grêmio FBPA,210,Treinador interino,1,2020-01-17,2020-01-20,0,3,1,0.00
Thiago Gomes,Grêmio FBPA,210,Treinador interino,1,2021-04-15,2021-05-28,0,43,4,2.00
Tiago Nunes,Grêmio FBPA,210,Treinador,0,2021-04-22,2021-07-05,0,74,16,1.75
Thiago Gomes,Grêmio FBPA,210,Treinador interino,1,2021-07-05,2021-07-09,0,4,1,0.00
Luiz Felipe Scolari,Grêmio FBPA,210,Treinador,0,2021-07-09,2021-10-11,0,94,21,1.43
Thiago Gomes,Grêmio FBPA,210,Treinador interino,1,2021-10-12,2021-10-15,0,3,1,0.00
Vagner Mancini,Grêmio FBPA,210,Treinador,0,2021-10-15,2022-02-14,0,122,18,1.67
Roger Machado,Grêmio FBPA,210,Treinador,0,2022-02-14,2022-09-01,0,199,37,1.70
César Lopes,Grêmio FBPA,210,Treinador interino,1,2022-09-02,2022-09-07,0,5,1,3.00
Renato Gaúcho,Grêmio FBPA,210,Treinador,0,2022-09-08,2024-12-10,0,824,132,1.73
Alexandre Mendes,Grêmio FBPA,210,Treinador interino,1,2024-02-13,2024-02-15,0,2,1,1.00
Alexandre Mendes,Grêmio FBPA,210,Treinador interino,1,2024-02-27,2024-02-29,0,2,1,0.00
Gustavo Quinteros,Grêmio FBPA,210,Treinador,0,2025-01-01,2025-04-16,0,105,17,2.00
James Freitas,Grêmio FBPA,210,Treinador interino,1,2025-04-17,2025-04-20,0,3,1,1.00
Mano Menezes,Grêmio FBPA,210,Treinador,0,2025-04-21,2025-12-09,0,232,39,1.38
Luís Castro,Grêmio FBPA,210,Treinador,0,2025-12-12,2026-09-13,0,275,49,1.49
Luiz Felipe Scolari,Grêmio FBPA,210,Treinador interino,1,2026-09-13,2026-09-18,0,5,1,0.00
Renato Gaúcho,Grêmio FBPA,210,Treinador,0,2026-09-14,2026-12-31,0,108,0,-
Doriva,Grêmio Novorizontino,37474,Treinador,0,2017-09-01,2018-03-22,0,202,14,1.43
Ito Roque,Grêmio Novorizontino,37474,Treinador,0,2018-03-23,2018-07-03,0,102,10,1.60
Roberto Fonseca,Grêmio Novorizontino,37474,Treinador,0,2018-11-28,2019-04-03,0,126,14,1.50
Moisés Egert,Grêmio Novorizontino,37474,Treinador,0,2019-04-10,2019-06-30,0,81,8,2.13
Roberto Fonseca,Grêmio Novorizontino,37474,Treinador,0,2019-11-27,2021-01-26,0,426,36,1.78
Léo Condé,Grêmio Novorizontino,37474,Treinador,0,2021-02-02,2022-02-09,0,372,43,1.72
Allan Aal,Grêmio Novorizontino,37474,Treinador,0,2022-02-14,2022-06-19,0,125,20,0.85
Rafael Guanaes,Grêmio Novorizontino,37474,Treinador,0,2022-06-22,2022-09-03,0,73,15,1.27
Mazola Júnior,Grêmio Novorizontino,37474,Treinador,0,2022-09-05,2022-11-08,0,64,10,1.10
Eduardo Baptista,Grêmio Novorizontino,37474,Treinador,0,2022-11-16,2025-04-03,0,869,105,1.68
Umberto Louzer,Grêmio Novorizontino,37474,Treinador,0,2025-04-04,2025-08-25,0,143,24,1.46
Ben-Hur,Grêmio Novorizontino,37474,Treinador interino,1,2025-04-04,2025-04-07,0,3,1,1.00
Enderson Moreira,Grêmio Novorizontino,37474,Treinador,0,2025-08-26,,1,,56,1.71
Ben-Hur,Grêmio Novorizontino,37474,Treinador interino,1,2026-03-27,2026-03-29,0,2,1,3.00
Jean Paulista,Grêmio Novorizontino,37474,Treinador interino,1,2026-04-08,2026-05-08,0,30,4,1.75
Luís Fernando Flores,Grêmio Novorizontino,37474,Treinador interino,1,2026-05-19,2026-05-22,0,3,1,0.00
Paulinho,Grêmio Novorizontino,37474,Treinador interino,1,2026-05-26,2026-05-28,0,2,1,1.00
Fernando Diniz,Guarani FC,1755,Treinador,0,2017-11-30,2018-01-02,0,33,0,-
Umberto Louzer,Guarani FC,1755,Treinador,0,2018-01-03,2018-11-13,0,314,36,1.39
Marco Antônio,Guarani FC,1755,Treinador interino,1,2018-11-14,2018-11-17,0,3,1,1.00
Osmar Loss,Guarani FC,1755,Treinador,0,2018-11-28,2019-03-21,0,113,13,1.08
Vinícius Eutrópio,Guarani FC,1755,Treinador,0,2019-03-22,2019-06-12,0,82,10,0.60
