ano,clube,treinador,jogos,ppj,rendimento,sistema,sistema_pct,sistemas,posse,passes_posse,passe_longo,ppda,rec_altas,cruz,contra,posic,entradas,dist_rem,xg,xg_sof,bp,aereos,hi,spr,dist
2025,Amazonas,Guilherme Alves,11,1.1818181818181819,-0.2040455553156597,5-4-1,0.36,5-4-1 36% / 4-2-3-1 18% / 3-4-3 18%,43.41363636363636,2.985454545454545,14.642727272727273,11.422727272727274,9.272727272727273,10.636363636363637,0.5454545454545454,23.90909090909091,16.272727272727273,18.216363636363635,1.2318181818181817,1.75,26.363636363636363,46.90363636363636,44.218712338329325,6.294645303172249,9164.090327772914
2022,Bahia,Guto Ferreira,14,1.7857142857142858,0.3192610071447321,4-2-3-1,0.93,4-2-3-1 93% / 4-5-1 7%,48.74214285714286,3.2471428571428573,12.664285714285715,7.964285714285715,10.571428571428571,15.571428571428571,2.642857142857143,30.642857142857142,23.714285714285715,21.12285714285714,1.2692857142857146,0.8200000000000001,25.357142857142858,44.16428571428571,50.872201798719296,7.542134744710932,9328.690331912157
2023,Ceará,Guto Ferreira,11,1.2727272727272727,-0.322920420339903,4-2-3-1,0.91,4-2-3-1 91% / 4-4-2 9%,50.66545454545454,3.3709090909090906,12.335454545454546,8.503636363636362,11.636363636363637,14.090909090909092,3.0,26.363636363636363,22.272727272727273,20.076363636363634,1.1654545454545455,1.1845454545454546,29.454545454545453,46.18181818181819,57.4592296648667,9.574489420342797,9351.311742029826
2025,Cuiabá,Guto Ferreira,21,1.4761904761904763,0.0073257231993464,4-2-3-1,0.38,4-2-3-1 38% / 4-4-2 38% / 4-1-4-1 14%,51.08761904761904,3.7247619047619045,11.711904761904762,10.302380952380952,12.571428571428571,15.380952380952381,1.380952380952381,26.61904761904762,23.904761904761905,19.786190476190477,1.2747619047619045,1.081904761904762,26.80952380952381,48.96999999999999,51.79963605852387,8.668780601199723,9111.842483273327
2025,Remo,Guto Ferreira,10,2.3,0.7698549007431694,4-2-3-1,0.6,4-2-3-1 60% / 4-3-3 20% / 4-1-4-1 10%,47.884,3.1669999999999994,13.594999999999999,11.366,9.5,12.7,0.9,25.5,19.8,22.985999999999997,1.0459999999999998,1.224,26.1,44.943,49.24123873682175,7.959190376215361,9133.402272966932
2026,Vila Nova,Guto Ferreira,25,1.84,0.5521307077682265,4-2-3-1,0.8,4-2-3-1 80% / 4-3-3 12% / 4-3-1-2 4%,51.638000000000005,3.588,11.3264,9.6136,11.64,14.36,0.44,26.96,21.08,20.1124,1.2964000000000002,1.1696,29.76,52.3,54.6458270317518,8.323135721643453,9376.006844252322
2022,Ponte Preta,Hélio dos Anjos,38,1.2894736842105263,-0.16202681237652,4-2-3-1,0.37,4-2-3-1 37% / 4-3-3 21% / 4-1-4-1 11%,53.922894736842096,2.973684210526316,12.762894736842105,6.543947368421053,11.5,14.394736842105264,1.0263157894736843,29.789473684210527,20.157894736842106,20.639210526315793,1.0802631578947368,1.1076315789473683,31.263157894736842,46.81710526315789,56.30869186977776,9.16478290663408,9253.130946804664
2024,CRB,Hélio dos Anjos,11,1.5454545454545454,0.2003698688153918,4-4-2,0.45,4-4-2 45% / 4-1-4-1 45% / 4-2-3-1 9%,51.182727272727284,3.4818181818181815,13.452727272727271,7.782727272727272,13.545454545454545,17.09090909090909,0.2727272727272727,30.545454545454547,23.727272727272727,20.362727272727273,0.9654545454545452,1.1736363636363638,24.818181818181817,47.18545454545454,54.576379050108216,8.689397789638344,9504.310526873396
2024,Paysandu,Hélio dos Anjos,25,1.08,-0.2679521472768122,4-2-3-1,0.4,4-2-3-1 40% / 4-4-2 28% / 4-1-4-1 16%,56.378,3.8084000000000002,10.3916,6.839200000000001,11.24,20.32,0.72,32.92,25.64,20.160400000000003,1.0272,1.1955999999999998,29.0,45.2592,54.66226487077886,8.304155676604818,9453.68752559057
2026,Náutico,Hélio dos Anjos,27,1.3703703703703705,0.3989639672274665,4-2-3-1,0.85,4-2-3-1 85% / 4-4-2 7% / 4-1-4-1 4%,58.529629629629625,3.681111111111111,9.601111111111111,6.913333333333333,14.11111111111111,18.666666666666668,0.6666666666666666,36.74074074074074,26.85185185185185,18.839259259259258,1.7000000000000002,1.3588888888888888,31.25925925925926,48.61777777777778,57.78955689056167,9.1851865998542,9783.361159868151
2023,Atlético-GO,Jair Ventura,19,1.9473684210526316,0.4487475021822893,4-2-3-1,0.63,4-2-3-1 63% / 4-1-4-1 16% / 4-3-3 16%,54.71947368421053,4.08578947368421,12.404736842105264,8.547368421052632,11.68421052631579,19.0,2.1052631578947367,29.210526315789473,25.68421052631579,18.52631578947368,1.4236842105263159,1.2694736842105263,25.36842105263158,46.48,51.8545157860878,8.418713853034419,9320.784504152482
2025,Avaí,Jair Ventura,27,1.3703703703703705,0.0345780632674277,4-4-2,0.44,4-4-2 44% / 4-1-3-2 19% / 4-2-3-1 15%,47.415925925925926,3.513333333333333,14.613333333333333,10.366296296296296,12.814814814814815,15.0,0.9259259259259259,28.666666666666668,23.11111111111111,19.60777777777778,1.2677777777777777,1.1444444444444444,24.703703703703702,44.27074074074074,57.125558383047526,9.12794344974527,9685.594580465342
2022,Vasco,Jorginho,10,1.7,0.1387373727106895,4-2-3-1,0.6,4-2-3-1 60% / 4-4-2 30% / 4-4-1-1 10%,50.259,2.923,14.069999999999999,10.462,7.8,11.3,1.5,26.0,18.2,19.061,1.145,1.4209999999999998,27.9,48.127,53.32161138088837,8.723474901283975,9653.94057398031
2024,Coritiba,Jorginho,19,1.5789473684210527,0.0099869942315966,4-2-3-1,0.63,4-2-3-1 63% / 4-4-2 32% / 4-4-1-1 5%,51.0821052631579,3.878421052631579,11.673157894736843,11.627894736842105,9.947368421052632,13.421052631578947,1.0,27.157894736842106,19.526315789473685,20.876315789473686,1.2147368421052633,1.2136842105263157,28.473684210526315,46.064736842105255,57.43608484256107,9.314370716473679,9690.13927176785
2023,Tombense,João Burse,12,0.9166666666666666,-0.2505146179509528,4-2-3-1,0.33,4-2-3-1 33% / 4-4-1-1 25% / 4-1-4-1 17%,49.12333333333333,3.390833333333333,12.915000000000001,12.080833333333333,10.583333333333334,16.583333333333332,1.9166666666666667,24.833333333333332,22.333333333333332,19.770833333333332,1.3524999999999998,1.5958333333333334,28.583333333333332,49.615833333333335,51.84900197919397,8.271649756012973,9224.071486357941
2024,América-MG,Lisca,14,1.4285714285714286,-0.0568630831188425,4-1-4-1,0.57,4-1-4-1 57% / 4-2-3-1 29% / 4-4-2 7%,52.22071428571428,4.341428571428572,9.396428571428572,13.197857142857142,10.642857142857142,17.285714285714285,1.2857142857142858,28.5,27.5,18.807857142857138,1.465,1.3264285714285715,28.142857142857142,50.04357142857142,56.4420659636644,8.543384926064634,10068.276941004666
2022,Brusque,Luan Carlos,20,1.05,0.004474408082647,4-2-3-1,0.45,4-2-3-1 45% / 4-4-2 25% / 4-3-3 15%,51.614,3.4274999999999998,12.565999999999999,9.818,10.8,15.25,1.1,30.4,22.2,21.7585,1.031,0.9295,29.05,46.128499999999995,53.076805705305155,7.9094717651505615,9644.384216548784
