ano,clube,jogador,pos11,setor,tipo,minutos,psv99,sprint_count_p90,hi_count_p90,expl_accel_sprint_p90,distance_p90,runs_p30tip,Duelos/90,"Duelos ganhos, %","Duelos defensivos ganhos, %","Duelos aéreos ganhos, %",Duelos ofensivos/90,Dribles/90,Corridas progressivas/90,Toques na área/90,Acções atacantes com sucesso/90,xgxa90,ga90,Interseções/90
2025,Goiás,Marcão,VOL,Volante,Intermediário,1839,29.33,7.29,48.75,1.56,9452.7,14.08,17.13,46.57,56.15,46.46,3.72,0.54,0.49,1.13,0.49,0.08,0.1,3.47
2025,Goiás,Rodrigo Andrade,VOL,Volante,Mais intenso,911,29.04,9.3,57.0,1.68,9729.8,28.83,19.17,47.42,48.0,25.0,8.0,1.58,1.78,0.59,1.38,0.13,0.1,3.06
2025,Operário-PR,Índio,VOL,Volante,Mais intenso,2291,28.31,7.94,55.79,0.59,9918.19,23.99,10.53,53.36,57.95,50.0,2.4,0.67,0.98,0.79,0.75,0.05,0.08,4.52
2025,Paysandu,Leandro Vilela,VOL,Volante,Menos intenso,1637,26.37,4.05,37.98,0.06,9437.74,20.43,13.96,50.79,56.39,51.61,3.46,0.93,0.82,0.77,0.82,0.06,0.11,4.12
2025,Paysandu,Anderson Leite,VOL,Volante,Mais intenso,1199,28.51,6.37,53.69,0.3,10353.94,33.97,14.64,48.21,50.94,46.88,2.55,0.38,1.05,1.43,0.68,0.11,0.08,4.13
2025,Paysandu,Ronaldo Henrique,VOL,Volante,Menos intenso,981,25.89,3.02,32.62,0.09,9885.62,12.85,16.15,55.68,50.65,61.54,3.49,0.37,0.28,0.0,0.64,0.03,0.0,3.85
2025,Remo,Caio Vinícius,VOL,Volante,Mais intenso,2549,28.79,6.92,48.33,1.16,10253.55,21.95,16.21,52.94,59.46,46.85,3.0,0.42,0.99,0.71,0.6,0.1,0.25,5.58
2025,Remo,Luan Gonçalves,VOL,Volante,Intermediário,1015,28.93,6.25,47.6,0.89,10271.53,20.75,14.01,57.59,63.77,64.52,3.81,0.62,1.06,0.8,0.98,0.13,0.09,3.46
2025,Vila Nova,João Vieira,VOL,Volante,Mais intenso,3244,28.17,8.55,60.18,0.87,9955.62,31.57,11.68,50.83,59.05,37.78,3.05,0.58,0.75,0.69,0.83,0.14,0.2,2.94
2025,Volta Redonda,André Luiz,VOL,Volante,Intermediário,1910,28.02,6.07,48.62,0.89,9852.52,18.06,12.96,52.0,55.14,53.52,2.78,0.52,0.33,0.66,0.75,0.12000000000000001,0.14,4.81
2025,Volta Redonda,Bruno Barra,VOL,Volante,Intermediário,1346,28.27,4.34,33.3,0.4,9104.98,8.99,10.03,46.67,60.71,33.33,1.67,0.33,0.53,0.6,0.53,0.08,0.07,5.01
2026,América-MG,Felipe Amaral,VOL,Volante,Menos intenso,1586,26.57,5.16,45.85,0.12,10994.25,22.75,11.07,52.82,54.02,47.73,2.61,0.62,0.45,0.96,1.19,0.09,0.12,3.35
2026,Athletic,João Miguel,VOL,Volante,Intermediário,2249,28.61,8.19,54.67,1.25,10535.25,18.34,11.61,54.48,65.65,52.94,2.48,0.4,0.32,0.48,0.28,0.07,0.0,6.2
2026,Atlético-GO,Leandro Vilela,VOL,Volante,Menos intenso,1293,26.76,5.11,47.38,0.21,10226.93,28.84,11.42,54.27,60.67,50.0,2.51,0.35,0.56,0.63,0.35,0.14,0.0,3.55
2026,Avaí,Zé Ricardo,VOL,Volante,Intermediário,1697,27.37,5.42,44.4,0.68,10244.65,22.81,11.67,48.18,50.47,44.44,2.55,0.58,0.48,0.16,0.53,0.05,0.05,3.77
2026,Botafogo-SP,Matheus Sales,VOL,Volante,Intermediário,1613,27.74,5.49,42.45,1.16,9464.44,21.42,10.49,51.6,58.33,58.62,3.07,0.45,0.22,0.45,0.28,0.01,0.0,3.91
2026,Botafogo-SP,L. Maciel,VOL,Volante,Menos intenso,979,26.02,3.0,35.62,0.18,9664.48,22.25,9.01,48.98,44.0,46.15,1.93,0.37,0.37,0.37,0.83,0.22,0.0,2.67
2026,CRB,Patrick De Lucca,VOL,Volante,Menos intenso,968,26.11,4.97,45.86,0.38,10374.4,31.82,9.86,53.77,60.66,62.5,1.02,0.09,0.56,0.74,0.46,0.15,0.19,3.25
2026,Fortaleza,Pierre,VOL,Volante,Menos intenso,1114,27.43,4.92,47.3,0.32,10716.69,30.05,11.07,59.85,51.32,70.59,2.99,0.16,0.32,0.4,0.32,0.08,0.08,3.72
2026,Goiás,Filipe Machado,VOL,Volante,Menos intenso,1855,26.88,3.12,30.67,0.44,9613.7,20.5,9.02,55.38,61.25,58.62,3.01,0.44,0.58,0.05,0.39,0.03,0.0,3.54
2026,Londrina,André Luiz,VOL,Volante,Intermediário,1438,27.52,6.35,48.0,0.68,9818.47,17.25,9.08,55.86,59.26,54.9,1.94,0.25,0.13,0.63,0.5,0.08,0.13,6.95
2026,Novorizontino,Luís Oyama,VOL,Volante,Mais intenso,1906,28.0,7.96,61.64,0.85,11060.0,38.0,9.21,45.13,53.09,40.0,3.59,0.76,0.76,0.99,1.13,0.22,0.23,3.21
2026,Novorizontino,Léo Naldi,VOL,Volante,Intermediário,1795,27.96,7.65,54.04,0.65,10295.62,19.02,10.88,54.38,58.16,48.33,2.26,0.4,0.6,1.1,0.6,0.16,0.05,4.41
2026,Náutico,Samuel,VOL,Volante,Intermediário,957,28.41,8.58,59.81,2.03,9808.79,13.51,14.48,35.06,36.54,52.0,1.6,0.09,0.56,1.13,0.47,0.09,0.0,4.14
2026,Operário-PR,Matheus Trindade,VOL,Volante,Menos intenso,2067,26.69,5.09,47.95,0.65,10262.69,24.57,12.76,54.27,56.29,44.19,3.35,0.65,0.39,0.17,0.65,0.03,0.04,4.48
2026,Sport,Biel,VOL,Volante,Mais intenso,1737,28.02,9.96,64.39,1.88,9298.53,37.23,12.75,50.0,58.39,32.5,2.44,0.47,0.83,1.5,0.98,0.19,0.21000000000000002,4.09
2026,Sport,Zé Gabriel,VOL,Volante,Menos intenso,1586,26.66,3.48,33.35,0.46,9413.69,18.26,10.5,56.76,57.0,62.16,1.87,0.4,0.68,0.28,0.62,0.05,0.0,4.43
2026,Sport,Zé Lucas,VOL,Volante,Mais intenso,1087,28.21,8.0,57.22,0.67,10158.71,37.42,13.33,50.93,55.22,36.36,4.89,0.99,0.25,0.5,0.75,0.06,0.0,3.81
2026,São Bernardo,Miraíma,VOL,Volante,Menos intenso,2106,25.65,3.57,42.07,0.08,10826.17,33.05,11.15,45.21,47.83,28.57,4.49,0.43,0.38,0.26,1.2,0.23,0.26,3.38
2026,São Bernardo,Romisson,VOL,Volante,Mais intenso,1924,29.57,11.26,67.69,0.98,10467.94,31.9,8.47,50.28,61.4,28.57,4.26,1.36,2.34,1.36,1.5,0.22,0.24,2.9
2026,São Bernardo,Foguinho,VOL,Volante,Mais intenso,1914,28.11,7.84,60.79,0.91,10648.18,32.72,9.73,44.93,49.09,8.0,2.35,0.47,0.33,0.71,0.56,0.06999999999999999,0.09,3.81
2026,Vila Nova,João Vieira,VOL,Volante,Mais intenso,2081,28.2,8.34,57.49,0.91,9968.67,32.36,10.9,46.83,44.72,36.84,3.59,0.52,0.43,1.25,0.82,0.29000000000000004,0.22,1.69
2026,Vila Nova,Dudu,VOL,Volante,Mais intenso,1685,30.79,10.58,63.39,1.61,10265.09,28.95,17.73,50.0,52.45,56.96,4.11,0.75,0.64,1.07,1.12,0.09999999999999999,0.21,4.22
2026,Vila Nova,Willian Maranhão,VOL,Volante,Menos intenso,973,27.19,4.45,39.15,0.1,9908.35,20.43,9.71,53.33,51.16,75.0,3.05,0.37,0.46,0.37,0.37,0.02,0.0,3.61
2022,Brusque,Zé Mateus,MED,Meia,Explosivo e rápido,1793,29.01,9.64,61.42,1.38,9490.83,26.84,14.56,47.59,54.0,50.0,3.41,1.25,0.95,0.4,1.81,0.15000000000000002,0.1,3.71
2022,Brusque,Álvaro,MEI,Meia,Médio em tudo,1394,27.57,8.1,59.42,0.53,9845.3,41.46,17.3,42.54,47.62,32.0,7.04,2.91,1.16,1.74,3.03,0.16,0.13,0.97
2022,Brusque,Diego Jardel,MEI,Meia,Médio em tudo,960,26.54,5.06,46.65,0.47,10334.4,36.51,20.63,40.91,43.24,40.0,11.34,3.56,1.22,1.31,2.81,0.27,0.37,1.13
2022,CRB,Rafael Longuine,MEI,Meia,Médio em tudo,1962,27.55,6.03,48.33,0.68,10164.64,32.03,11.88,39.77,55.79,19.23,4.36,1.1,1.19,1.1,1.61,0.22999999999999998,0.23,1.65
2022,CSA,Yann Rolim,MEI,Meia,Explosivo e rápido,1071,27.7,9.61,67.25,0.95,10476.82,36.5,23.45,40.14,51.22,30.0,11.76,4.12,1.34,2.52,4.29,0.24,0.25,2.02
2022,Chapecoense,Marcelo Freitas,MED,Meia,Baixa intensidade,2299,26.64,4.45,46.28,0.36,10622.05,25.64,17.07,55.96,62.35,44.19,4.66,1.57,0.78,0.31,1.45,0.08,0.04,5.25
2022,Chapecoense,Matheus Bianqui,MED,Meia,Médio em tudo,2013,28.24,8.86,64.95,0.74,10811.64,26.07,23.29,54.13,63.9,49.68,3.26,0.98,0.45,1.74,1.07,0.28,0.18,5.37
2022,Chapecoense,Lima,MED,Meia,Explosivo e rápido,1137,28.43,11.62,79.35,0.82,11016.64,47.43,14.49,45.9,55.7,10.53,5.07,2.14,1.19,0.95,2.45,0.19,0.08,3.56
2022,Chapecoense,Pablo Oliveira,MED,Meia,Médio em tudo,1104,26.97,5.6,47.23,0.67,10391.57,24.16,18.59,57.46,64.37,62.07,6.11,1.88,0.73,0.98,1.39,0.07,0.08,5.95
2022,Chapecoense,Betinho,MED,Meia,Baixa intensidade,1068,26.14,3.53,36.77,0.25,10097.5,20.24,16.52,48.98,54.55,52.17,3.71,0.84,0.93,0.17,1.01,0.13,0.0,4.04
2022,Criciúma,Arilson,MED,Meia,Médio em tudo,2931,28.91,7.23,51.74,1.3,9336.8,19.34,18.45,53.08,63.06,51.76,6.33,2.0,0.89,0.68,1.72,0.1,0.06,3.62
2022,Criciúma,Fellipe Mateus,MED,Meia,Médio em tudo,2895,26.53,5.46,53.54,0.39,10504.61,35.77,19.06,46.0,55.94,40.43,6.96,2.7,0.72,1.18,2.8,0.3,0.19,3.73
2022,Cruzeiro,Neto Moura,MED,Meia,Baixa intensidade,2465,27.37,5.87,48.48,0.87,9873.1,16.74,15.48,57.78,66.67,55.1,2.23,0.69,0.47,0.15,0.91,0.09000000000000001,0.15,3.03
2022,Cruzeiro,Willian Oliveira,MED,Meia,Baixa intensidade,2237,26.37,4.33,42.92,0.4,10068.6,13.97,16.62,53.75,58.33,54.55,2.37,0.52,0.48,0.48,0.6,0.05,0.08,5.83
2022,Cruzeiro,Filipe Machado,MED,Meia,Baixa intensidade,2077,27.46,4.25,32.85,0.48,9055.91,9.03,14.34,54.98,68.03,42.03,3.34,1.08,0.78,0.26,1.47,0.18,0.21000000000000002,3.86
2022,Grêmio,J. Campaz,MEI,Meia,Explosivo e rápido,1525,28.32,12.62,80.21,1.59,11132.2,51.38,23.37,43.18,57.81,25.0,10.62,4.25,1.36,2.01,4.72,0.30000000000000004,0.12,1.95
2022,Grêmio,Thiago Santos,MED,Meia,Médio em tudo,967,27.83,6.79,48.74,0.56,9662.05,21.15,21.78,53.85,51.96,57.14,3.72,1.21,0.93,0.74,0.93,0.11,0.18,5.31
2022,Guarani,Giovanni Augusto,MEI,Meia,Médio em tudo,2294,28.99,6.7,49.94,0.55,9332.55,30.39,21.42,49.27,60.71,40.68,11.22,3.88,1.88,1.14,4.12,0.35,0.2,1.92
2022,Guarani,Rodrigo Andrade,MED,Meia,Médio em tudo,1906,28.78,8.42,55.3,0.77,9823.17,27.14,20.21,49.3,50.63,37.84,7.84,2.08,0.33,0.71,1.94,0.09,0.1,4.2
2022,Ituano,Gerson Magrão,MEI,Meia,Explosivo e rápido,1409,29.55,10.63,62.12,1.62,9136.74,27.42,16.8,47.15,59.29,28.0,6.2,1.92,1.15,1.47,2.11,0.26,0.32,2.11
2022,Ituano,Dudu Vieira,MED,Meia,Explosivo e rápido,941,28.7,13.65,79.14,1.91,10352.64,43.59,14.06,48.3,57.97,45.0,3.35,0.67,1.24,0.96,0.96,0.03,0.1,2.96
2022,Londrina,Gegé,MED,Meia,Médio em tudo,2677,27.33,7.03,57.37,0.66,10273.26,34.55,16.28,45.73,58.38,30.36,5.53,1.77,1.11,1.18,2.02,0.17,0.1,2.78
2022,Londrina,Mandaca,MED,Meia,Médio em tudo,1877,28.69,7.28,48.49,0.72,9885.75,15.41,20.47,54.8,66.31,50.0,5.27,2.06,1.2,0.82,2.11,0.11,0.15000000000000002,4.65
2022,Londrina,Jhonny Lucas,MED,Meia,Médio em tudo,1297,28.28,7.05,55.24,0.72,9947.59,26.91,20.68,45.99,49.57,34.62,5.48,1.44,0.65,0.94,1.3,0.08,0.14,4.11
2022,Novorizontino,Gustavo Bochecha,MED,Meia,Baixa intensidade,2498,26.46,3.59,36.38,0.37,9567.23,20.53,12.79,53.52,54.59,48.57,3.28,0.79,0.94,0.65,1.01,0.13,0.11000000000000001,4.4
2022,Novorizontino,D. Torres,MEI,Meia,Explosivo e rápido,1790,28.15,9.5,63.65,1.31,9632.12,29.24,13.53,39.41,53.77,20.83,4.83,1.41,1.11,1.11,1.91,0.28,0.3,2.01
2022,Náutico,Richard Franco,MED,Meia,Explosivo e rápido,1888,28.29,10.35,69.57,0.86,10558.26,38.32,22.36,44.56,57.65,44.59,7.1,2.76,1.19,2.43,2.62,0.29,0.24000000000000002,3.29
2022,Náutico,Souza,MED,Meia,Baixa intensidade,1412,27.37,6.38,49.24,0.45,9852.85,19.06,17.78,51.61,61.82,50.0,4.97,1.4,0.83,0.57,1.47,0.29000000000000004,0.12,3.89
2022,Náutico,Jobson,MED,Meia,Médio em tudo,1191,28.28,7.63,58.25,0.83,10043.5,30.93,21.91,56.21,59.85,70.83,7.63,3.02,1.66,0.6,2.8,0.08,0.08,5.21
2022,Operário-PR,J. Reina,MEI,Meia,Explosivo e rápido,1789,28.16,9.61,66.09,0.91,10390.28,42.96,18.11,33.33,50.0,24.24,9.86,2.16,2.06,1.26,2.31,0.23,0.2,1.81
2022,Operário-PR,Tomás Bastos,MED,Meia,Médio em tudo,1326,27.34,7.24,53.76,0.68,10229.26,32.93,14.52,35.51,44.62,23.08,5.29,1.15,0.2,1.29,1.97,0.32,0.28,2.99
2022,Ponte Preta,Léo Naldi,MED,Meia,Médio em tudo,3102,29.65,8.89,58.76,0.69,9636.62,23.7,19.7,47.42,54.18,49.25,5.34,1.57,0.99,0.64,1.51,0.12000000000000001,0.09,4.24
2022,Ponte Preta,Élvis,MEI,Meia,Baixa intensidade,1412,25.64,2.42,28.93,0.06,9039.31,13.79,12.68,40.2,45.1,21.74,5.86,1.34,0.76,0.76,2.42,0.54,0.25,0.45
2022,Sampaio Corrêa,Rafael Vila,MEI,Meia,Médio em tudo,2383,27.98,8.48,54.03,1.02,10016.58,34.13,16.32,40.51,50.75,23.53,5.85,1.96,0.49,1.02,1.74,0.15,0.22,1.96
2022,Sport,Bruno Matias,MED,Meia,Médio em tudo,1247,26.26,4.91,48.96,0.51,10562.66,30.78,12.49,50.87,49.47,33.33,2.38,0.51,0.43,0.22,0.36,0.06,0.0,3.83
2022,Sport,Pedro Naressi,MED,Meia,Médio em tudo,975,27.96,7.57,53.07,1.57,10341.04,25.31,21.32,46.32,48.78,41.86,5.17,1.66,1.2,1.02,1.48,0.13,0.0,4.43
2022,Tombense,Nenê Bonilha,MEI,Meia,Baixa intensidade,967,28.24,5.96,45.14,0.59,9725.22,20.81,17.36,38.2,52.94,34.62,7.22,2.54,0.59,1.07,1.95,0.2,0.29000000000000004,1.95
2022,Vasco,Nenê,MEI,Meia,Médio em tudo,2570,27.92,6.24,51.11,0.97,10346.31,29.14,14.92,39.44,57.5,23.53,8.05,1.65,0.88,1.37,3.33,0.46,0.53,0.98
2022,Vila Nova,Ralf,MED,Meia,Baixa intensidade,1776,26.93,4.05,39.1,0.36,9613.4,11.46,12.06,57.98,63.83,54.29,3.09,0.71,0.15,0.1,0.56,0.02,0.0,5.88
2022,Vila Nova,Wagner,MEI,Meia,Médio em tudo,1559,26.65,5.84,52.04,0.21,10533.95,43.54,11.37,42.13,55.74,33.33,4.5,1.21,0.81,1.67,1.15,0.22,0.18,2.83
2022,Vila Nova,Sousa,MED,Meia,Baixa intensidade,1252,27.25,3.92,34.91,0.51,10269.56,17.81,16.53,57.83,65.91,57.63,3.88,1.44,0.79,0.29,1.08,0.06,0.0,5.03
2023,ABC,Wallace,MED,Meia,Baixa intensidade,1304,27.45,4.49,40.37,0.35,10247.83,25.1,18.98,48.0,52.25,42.31,6.83,1.86,1.24,0.21,1.93,0.11,0.21,2.28
2023,ABC,Nathan Melo,MED,Meia,Médio em tudo,1188,27.39,5.53,48.05,0.61,10071.55,19.7,17.95,51.9,48.28,50.79,4.47,1.29,1.14,0.3,1.21,0.03,0.0,4.47
2023,ABC,Wellington Reis,MED,Meia,Baixa intensidade,1130,27.16,4.77,40.02,0.56,10064.44,20.03,15.93,49.5,43.42,46.43,5.5,1.83,0.72,0.64,1.83,0.09,0.08,4.14
2023,Atlético-GO,Shaylon,MEI,Meia,Explosivo e rápido,3304,28.96,9.8,63.04,1.42,9975.99,28.21,10.24,40.16,47.73,30.23,3.84,1.69,1.09,1.5,2.78,0.27,0.27,2.64
2023,Avaí,Rafael Gava,MED,Meia,Explosivo e rápido,2645,27.77,10.41,72.0,0.98,10772.78,40.03,13.2,45.1,56.74,23.53,3.84,0.99,0.71,1.5,1.29,0.22000000000000003,0.07,2.18
2023,Avaí,Jean Cléber,MED,Meia,Médio em tudo,997,28.77,6.98,47.06,1.15,9842.11,16.18,17.06,44.44,53.23,42.86,6.23,1.44,0.36,0.72,0.9,0.06999999999999999,0.09,3.7
2023,Botafogo-SP,Guilherme Madruga,MED,Meia,Explosivo e rápido,3120,29.52,9.62,61.57,0.98,10184.43,27.64,19.3,50.22,60.18,51.94,5.88,1.41,1.04,1.15,1.5,0.13,0.15,4.62
2023,Botafogo-SP,Carlos Manuel,MED,Meia,Médio em tudo,1383,26.73,5.2,48.17,0.78,10509.04,22.04,15.94,51.02,51.64,36.36,4.3,0.98,0.52,0.46,1.04,0.01,0.07,3.51
2023,CRB,Lucas Lima,MED,Meia,Explosivo e rápido,2802,28.63,10.16,64.09,1.09,10150.64,31.3,19.27,47.0,60.54,41.84,6.04,1.38,0.42,1.19,1.25,0.16999999999999998,0.12,3.53
2023,CRB,Juninho Valoura,MED,Meia,Baixa intensidade,1736,26.69,4.35,41.94,0.31,9985.52,20.3,18.87,52.75,59.75,37.21,6.17,1.5,0.78,0.41,1.61,0.16,0.21000000000000002,2.54
2023,CRB,Rafael Longuine,MED,Meia,Médio em tudo,949,26.05,5.9,51.3,0.76,10368.51,32.63,12.71,43.28,64.29,11.11,4.93,1.52,0.95,1.52,2.85,0.33,0.37,1.61
2023,Ceará,Chay,MEI,Meia,Médio em tudo,1492,28.09,8.01,56.26,1.14,9686.05,35.04,21.6,41.9,51.25,26.47,11.52,3.5,1.63,2.17,3.56,0.21000000000000002,0.24,1.93
2023,Ceará,Guilherme Castilho,MEI,Meia,Explosivo e rápido,1400,27.41,10.3,69.21,0.9,10947.81,48.27,14.01,51.38,58.11,48.39,5.27,2.06,1.35,1.48,2.83,0.31,0.12,3.21
2023,Chapecoense,Giovanni Pavani,MED,Meia,Baixa intensidade,2578,26.66,4.29,39.22,0.63,9872.14,21.36,24.33,49.64,53.63,52.38,10.3,3.94,1.57,1.19,3.18,0.1,0.14,3.74
2023,Chapecoense,Gustavo Cazonatti,MED,Meia,Explosivo e rápido,2458,30.24,8.63,56.08,1.28,9998.02,16.67,20.54,54.9,58.92,56.19,4.65,1.21,0.4,0.51,1.21,0.09,0.15,4.72
2023,Chapecoense,Bruno Vinicius,MED,Meia,Médio em tudo,1488,26.39,5.5,54.31,0.36,10720.32,22.52,21.53,51.4,52.02,52.94,5.14,1.51,0.36,0.24,1.39,0.03,0.06,4.48
2023,Chapecoense,Dudu Vieira,MED,Meia,Explosivo e rápido,991,29.19,13.9,77.83,1.36,10111.58,34.62,15.53,53.22,56.16,43.33,2.91,1.36,1.09,0.54,1.27,0.05,0.09,6.63
2023,Criciúma,Fellipe Mateus,MED,Meia,Médio em tudo,3613,27.14,6.44,53.34,0.62,10776.02,37.75,18.68,42.53,50.99,35.29,8.32,2.96,0.6,1.92,3.01,0.29000000000000004,0.33999999999999997,2.79
2023,Criciúma,Marquinhos Gabriel,MEI,Meia,Médio em tudo,1347,26.62,5.62,47.66,0.56,9976.4,31.59,17.77,40.98,65.85,20.83,11.09,2.47,1.07,1.27,2.61,0.2,0.34,1.34
2023,Guarani,Bruninho,MEI,Meia,Explosivo e rápido,2310,29.69,12.63,77.54,1.4,10056.9,33.45,17.69,41.63,50.88,23.26,9.27,4.25,1.71,2.38,4.05,0.26,0.31,1.21
2023,Guarani,Isaque,MEI,Meia,Médio em tudo,1522,27.95,8.17,57.23,0.56,10228.67,39.59,15.61,41.67,56.25,15.38,7.33,2.37,1.77,2.13,2.78,0.38,0.24,2.07
2023,Guarani,Régis,MEI,Meia,Médio em tudo,1352,27.69,6.18,47.35,0.47,9639.68,26.43,14.58,36.07,40.0,16.0,6.06,1.86,1.53,2.0,1.8,0.35,0.2,1.46
2023,Guarani,Wenderson,MED,Meia,Baixa intensidade,1138,26.41,4.18,37.26,0.24,9992.54,14.82,14.08,46.07,57.89,27.59,4.11,1.11,0.24,0.32,1.27,0.03,0.0,3.8
2023,Ituano,Yann Rolim,MEI,Meia,Médio em tudo,1568,27.03,6.99,56.64,1.03,10417.38,30.14,20.32,48.31,64.04,28.57,9.59,3.5,1.78,1.43,3.73,0.30000000000000004,0.28,2.53
2023,Ituano,Eduardo Person,MEI,Meia,Médio em tudo,1523,28.95,6.52,45.58,1.8,9555.43,27.18,17.37,41.16,53.97,21.05,10.46,2.13,0.77,0.95,2.25,0.21000000000000002,0.3,1.3
2023,Ituano,Marthã,MED,Meia,Baixa intensidade,1184,27.48,3.73,40.11,0.16,10224.13,14.65,18.24,50.83,52.83,41.51,3.19,0.46,0.08,0.53,0.53,0.09,0.08,4.41
2023,Juventude,Nenê,MEI,Meia,Médio em tudo,2415,27.31,5.37,43.76,0.49,10043.02,31.26,13.27,42.42,60.34,20.0,7.94,2.01,0.63,1.42,3.17,0.44,0.45,0.89
2023,Juventude,Vini Paulista,MED,Meia,Explosivo e rápido,2163,30.67,12.37,71.64,1.83,9655.42,20.47,18.27,52.39,64.63,25.71,4.62,1.54,1.04,0.92,1.12,0.1,0.12,3.7
2023,Juventude,Jean Irmer,MED,Meia,Médio em tudo,1871,28.58,7.56,51.86,0.66,9975.69,13.23,17.37,51.52,55.76,45.45,3.17,0.77,0.34,0.67,0.91,0.13,0.1,5.44
2023,Juventude,Mandaca,MED,Meia,Médio em tudo,1320,27.83,5.54,44.05,1.31,9951.93,17.52,26.32,49.48,56.92,41.18,8.8,3.07,2.05,1.64,2.59,0.13,0.14,4.09
2023,Juventude,Matheus Vargas,MEI,Meia,Médio em tudo,1059,28.28,8.19,51.43,1.44,9472.78,27.97,21.5,45.85,56.25,32.43,9.43,3.48,1.36,1.61,3.23,0.22,0.17,2.38
2023,Londrina,Higor Leite,MEI,Meia,Baixa intensidade,1362,26.15,4.35,46.15,0.59,10130.64,27.77,16.19,43.67,41.33,36.59,4.76,1.12,0.46,1.26,1.59,0.16999999999999998,0.2,2.11
2023,Londrina,Ariel,MEI,Meia,Explosivo e rápido,1128,29.22,12.35,77.21,1.99,10655.55,41.37,17.87,32.14,46.81,21.82,6.38,1.76,0.4,2.15,2.07,0.33,0.08,2.15
2023,Mirassol,Danielzinho,MED,Meia,Médio em tudo,3084,27.48,6.1,49.59,0.57,10614.45,33.0,18.15,54.18,64.42,42.74,7.3,1.63,1.2,0.76,2.16,0.21000000000000002,0.09,3.47
2023,Mirassol,Neto Moura,MED,Meia,Baixa intensidade,1177,27.32,3.7,36.51,0.5,9429.39,19.7,16.29,57.75,52.17,68.09,2.29,0.54,0.15,0.0,0.61,0.02,0.0,4.13
2023,Novorizontino,Marlon,MED,Meia,Explosivo e rápido,2799,28.52,8.68,61.74,0.9,10335.18,32.04,16.27,50.0,60.89,41.3,4.41,1.35,0.61,0.96,1.93,0.26,0.26,2.73
2023,Ponte Preta,Élvis,MEI,Meia,Baixa intensidade,1798,25.37,2.0,25.98,0.25,8908.39,13.75,12.26,37.55,37.31,31.58,5.16,1.4,0.8,0.65,1.95,0.27,0.1,0.5
2023,Ponte Preta,Matheus Jesus,MEI,Meia,Médio em tudo,1432,28.85,7.22,49.2,1.13,9136.45,21.68,18.41,47.78,50.6,46.94,7.54,1.89,1.38,1.07,2.39,0.18,0.06,2.45
2023,Sampaio Corrêa,Neto Paraíba,MED,Meia,Médio em tudo,2733,27.49,5.56,43.38,0.59,9836.82,26.5,19.86,51.74,57.37,54.44,8.76,3.1,1.22,1.22,2.5,0.18,0.19,2.73
2023,Sampaio Corrêa,Ferreira,MED,Meia,Explosivo e rápido,1339,28.04,9.14,59.02,1.48,10126.13,21.56,21.37,44.65,45.6,37.88,6.12,1.14,0.74,0.4,1.08,0.03,0.0,3.7
2023,Sport,Ronaldo Henrique,MED,Meia,Baixa intensidade,2254,25.13,1.83,26.67,0.04,10103.09,12.56,15.73,53.55,53.23,43.84,2.8,0.4,0.28,0.04,0.48,0.15,0.24,4.51
2023,Sport,Fábio Matheus,MED,Meia,Baixa intensidade,1923,26.63,4.16,39.17,0.65,10262.27,21.38,17.32,49.19,55.63,54.43,4.26,1.4,0.75,0.33,1.12,0.07,0.19,4.96
2023,Tombense,Matheus Frizzo,MEI,Meia,Médio em tudo,3106,28.42,7.56,56.47,0.61,9928.91,35.18,17.7,47.3,55.06,42.53,8.26,2.87,1.91,1.54,3.19,0.36,0.28,2.17
2023,Tombense,João Pedro,MED,Meia,Médio em tudo,2331,27.59,5.9,47.24,0.46,9852.85,26.69,17.92,48.49,52.98,44.26,5.79,1.85,1.08,1.04,1.58,0.12,0.08,4.17
2023,Tombense,Bruno Matias,MED,Meia,Médio em tudo,1207,27.61,5.5,47.07,0.59,9787.28,29.46,11.86,49.06,48.51,46.15,1.86,0.22,0.45,0.22,0.3,0.06,0.0,2.76
2023,Vila Nova,Lourenço,MED,Meia,Médio em tudo,2817,29.22,6.96,48.98,0.77,9877.78,15.63,16.81,46.96,51.96,42.17,5.59,2.14,0.99,0.58,2.33,0.37,0.2,4.73
2023,Vila Nova,Ralf,MED,Meia,Baixa intensidade,2798,28.17,5.04,41.32,0.64,9268.45,10.4,12.26,55.64,65.52,51.67,3.15,1.09,0.68,0.19,1.0,0.02,0.03,5.98
2023,Vila Nova,Sousa,MED,Meia,Baixa intensidade,1419,27.17,5.0,43.78,0.51,10337.92,20.06,18.39,49.31,63.54,40.82,3.81,0.7,0.57,0.82,0.95,0.11000000000000001,0.0,4.76
2023,Vitória,Matheuzinho,MEI,Meia,Explosivo e rápido,2009,28.76,9.59,61.24,1.43,9014.1,32.95,16.49,51.09,53.41,34.15,8.65,3.67,2.2,1.3,3.76,0.22,0.18,2.06
2023,Vitória,Dudu,MED,Meia,Médio em tudo,1854,28.07,6.11,48.56,0.78,10420.69,23.34,25.92,52.81,57.87,51.92,9.76,3.01,0.97,0.58,1.99,0.09,0.05,4.42
2023,Vitória,Wellington Nem,MEI,Meia,Explosivo e rápido,1477,28.68,8.64,54.99,1.52,9194.32,35.57,18.89,46.77,39.58,38.24,11.39,4.45,2.56,2.07,3.72,0.37,0.3,0.91
