ano,clube,dist,hsr,spr_d,spr_n,hi_n,acc,expl,psv,spr_otip,spr_tip,hsr_otip,hsr_tip,runs,runs_area,runs_per,min_rastreados,jogos,pontos,gp,gc,sg,pos,dist_g4,ppj,faixa,valor_eur,log_valor,posto_valor,ppj_esperado,rendimento,cobertura
2022,Vila Nova,9660.93223305415,471.95961397583335,157.8473226110437,8.28596484754902,53.39231927913653,6.840989574919903,1.1167103583815658,28.512619126626667,77.08732423246116,107.37327366899595,279.2685823346419,269.0537501755026,24.320293847943653,2.6987401707228775,7.358233545707818,33119.17,38,47,28.0,31.0,-3.0,13,-15,1.236842105263158,Meio,8900000.0,16.00156183470237,14.0,1.2321863376098037,0.0046557676533542924,0.9683967836257309
2023,ABC,9541.09498190271,444.16093339007324,138.77522273318658,7.446367198832255,50.02579425370983,5.8950517782323075,1.2032657701148373,28.289066515360197,79.20016897820851,87.91922486856012,289.0598642482036,241.25497800412737,25.31218742478528,2.7601252427080807,7.219982831596818,32781.15,38,28,28.0,51.0,-23.0,20,-36,0.7368421052631579,Cai,9400000.0,16.056220247240233,15.0,1.2465532394888115,-0.5097111342256536,0.9585131578947369
2023,Atlético-GO,9765.073660109598,527.6430390644275,156.5103889485407,9.344818653767971,57.853383242813116,6.362794527783281,1.309489792585334,29.131031207758678,108.58730332056949,83.43463320680699,384.0748253109233,264.32110859881044,23.25159461192625,3.092890534276653,6.87499865820932,28778.1,38,64,56.0,45.0,11.0,4,0,1.6842105263157894,Sobe,24525000.0,17.0152035634157,2.0,1.4986209188703423,0.18558960744544706,0.8414649122807017
2023,Avaí,9783.63909235363,550.8804203013057,179.61256716751234,9.234689394983002,58.715715787708575,6.6275826180451025,1.342636079996654,28.55547011790601,114.30490419058049,93.96064539981636,387.9975238204508,268.5164953057472,24.427508391022613,2.577566467221195,7.0752430931149295,26060.59,38,44,31.0,48.0,-17.0,13,-20,1.1578947368421053,Meio,20300000.0,16.826131444012017,3.0,1.448923526256774,-0.2910287894146686,0.7620055555555556
2023,Botafogo-SP,9631.706290330605,502.275000339704,192.2998165598708,9.405267690971183,57.931031892656975,6.744195917924117,1.557210709401328,29.187453229589554,107.2874949833261,122.88217998111874,314.51772827323225,288.2167969954821,24.599064429756478,2.984661079223792,7.956831784577101,35177.69,38,47,25.0,42.0,-17.0,12,-17,1.236842105263158,Meio,8600000.0,15.967272761223736,16.0,1.223173493450667,0.013668611812490905,1.0285874269005848
2023,CRB,9451.013461081477,467.24195017844954,169.2559993781538,8.603368717866463,53.90835751138618,6.151600253248695,1.157149627301021,28.62980018892172,102.35645564300052,97.72341252616984,308.87923527576174,241.6552056757701,20.5351743664061,2.746953136870151,6.705872277414438,35475.01,38,57,45.0,39.0,6.0,10,-7,1.5,Meio,13900000.0,16.44739939810092,10.5,1.3493742365976384,0.15062576340236156,1.0372809941520469
2023,Ceará,9379.964202901057,499.77074151765925,182.5880015534189,9.497059170656328,57.47237551749765,6.085156613476298,1.3541651766802338,28.980483968992296,122.30497951878584,104.4174897470474,355.9695939100618,263.5566114869047,26.112330371702377,3.673738310999116,9.04770103176784,28350.37,38,50,40.0,45.0,-5.0,11,-14,1.3157894736842106,Meio,35475000.0,17.38433878101038,1.0,1.5956476930671757,-0.27985821938296507,0.8289581871345029
2023,Chapecoense,9644.93506696037,473.0160005757169,148.7929180388243,7.706265652303049,52.41854926830432,6.062467495983708,1.201339723162261,28.38356003803725,90.48626777102996,86.5380963682414,318.4657707021666,243.90012908981547,24.77526287882296,3.2928110209296393,7.827919903803144,36059.39,38,40,38.0,43.0,-5.0,16,-24,1.0526315789473684,Meio,16325000.0,16.60820823312677,6.0,1.3916426568978695,-0.3390110779505011,1.0543681286549706
2023,Criciúma,9780.046049345383,524.5984671795851,163.24339653004063,8.706498461099033,56.21714963407383,6.254410095248644,1.3052597004680828,28.40238718369464,100.7724844106126,91.37593500256484,350.00751366576117,270.2787811423425,26.523330154006683,3.235790530221333,8.72579289832178,27448.16,38,64,45.0,33.0,12.0,3,0,1.6842105263157894,Sobe,10900000.0,16.204273347199372,12.0,1.2854688292623395,0.39874169705344986,0.8025777777777777
2023,Guarani,9656.509242215565,460.3565697768548,158.7212036128515,8.163056716411422,52.819533479916295,6.330315981888476,1.1537438471016996,28.80275743563498,80.29853054934381,97.27462467048717,264.3929108886469,245.3394097781371,24.246334055731683,2.709107915639775,6.9436305541010475,36811.92,38,57,42.0,33.0,9.0,9,-7,1.5,Meio,14200000.0,16.46875252257149,8.0,1.354986881199535,0.14501311880046508,1.0763719298245613
2023,Ituano,9902.99592716932,521.0476682781867,167.78825365826566,8.647631722626175,57.21805257389351,6.116861437727859,1.1950281152328273,28.30824244739698,101.95457102000616,99.04334124529382,354.6917097150475,264.621477589101,24.496918393004965,2.8595535398571785,7.037283284764194,29524.92,38,42,33.0,38.0,-5.0,14,-22,1.105263157894737,Meio,6225000.0,15.644084000315045,20.0,1.1382236933964398,-0.03296053550170286,0.8633017543859649
2023,Juventude,9676.376514226711,522.6666919212171,182.79287504681395,9.546118319175072,58.6276089829839,6.739477263479243,1.5242906760135235,29.127969680498754,119.97265444144458,112.13310572106157,367.53416373092307,283.9004549815296,25.17446866323724,2.931581674299627,7.530208700926334,37034.909999999996,38,65,42.0,31.0,11.0,2,1,1.7105263157894737,Sobe,16825000.0,16.638376433495065,5.0,1.3995723342235191,0.31095398156595455,1.0828921052631577
2023,Londrina,9693.071098315235,526.9023429842297,195.98881118211435,10.460649691340954,62.36690633608434,7.178272124713744,1.7824932688265427,28.95680307289996,105.07385942737663,127.60962543975619,328.42808063371905,298.82454282644295,27.477623114441705,4.149005801877399,9.373980591956059,28925.120000000003,38,31,31.0,58.0,-27.0,19,-33,0.8157894736842105,Cai,7700000.0,15.856730886823913,18.0,1.1941176868641952,-0.37832821317998466,0.8457637426900586
2023,Mirassol,9848.364303602271,535.9780502420392,172.8879990793796,9.006909438376736,58.80085422934402,6.113925782751534,1.155414183063148,28.541963698600295,117.8866728222876,94.38778512643952,392.15159105556774,266.6631792634268,27.616295177787038,3.2773306710699286,8.403267882907434,31218.079999999998,38,63,42.0,31.0,11.0,7,-1,1.6578947368421053,Meio,14900000.0,16.51687177091569,7.0,1.3676349711705669,0.29025976567153844,0.9128093567251462
2023,Novorizontino,9852.177324048822,546.185034350922,165.98159428800483,9.430695818490706,58.057788317275886,6.704537083968882,1.4279092250925,28.93410290654895,100.428455800688,102.00182847872944,360.56133713137984,295.1508433290662,22.747272401220663,2.724808632907824,7.103111025824342,29613.47,38,63,48.0,30.0,18.0,6,-1,1.6578947368421053,Meio,13900000.0,16.44739939810092,10.5,1.3493742365976384,0.30852050024446687,0.8658909356725146
2023,Ponte Preta,9447.636690439595,485.5687775209089,178.92294738269626,9.11984100586773,56.62207663641968,7.086444330406258,1.5333201963041438,28.769264610753424,105.09227077263559,109.23718842319997,328.1725086876298,262.60715432528724,22.312495132507845,2.479825069526507,6.583791983313638,31412.48,38,42,24.0,35.0,-11.0,15,-22,1.105263157894737,Meio,10675000.0,16.18341511707896,13.0,1.2799862670803126,-0.17472310918557565,0.918493567251462
